Time,num_infected
102.5,50921
102.75,51131
103,51266
103.25,51467
103.5,51673
103.75,51884
104,52151
104.25,52336
104.5,52558
104.75,52674
105,52956
105.25,52994
105.5,53093
105.75,53266
106,53256
106.25,53344
106.5,53398
106.75,53591
107,53703
107.25,53899
107.5,53970
107.75,53993
108,54075
108.25,54033
108.5,54072
108.75,54402
109,54482
109.25,54421
109.5,54393
109.75,54271
110,54247
110.25,54143
110.5,54165
110.75,54210
111,54070
111.25,54070
111.5,53965
111.75,53863
112,53876
112.25,53664
112.5,53580
112.75,53489
113,53330
113.25,52995
113.5,53024
113.75,52877
114,52729
114.25,52461
114.5,52291
114.75,52099
115,51893
115.25,51741
115.5,51587
115.75,51459
116,51172
116.25,50910
116.5,50640
116.75,50254
117,49986
117.25,49765
117.5,49351
117.75,49100
118,48792
118.25,48483
118.5,48219
118.75,47884
119,47640
119.25,47326
119.5,47183
119.75,46830
120,46445
120.25,45969
120.5,45562
120.75,45231
121,44896
121.25,44462
121.5,44125
121.75,43841
122,43579
122.25,43240
122.5,42820
122.75,42415
123,41941
123.25,41648
123.5,41312
123.75,40952
124,40508
124.25,40100
124.5,39758
124.75,39377
125,38946
125.25,38606
125.5,38248
125.75,37958
126,37536
126.25,37105
126.5,36605
126.75,36160
127,35727
127.25,35289
127.5,34936
127.75,34488
128,34117
128.25,33763
128.5,33419
128.75,33071
129,32648
129.25,32229
129.5,31799
129.75,31356
130,30982
130.25,30589
130.5,30183
130.75,29819
131,29497
131.25,29101
131.5,28740
131.75,28365
132,27960
132.25,27570
132.5,27192
132.75,26763
133,26448
133.25,26180
133.5,25863
133.75,25396
134,24982
134.25,24689
134.5,24373
134.75,24041
135,23666
135.25,23244
135.5,22992
135.75,22580
136,22258
136.25,21932
136.5,21618
136.75,21339
137,21000
137.25,20683
137.5,20373
137.75,20105
138,19775
138.25,19492
138.5,19258
138.75,18977
139,18722
139.25,18414
139.5,18057
139.75,17795
140,17530
140.25,17227
140.5,16947
140.75,16750
141,16472
141.25,16198
141.5,15964
141.75,15705
142,15426
142.25,15212
142.5,14964
142.75,14691
143,14471
143.25,14215
143.5,13994
143.75,13791
144,13619
144.25,13389
144.5,13153
144.75,12916
145,12728
145.25,12519
145.5,12292
145.75,12060
146,11851
146.25,11668
146.5,11490
146.75,11296
147,11057
147.25,10882
147.5,10732
147.75,10570
148,10409
148.25,10228
148.5,10094
148.75,9943
149,9757
149.25,9646
149.5,9506
149.75,9355
150,9175
150.25,9014
150.5,8828
150.75,8692
151,8530
151.25,8409
151.5,8263
151.75,8086
152,7923
152.25,7821
152.5,7717
152.75,7573
153,7439
153.25,7299
153.5,7163
153.75,7049
154,6896
154.25,6749
154.5,6645
154.75,6520
155,6372
155.25,6257
155.5,6150
155.75,6069
156,5981
156.25,5883
156.5,5788
156.75,5674
157,5576
157.25,5484
157.5,5396
157.75,5310
158,5215
158.25,5098
158.5,5012
158.75,4898
159,4807
159.25,4711
159.5,4585
159.75,4488
160,4400
160.25,4306
160.5,4252
160.75,4162
161,4079
161.25,4029
161.5,3928
161.75,3854
162,3775
162.25,3724
162.5,3666
162.75,3598
163,3535
163.25,3473
163.5,3391
163.75,3350
164,3288
164.25,3248
164.5,3194
164.75,3140
165,3098
165.25,3031
165.5,2995
165.75,2945
166,2879
166.25,2843
166.5,2778
166.75,2726
167,2707
167.25,2671
167.5,2633
167.75,2558
168,2495
168.25,2446
168.5,2407
168.75,2365
169,2311
169.25,2282
169.5,2229
169.75,2187
170,2116
170.25,2087
170.5,2049
170.75,2009
171,1988
171.25,1946
171.5,1935
171.75,1916
172,1873
172.25,1810
172.5,1788
172.75,1721
173,1683
173.25,1657
173.5,1621
173.75,1604
174,1588
174.25,1546
174.5,1510
174.75,1496
175,1478
175.25,1452
175.5,1412
175.75,1396
176,1356
176.25,1330
176.5,1314
176.75,1289
177,1255
177.25,1236
177.5,1219
177.75,1191
178,1174
178.25,1156
178.5,1145
178.75,1139
179,1131
179.25,1114
179.5,1086
179.75,1058
180,1033
180.25,1014
180.5,997
180.75,979
181,951
181.25,937
181.5,918
181.75,907
182,888
182.25,885
182.5,865
182.75,851
183,840
183.25,827
183.5,804
183.75,795
184,785
184.25,767
184.5,752
184.75,734
185,714
185.25,686
185.5,683
185.75,669
186,659
186.25,645
186.5,632
186.75,627
187,615
187.25,596
187.5,584
187.75,578
188,580
188.25,577
188.5,563
188.75,543
189,536
189.25,528
189.5,528
189.75,518
190,522
190.25,503
190.5,497
190.75,485
191,473
191.25,467
191.5,460
191.75,455
192,446
192.25,434
192.5,421
192.75,420
193,406
193.25,398
193.5,385
193.75,374
194,368
194.25,359
194.5,352
194.75,342
195,338
195.25,328
195.5,331
195.75,338
196,324
196.25,322
196.5,316
196.75,304
197,295
197.25,291
197.5,284
197.75,283
198,277
198.25,265
198.5,255
198.75,254
199,247
199.25,251
199.5,249
199.75,244
200,229
200.25,226
200.5,227
200.75,223
201,224
201.25,224
201.5,217
201.75,217
202,209
202.25,205
202.5,201
202.75,199
203,188
203.25,181
203.5,182
203.75,178
204,171
204.25,169
204.5,165
204.75,165
205,163
205.25,159
205.5,152
205.75,148
206,143
206.25,143
206.5,142
206.75,137
207,131
207.25,126
207.5,125
207.75,126
208,123
208.25,121
208.5,123
208.75,117
209,114
209.25,111
209.5,109
209.75,102
210,105
210.25,109
210.5,105
210.75,102
211,98
211.25,92
211.5,89
211.75,94
212,92
212.25,90
212.5,91
212.75,88
213,83
213.25,84
213.5,78
213.75,78
214,80
214.25,78
214.5,76
214.75,74
215,75
215.25,76
215.5,73
215.75,69
216,67
216.25,64
216.5,60
216.75,59
217,55
217.25,58
217.5,58
217.75,57
218,55
218.25,54
218.5,55
218.75,57
219,50
219.25,48
219.5,46
219.75,45
220,45
220.25,43
220.5,43
220.75,40
221,42
221.25,43
221.5,41
221.75,40
222,39
222.25,40
222.5,39
222.75,40
223,39
223.25,37
223.5,33
223.75,35
224,34
224.25,33
224.5,31
224.75,31
225,32
225.25,34
225.5,32
225.75,31
226,30
226.25,29
226.5,28
226.75,28
227,29
227.25,29
227.5,29
227.75,28
228,26
228.25,26
228.5,24
228.75,23
229,22
229.25,20
229.5,19
229.75,19
230,19
230.25,20
230.5,19
230.75,20
231,20
231.25,19
231.5,19
231.75,20
232,16
232.25,16
232.5,16
232.75,16
233,16
233.25,16
233.5,15
233.75,14
234,13
234.25,14
234.5,14
234.75,13
235,14
235.25,13
235.5,14
235.75,14
236,14
236.25,13
236.5,13
236.75,14
237,14
237.25,13
237.5,11
237.75,12
238,11
238.25,10
238.5,11
238.75,10
239,10
239.25,10
239.5,11
239.75,10
240,10
240.25,10
240.5,8
240.75,8
241,7
241.25,6
241.5,5
241.75,4
242,4
242.25,4
242.5,4
242.75,4
243,5
243.25,5
243.5,5
243.75,4
244,3
244.25,4
244.5,3
244.75,3
245,3
245.25,2
245.5,2
245.75,2
246,2
246.25,2
246.5,2
246.75,2
247,2
247.25,2
247.5,2
247.75,2
248,2
248.25,2
248.5,2
248.75,2
249,2
249.25,3
249.5,2
249.75,2
250,2
250.25,2
250.5,2
250.75,3
251,3
251.25,3
251.5,3
251.75,3
252,3
252.25,2
252.5,2
252.75,2
253,1
253.25,1
253.5,1
253.75,1
254,1
254.25,1
254.5,1
254.75,1
255,1
255.25,1
255.5,1
255.75,1
256,1
256.25,1
256.5,1
256.75,1
257,0
257.25,0
257.5,0
257.75,0
258,0
258.25,0
258.5,0
258.75,0
259,0
259.25,0
259.5,0
259.75,0
260,0
260.25,0
260.5,0
260.75,0
261,0
261.25,0
261.5,0
261.75,0
262,0
262.25,0
262.5,0
262.75,0
263,0
263.25,0
263.5,0
263.75,0
264,0
264.25,0
264.5,0
264.75,0
265,0
265.25,0
265.5,0
265.75,0
266,0
266.25,0
266.5,0
266.75,0
267,0
267.25,0
267.5,0
267.75,0
268,0
268.25,0
268.5,0
268.75,0
269,0
269.25,0
269.5,0
269.75,0
270,0
270.25,0
270.5,0
270.75,0
271,0
271.25,0
271.5,0
271.75,0
272,0
272.25,0
272.5,0
272.75,0
273,0
273.25,0
273.5,0
273.75,0
274,0
274.25,0
274.5,0
274.75,0
275,0
275.25,0
275.5,0
275.75,0
276,0
276.25,0
276.5,0
276.75,0
277,0
277.25,0
277.5,0
277.75,0
278,0
278.25,0
278.5,0
278.75,0
279,0
279.25,0
279.5,0
279.75,0
280,0
280.25,0
280.5,0
280.75,0
281,0
281.25,0
281.5,0
281.75,0
282,0
282.25,0
282.5,0
282.75,0
283,0
283.25,0
283.5,0
283.75,0
284,0
284.25,0
284.5,0
284.75,0
285,0
285.25,0
285.5,0
285.75,0
286,0
286.25,0
286.5,0
286.75,0
287,0
287.25,0
287.5,0
287.75,0
288,0
288.25,0
288.5,0
288.75,0
289,0
289.25,0
289.5,0
289.75,0
290,0
290.25,0
290.5,0
290.75,0
291,0
291.25,0
291.5,0
291.75,0
292,0
292.25,0
292.5,0
292.75,0
293,0
293.25,0
293.5,0
293.75,0
294,0
294.25,0
294.5,0
294.75,0
295,0
295.25,0
295.5,0
295.75,0
296,0
296.25,0
296.5,0
296.75,0
297,0
297.25,0
297.5,0
297.75,0
298,0
298.25,0
298.5,0
298.75,0
299,0
299.25,0
299.5,0
299.75,0
300,0
300.25,0
300.5,0
300.75,0
301,0
301.25,0
301.5,0
301.75,0
302,0
302.25,0
302.5,0
302.75,0
303,0
303.25,0
303.5,0
303.75,0
304,0
304.25,0
304.5,0
304.75,0
305,0
305.25,0
305.5,0
305.75,0
306,0
306.25,0
306.5,0
306.75,0
307,0
307.25,0
307.5,0
307.75,0
308,0
308.25,0
308.5,0
308.75,0
309,0
309.25,0
309.5,0
309.75,0
310,0
310.25,0
310.5,0
310.75,0
311,0
311.25,0
311.5,0
311.75,0
312,0
312.25,0
312.5,0
312.75,0
313,0
313.25,0
313.5,0
313.75,0
314,0
314.25,0
314.5,0
314.75,0
315,0
315.25,0
315.5,0
315.75,0
316,0
316.25,0
316.5,0
316.75,0
317,0
317.25,0
317.5,0
317.75,0
318,0
318.25,0
318.5,0
318.75,0
319,0
319.25,0
319.5,0
319.75,0
320,0
320.25,0
320.5,0
320.75,0
321,0
321.25,0
321.5,0
321.75,0
322,0
322.25,0
322.5,0
322.75,0
323,0
323.25,0
323.5,0
323.75,0
324,0
324.25,0
324.5,0
324.75,0
325,0
325.25,0
325.5,0
325.75,0
326,0
326.25,0
326.5,0
326.75,0
327,0
327.25,0
327.5,0
327.75,0
328,0
328.25,0
328.5,0
328.75,0
329,0
329.25,0
329.5,0
329.75,0
330,0
330.25,0
330.5,0
330.75,0
331,0
331.25,0
331.5,0
331.75,0
332,0
332.25,0
332.5,0
332.75,0
333,0
333.25,0
333.5,0
333.75,0
334,0
334.25,0
334.5,0
334.75,0
335,0
335.25,0
335.5,0
335.75,0
336,0
336.25,0
336.5,0
336.75,0
337,0
337.25,0
337.5,0
337.75,0
338,0
338.25,0
338.5,0
338.75,0
339,0
339.25,0
339.5,0
339.75,0
340,0
340.25,0
340.5,0
340.75,0
341,0
341.25,0
341.5,0
341.75,0
342,0
342.25,0
342.5,0
342.75,0
343,0
343.25,0
343.5,0
343.75,0
344,0
344.25,0
344.5,0
344.75,0
345,0
345.25,0
345.5,0
345.75,0
346,0
346.25,0
346.5,0
346.75,0
347,0
347.25,0
347.5,0
347.75,0
348,0
348.25,0
348.5,0
348.75,0
349,0
349.25,0
349.5,0
349.75,0
350,0
350.25,0
350.5,0
350.75,0
351,0
351.25,0
351.5,0
351.75,0
352,0
352.25,0
352.5,0
352.75,0
353,0
353.25,0
353.5,0
353.75,0
354,0
354.25,0
354.5,0
354.75,0
355,0
355.25,0
355.5,0
355.75,0
356,0
356.25,0
356.5,0
356.75,0
357,0
357.25,0
357.5,0
357.75,0
358,0
358.25,0
358.5,0
358.75,0
359,0
359.25,0
359.5,0
359.75,0
360,0
360.25,0
360.5,0
360.75,0
361,0
361.25,0
361.5,0
361.75,0
362,0
362.25,0
362.5,0
362.75,0
363,0
363.25,0
363.5,0
363.75,0
364,0
364.25,0
364.5,0
364.75,0
365,0
365.25,0
365.5,0
365.75,0
366,0
366.25,0
366.5,0
366.75,0
367,0
367.25,0
367.5,0
367.75,0
368,0
368.25,0
368.5,0
368.75,0
369,0
369.25,0
369.5,0
369.75,0
370,0
370.25,0
370.5,0
370.75,0
371,0
371.25,0
371.5,0
371.75,0
372,0
372.25,0
372.5,0
372.75,0
373,0
373.25,0
373.5,0
373.75,0
374,0
374.25,0
374.5,0
374.75,0
375,0
375.25,0
375.5,0
375.75,0
376,0
376.25,0
376.5,0
376.75,0
377,0
377.25,0
377.5,0
377.75,0
378,0
378.25,0
378.5,0
378.75,0
379,0
379.25,0
379.5,0
379.75,0
380,0
380.25,0
380.5,0
380.75,0
381,0
381.25,0
381.5,0
381.75,0
382,0
382.25,0
382.5,0
382.75,0
383,0
383.25,0
383.5,0
383.75,0
384,0
384.25,0
384.5,0
384.75,0
385,0
385.25,0
385.5,0
385.75,0
386,0
386.25,0
386.5,0
386.75,0
387,0
387.25,0
387.5,0
387.75,0
388,0
388.25,0
388.5,0
388.75,0
389,0
389.25,0
389.5,0
389.75,0
390,0
390.25,0
390.5,0
390.75,0
391,0
391.25,0
391.5,0
391.75,0
392,0
392.25,0
392.5,0
392.75,0
393,0
393.25,0
393.5,0
393.75,0
394,0
394.25,0
394.5,0
394.75,0
395,0
395.25,0
395.5,0
395.75,0
396,0
396.25,0
396.5,0
396.75,0
397,0
397.25,0
397.5,0
397.75,0
398,0
398.25,0
398.5,0
398.75,0
399,0
399.25,0
399.5,0
399.75,0
400,0
400.25,0
400.5,0
400.75,0
401,0
401.25,0
401.5,0
401.75,0
402,0
402.25,0
402.5,0
402.75,0
403,0
403.25,0
403.5,0
403.75,0
404,0
404.25,0
404.5,0
404.75,0
405,0
405.25,0
405.5,0
405.75,0
406,0
406.25,0
406.5,0
406.75,0
407,0
407.25,0
407.5,0
407.75,0
408,0
408.25,0
408.5,0
408.75,0
409,0
409.25,0
409.5,0
409.75,0
410,0
410.25,0
410.5,0
410.75,0
411,0
411.25,0
411.5,0
411.75,0
412,0
412.25,0
412.5,0
412.75,0
413,0
413.25,0
413.5,0
413.75,0
414,0
414.25,0
414.5,0
414.75,0
415,0
415.25,0
415.5,0
415.75,0
416,0
416.25,0
416.5,0
416.75,0
417,0
417.25,0
417.5,0
417.75,0
418,0
418.25,0
418.5,0
418.75,0
419,0
419.25,0
419.5,0
419.75,0
420,0
420.25,0
420.5,0
420.75,0
421,0
421.25,0
421.5,0
421.75,0
422,0
422.25,0
422.5,0
422.75,0
423,0
423.25,0
423.5,0
423.75,0
424,0
424.25,0
424.5,0
424.75,0
425,0
425.25,0
425.5,0
425.75,0
426,0
426.25,0
426.5,0
426.75,0
427,0
427.25,0
427.5,0
427.75,0
428,0
428.25,0
428.5,0
428.75,0
429,0
429.25,0
429.5,0
429.75,0
430,0
430.25,0
430.5,0
430.75,0
431,0
431.25,0
431.5,0
431.75,0
432,0
432.25,0
432.5,0
432.75,0
433,0
433.25,0
433.5,0
433.75,0
434,0
434.25,0
434.5,0
434.75,0
435,0
435.25,0
435.5,0
435.75,0
436,0
436.25,0
436.5,0
436.75,0
437,0
437.25,0
437.5,0
437.75,0
438,0
438.25,0
438.5,0
438.75,0
439,0
439.25,0
439.5,0
439.75,0
440,0
440.25,0
440.5,0
440.75,0
441,0
441.25,0
441.5,0
441.75,0
442,0
442.25,0
442.5,0
442.75,0
443,0
443.25,0
443.5,0
443.75,0
444,0
444.25,0
444.5,0
444.75,0
445,0
445.25,0
445.5,0
445.75,0
446,0
446.25,0
446.5,0
446.75,0
447,0
447.25,0
447.5,0
447.75,0
448,0
448.25,0
448.5,0
448.75,0
449,0
449.25,0
449.5,0
449.75,0
450,0
450.25,0
450.5,0
450.75,0
451,0
451.25,0
451.5,0
451.75,0
452,0
452.25,0
452.5,0
452.75,0
453,0
453.25,0
453.5,0
453.75,0
454,0
454.25,0
454.5,0
454.75,0
455,0
455.25,0
455.5,0
455.75,0
456,0
456.25,0
456.5,0
456.75,0
457,0
457.25,0
457.5,0
457.75,0
458,0
458.25,0
458.5,0
458.75,0
459,0
459.25,0
459.5,0
459.75,0
460,0
460.25,0
460.5,0
460.75,0
461,0
461.25,0
461.5,0
461.75,0
462,0
462.25,0
462.5,0
462.75,0
463,0
463.25,0
463.5,0
463.75,0
464,0
464.25,0
464.5,0
464.75,0
465,0
465.25,0
465.5,0
465.75,0
466,0
466.25,0
466.5,0
466.75,0
467,0
467.25,0
467.5,0
467.75,0
468,0
468.25,0
468.5,0
468.75,0
469,0
469.25,0
469.5,0
469.75,0
470,0
470.25,0
470.5,0
470.75,0
471,0
471.25,0
471.5,0
471.75,0
472,0
472.25,0
472.5,0
472.75,0
473,0
473.25,0
473.5,0
473.75,0
474,0
474.25,0
474.5,0
474.75,0
475,0
475.25,0
475.5,0
475.75,0
476,0
476.25,0
476.5,0
476.75,0
477,0
477.25,0
477.5,0
477.75,0
478,0
478.25,0
478.5,0
478.75,0
479,0
479.25,0
479.5,0
479.75,0
480,0
480.25,0
480.5,0
480.75,0
481,0
481.25,0
481.5,0
481.75,0
482,0
482.25,0
482.5,0
482.75,0
483,0
483.25,0
483.5,0
483.75,0
484,0
484.25,0
484.5,0
484.75,0
485,0
485.25,0
485.5,0
485.75,0
486,0
486.25,0
486.5,0
486.75,0
487,0
487.25,0
487.5,0
487.75,0
488,0
488.25,0
488.5,0
488.75,0
489,0
489.25,0
489.5,0
489.75,0
490,0
490.25,0
490.5,0
490.75,0
491,0
491.25,0
491.5,0
491.75,0
492,0
492.25,0
492.5,0
492.75,0
493,0
493.25,0
493.5,0
493.75,0
494,0
494.25,0
494.5,0
494.75,0
495,0
495.25,0
495.5,0
495.75,0
496,0
496.25,0
496.5,0
496.75,0
497,0
497.25,0
497.5,0
497.75,0
498,0
498.25,0
498.5,0
498.75,0
499,0
499.25,0
499.5,0
499.75,0
500,0
500.25,0
500.5,0
500.75,0
501,0
501.25,0
501.5,0
501.75,0
502,0
502.25,0
502.5,0
502.75,0
503,0
503.25,0
503.5,0
503.75,0
504,0
504.25,0
504.5,0
504.75,0
505,0
505.25,0
505.5,0
505.75,0
506,0
506.25,0
506.5,0
506.75,0
507,0
507.25,0
507.5,0
507.75,0
508,0
508.25,0
508.5,0
508.75,0
509,0
509.25,0
509.5,0
509.75,0
510,0
510.25,0
510.5,0
510.75,0
511,0
511.25,0
511.5,0
511.75,0
512,0
512.25,0
512.5,0
512.75,0
513,0
513.25,0
513.5,0
513.75,0
514,0
514.25,0
514.5,0
514.75,0
515,0
515.25,0
515.5,0
515.75,0
516,0
516.25,0
516.5,0
516.75,0
517,0
517.25,0
517.5,0
517.75,0
518,0
518.25,0
518.5,0
518.75,0
519,0
519.25,0
519.5,0
519.75,0
520,0
520.25,0
520.5,0
520.75,0
521,0
521.25,0
521.5,0
521.75,0
522,0
522.25,0
522.5,0
522.75,0
523,0
523.25,0
523.5,0
523.75,0
524,0
524.25,0
524.5,0
524.75,0
525,0
525.25,0
525.5,0
525.75,0
526,0
526.25,0
526.5,0
526.75,0
527,0
527.25,0
527.5,0
527.75,0
528,0
528.25,0
528.5,0
528.75,0
529,0
529.25,0
529.5,0
529.75,0
530,0
530.25,0
530.5,0
530.75,0
531,0
531.25,0
531.5,0
531.75,0
532,0
532.25,0
532.5,0
532.75,0
533,0
533.25,0
533.5,0
533.75,0
534,0
534.25,0
534.5,0
534.75,0
535,0
535.25,0
535.5,0
535.75,0
536,0
536.25,0
536.5,0
536.75,0
537,0
537.25,0
537.5,0
537.75,0
538,0
538.25,0
538.5,0
538.75,0
539,0
539.25,0
539.5,0
539.75,0
540,0
540.25,0
540.5,0
540.75,0
541,0
541.25,0
541.5,0
541.75,0
542,0
542.25,0
542.5,0
542.75,0
543,0
543.25,0
543.5,0
543.75,0
544,0
544.25,0
544.5,0
544.75,0
545,0
545.25,0
545.5,0
545.75,0
546,0
546.25,0
546.5,0
546.75,0
547,0
547.25,0
547.5,0
547.75,0
548,0
548.25,0
548.5,0
548.75,0
549,0
549.25,0
549.5,0
549.75,0
550,0
550.25,0
550.5,0
550.75,0
551,0
551.25,0
551.5,0
551.75,0
552,0
552.25,0
552.5,0
552.75,0
553,0
553.25,0
553.5,0
553.75,0
554,0
554.25,0
554.5,0
554.75,0
555,0
555.25,0
555.5,0
555.75,0
556,0
556.25,0
556.5,0
556.75,0
557,0
557.25,0
557.5,0
557.75,0
558,0
558.25,0
558.5,0
558.75,0
559,0
559.25,0
559.5,0
559.75,0
560,0
560.25,0
560.5,0
560.75,0
561,0
561.25,0
561.5,0
561.75,0
562,0
562.25,0
562.5,0
562.75,0
563,0
563.25,0
563.5,0
563.75,0
564,0
564.25,0
564.5,0
564.75,0
565,0
565.25,0
565.5,0
565.75,0
566,0
566.25,0
566.5,0
566.75,0
567,0
567.25,0
567.5,0
567.75,0
568,0
568.25,0
568.5,0
568.75,0
569,0
569.25,0
569.5,0
569.75,0
570,0
570.25,0
570.5,0
570.75,0
571,0
571.25,0
571.5,0
571.75,0
572,0
572.25,0
572.5,0
572.75,0
573,0
573.25,0
573.5,0
573.75,0
574,0
574.25,0
574.5,0
574.75,0
575,0
575.25,0
575.5,0
575.75,0
576,0
576.25,0
576.5,0
576.75,0
577,0
577.25,0
577.5,0
577.75,0
578,0
578.25,0
578.5,0
578.75,0
579,0
579.25,0
579.5,0
579.75,0
580,0
580.25,0
580.5,0
580.75,0
581,0
581.25,0
581.5,0
581.75,0
582,0
582.25,0
582.5,0
582.75,0
583,0
583.25,0
583.5,0
583.75,0
584,0
584.25,0
584.5,0
584.75,0
585,0
585.25,0
585.5,0
585.75,0
586,0
586.25,0
586.5,0
586.75,0
587,0
587.25,0
587.5,0
587.75,0
588,0
588.25,0
588.5,0
588.75,0
589,0
589.25,0
589.5,0
589.75,0
590,0
590.25,0
590.5,0
590.75,0
591,0
591.25,0
591.5,0
591.75,0
592,0
592.25,0
592.5,0
592.75,0
593,0
593.25,0
593.5,0
593.75,0
594,0
594.25,0
594.5,0
594.75,0
595,0
595.25,0
595.5,0
595.75,0
596,0
596.25,0
596.5,0
596.75,0
597,0
597.25,0
597.5,0
597.75,0
598,0
598.25,0
598.5,0
598.75,0
599,0
599.25,0
599.5,0
599.75,0
