Time,total_fraction_lambda_C
70.25,0.000334961
70.5,0.000150315
70.75,0.000134877
71,8.75939e-05
71.25,0.00010555
71.5,0.000150388
71.75,9.22929e-05
72,0.000120612
72.25,0.000126171
72.5,9.07871e-05
72.75,8.86354e-05
73,0.000136177
73.25,8.87878e-05
73.5,8.88136e-05
73.75,0.00010242
74,0.000187438
74.25,0.000152137
74.5,0.000174951
74.75,0.000147339
75,0.000194611
75.25,0.000147069
75.5,0.00016183
75.75,0.000109578
76,0.000132726
76.25,0.00015619
76.5,0.000127393
76.75,0.000107929
77,0.000126253
77.25,0.00022752
77.5,0.000208419
77.75,0.000135778
78,0.000164314
78.25,0.000157827
78.5,0.000141631
78.75,0.000163769
79,0.000144907
79.25,0.000222519
79.5,0.000220871
79.75,0.000244016
80,0.000106292
80.25,0.000159363
80.5,0.00020224
80.75,0.000140831
81,0.000171375
81.25,0.000230847
81.5,0.000144002
81.75,0.000191184
82,0.000193078
82.25,0.000175285
82.5,0.000217502
82.75,0.000235603
83,0.00017128
83.25,0.000158513
83.5,0.000193332
83.75,0.000266328
84,0.000193715
84.25,0.000139885
84.5,0.000128008
84.75,0.000316828
85,0.000144067
85.25,0.000195321
85.5,0.00023279
85.75,7.78917e-05
86,0.000122176
86.25,9.87349e-05
86.5,0.000122463
86.75,0.000105063
87,0.000163352
87.25,0.000111589
87.5,0.000241837
87.75,0.000194162
88,0.000119802
88.25,0.000134795
88.5,0.000209227
88.75,0.000194349
89,0.00016294
89.25,9.89171e-05
89.5,0.00017791
89.75,0.000120457
90,0.000194625
90.25,0.000115377
90.5,0.000151302
90.75,0.00016841
91,0.000263747
91.25,0.000159383
91.5,0.000156405
91.75,0.000169164
92,0.000153084
92.25,0.000206838
92.5,0.000201897
92.75,0.000214301
93,0.000196707
93.25,0.000136758
93.5,0.000212804
93.75,0.000161718
94,0.000195199
94.25,0.000211164
94.5,0.000174671
94.75,0.000149607
95,0.000116294
95.25,0.000163142
95.5,0.00019489
95.75,0.00026444
96,0.00019918
96.25,0.000182872
96.5,0.000164241
96.75,0.000140525
97,0.000126119
97.25,0.000228313
97.5,0.000143653
97.75,0.000226356
98,0.000188889
98.25,0.000174327
98.5,7.0319e-05
98.75,0.000167768
99,0.00019851
99.25,0.000137295
99.5,0.000152022
99.75,0.000182712
100,0.000154166
100.25,7.97756e-05
100.5,0.000264856
100.75,0.000108328
101,0.000308925
101.25,0.000134141
101.5,0.000152374
101.75,0.000145972
102,0.000216286
102.25,0.000167681
102.5,0.000233808
102.75,0.000325656
103,0.000209819
103.25,0.000154513
103.5,0.000176532
103.75,0.000167547
104,0.000127543
104.25,0.000143098
104.5,0.000144462
104.75,0.000275941
105,0.000208354
105.25,0.000184932
105.5,0.000258912
105.75,0.000216838
106,0.000330334
106.25,0.000180649
106.5,0.000147562
106.75,0.000213509
107,0.000148364
107.25,0.000106451
107.5,0.000148396
107.75,0.000106991
108,0.000116471
108.25,0.000119139
108.5,0.000122485
108.75,0.000134046
109,0.00014551
109.25,0.000113941
109.5,0.000124311
109.75,6.73501e-05
110,0.000170378
110.25,0.000219864
110.5,0.000144094
110.75,0.000158859
111,0.000136944
111.25,0.00014717
111.5,0.000135403
111.75,0.000179329
112,9.9525e-05
112.25,0.00014081
112.5,0.00012081
112.75,0.000157262
113,0.000177532
113.25,0.000166239
113.5,0.000227021
113.75,0.000258899
114,0.000201847
114.25,0.000153793
114.5,0.000230642
114.75,0.000158877
115,0.000191024
115.25,0.00017129
115.5,0.000109757
115.75,0.000139236
116,0.00033711
116.25,0.000177195
116.5,0.000168715
116.75,0.000156744
117,9.54003e-05
117.25,0.000149895
117.5,0.000119024
117.75,0.000105747
118,0.000162193
118.25,0.000247207
118.5,0.000154765
118.75,0.000150978
119,0.000154327
119.25,0.000130424
119.5,0.000139585
119.75,0.000199464
120,0.000300577
120.25,0.000152046
120.5,0.0001143
120.75,0.000151196
121,0.00016242
121.25,0.000221332
121.5,0.000148261
121.75,0.000135046
122,0.000164874
122.25,0.000165459
122.5,0.000127618
122.75,0.000157689
123,0.000105488
123.25,0.000114362
123.5,0.00029469
123.75,0.000129851
124,0.000124205
124.25,0.000133132
124.5,0.000277821
124.75,0.000130819
125,0.000294165
125.25,0.000150542
125.5,0.000170636
125.75,8.21456e-05
126,0.00016527
126.25,0.000167625
126.5,0.00014573
126.75,0.000115008
127,0.000243463
127.25,0.000238149
127.5,0.000330238
127.75,0.000275946
128,0.000225283
128.25,0.000150985
128.5,0.000229342
128.75,0.000205299
129,0.000130635
129.25,0.000205371
129.5,0.000147699
129.75,0.000182122
130,0.000135605
130.25,0.000142369
130.5,0.000339271
130.75,0.000249147
131,0.000278376
131.25,0.000212188
131.5,0.000178858
131.75,0.000145152
132,0.000276133
132.25,0.000329284
132.5,0.000159415
132.75,0.000130573
133,0.000113821
133.25,0.000148161
133.5,0.000199523
133.75,0.000145662
134,0.000176583
134.25,0.00017371
134.5,0.000269527
134.75,0.000135482
135,0.000249251
135.25,0.000142168
135.5,0.0001099
135.75,0.000113708
136,0.000153709
136.25,0.000133633
136.5,0.000128999
136.75,0.000142219
137,0.000101102
137.25,0.000157636
137.5,0.000113355
137.75,0.000144593
138,0.000108758
138.25,8.13904e-05
138.5,0.000140143
138.75,0.000132556
139,0.000164856
139.25,0.000175626
139.5,0.00024611
139.75,0.000155765
140,0.000132208
140.25,0.000121427
140.5,7.28127e-05
140.75,0.000120099
141,0.000138934
141.25,0.000242463
141.5,0.000152114
141.75,0.000136118
142,0.000123427
142.25,0.000161701
142.5,0.000131037
142.75,0.000141642
143,0.000153385
143.25,0.000154991
143.5,0.000174615
143.75,0.000144658
144,9.11134e-05
144.25,0.0002461
144.5,0.000156857
144.75,7.58421e-05
145,0.000223109
145.25,0.000219078
145.5,0.00019934
145.75,0.0001313
146,0.000169587
146.25,0.000126727
146.5,0.000135808
146.75,0.000229266
147,0.000131087
147.25,9.04639e-05
147.5,0.00013854
147.75,0.000120943
148,7.87425e-05
148.25,0.000155827
148.5,0.000384353
148.75,0.000286676
149,0.000310775
149.25,0.000187837
149.5,0.000147932
149.75,0.000111991
150,0.000173876
150.25,0.000275074
150.5,0.000180918
150.75,0.000251845
151,0.000200731
151.25,0.000138689
151.5,0.000302934
151.75,0.000183734
152,0.000245955
152.25,0.000107947
152.5,9.5507e-05
152.75,0.000182566
153,0.000317338
153.25,0.00018301
153.5,0.00017896
153.75,0.000159866
154,0.000171537
154.25,0.000203587
154.5,0.000196125
154.75,0.000137832
155,0.000280741
155.25,0.00019551
155.5,0.000232733
155.75,0.000148994
156,0.000191851
156.25,0.000183081
156.5,0.000192177
156.75,0.000221681
157,0.000219856
157.25,0.000219096
157.5,0.000185677
157.75,0.000200617
158,0.000190533
158.25,0.000287722
158.5,0.000212195
158.75,0.00018531
159,0.000202787
159.25,0.000124131
159.5,0.000110716
159.75,9.0555e-05
160,0.000128197
160.25,0.00020495
160.5,0.000203104
160.75,0.000133234
161,8.64522e-05
161.25,0.000168519
161.5,0.000123152
161.75,0.000198627
162,0.000135139
162.25,0.000131265
162.5,0.000121379
162.75,0.000154776
163,0.000130573
163.25,8.98247e-05
163.5,0.000133099
163.75,0.000115421
164,0.000121923
164.25,0.000123208
164.5,0.000196035
164.75,0.00013624
165,0.000230277
165.25,0.000151675
165.5,0.000121365
165.75,0.000130269
166,0.000115983
166.25,0.000114908
166.5,9.71426e-05
166.75,0.000151441
167,0.000155172
167.25,0.000169665
167.5,6.67281e-05
167.75,0.000226126
168,0.000135908
168.25,8.71958e-05
168.5,8.19559e-05
168.75,0.000178179
169,0.000145513
169.25,0.000162417
169.5,0.000131015
169.75,0.00012795
170,0.000175172
170.25,7.95103e-05
170.5,9.77899e-05
170.75,8.72531e-05
171,0.000136948
171.25,0.000164264
171.5,0.00010291
171.75,0.000317111
172,0.000175836
172.25,0.000155956
172.5,0.000178949
172.75,0.000229466
173,0.000160553
173.25,9.82073e-05
173.5,0.000126785
173.75,0.000173881
174,0.000162903
174.25,0.000172966
174.5,0.000127764
174.75,0.00017686
175,0.000162223
175.25,0.000115783
175.5,0.00017923
175.75,0.000124495
176,0.000177565
176.25,0.000182604
176.5,0.00018679
176.75,0.000105376
177,0.000137972
177.25,0.000133941
177.5,0.000177351
177.75,0.000182573
178,0.000133922
178.25,0.00029928
178.5,0.000169549
178.75,0.000201097
179,0.00012981
179.25,0.000117247
179.5,0.000250136
179.75,0.00017187
180,0.000164034
180.25,0.000146761
180.5,0.000125099
180.75,8.28745e-05
181,0.000181079
181.25,0.000120944
181.5,0.000140969
181.75,0.000132693
182,0.000209721
182.25,0.000180017
182.5,0.00020077
182.75,0.000144138
183,0.000103584
183.25,0.000252859
183.5,0.000141157
183.75,0.000153542
184,0.000348494
184.25,0.000122771
184.5,0.00012056
184.75,0.000177649
185,0.000144942
185.25,0.000143637
185.5,0.000155109
185.75,8.8651e-05
186,0.000112825
186.25,0.000198004
186.5,0.000129891
186.75,0.00030623
187,0.000222508
187.25,0.000221701
187.5,0.000123559
187.75,0.000184694
188,0.000198302
188.25,0.000149741
188.5,0.000132519
188.75,8.17949e-05
189,0.000168068
189.25,0.000143225
189.5,0.000137109
189.75,0.000118911
190,0.000126148
190.25,0.000251702
190.5,0.000144357
190.75,0.000193947
191,0.000177438
191.25,0.000156396
191.5,0.000169304
191.75,0.000137111
192,0.000133037
192.25,0.000135798
192.5,0.00030397
192.75,0.000173972
193,0.000190245
193.25,9.69715e-05
193.5,9.83926e-05
193.75,0.000176185
194,0.000206552
194.25,0.000121279
194.5,0.000155139
194.75,0.000349219
195,0.000177244
195.25,0.00019285
195.5,0.000165015
195.75,0.000110087
196,0.000135409
196.25,0.000164693
196.5,0.000145551
196.75,0.000133734
197,0.000120496
197.25,0.000111594
197.5,0.000265989
197.75,0.000212448
198,0.000119692
198.25,0.000212628
198.5,9.92551e-05
198.75,6.44304e-05
199,8.44384e-05
199.25,0.000131201
199.5,0.000143456
199.75,8.3272e-05
200,7.75095e-05
200.25,8.08339e-05
200.5,0.000184758
200.75,7.4551e-05
201,0.000184916
201.25,0.000114783
201.5,0.0001437
201.75,0.000122
202,0.000184301
202.25,0.000155792
202.5,0.000258031
202.75,0.00011926
203,0.00022462
203.25,0.000160019
203.5,0.000122359
203.75,0.000203713
204,0.000170242
204.25,0.000121092
204.5,0.00011588
204.75,0.000281754
205,0.000110321
205.25,8.51885e-05
205.5,0.000179059
205.75,0.000185015
206,0.000175135
206.25,0.000125142
206.5,0.000136164
206.75,0.000132603
207,0.000296758
207.25,9.75586e-05
207.5,0.000154695
207.75,0.000119278
208,0.000206584
208.25,0.00022095
208.5,0.000166876
208.75,0.000127529
209,9.42833e-05
209.25,7.64703e-05
209.5,0.000183776
209.75,0.000178396
210,0.00010092
210.25,0.0001739
210.5,0.000124556
210.75,0.000160073
211,0.000172836
211.25,0.000148718
211.5,0.000187353
211.75,0.000144276
212,0.000111463
212.25,0.000120166
212.5,0.000165565
212.75,0.000130562
213,0.000306672
213.25,0.000211969
213.5,0.000154909
213.75,0.000232725
214,0.000125936
214.25,0.000149915
214.5,0.000140224
214.75,0.000163667
215,0.000131302
215.25,0.000109238
215.5,0.000162757
215.75,0.000185263
216,0.000116097
216.25,9.8223e-05
216.5,0.000182052
216.75,0.000167351
217,0.00017492
217.25,0.000105122
217.5,0.000112552
217.75,0.000294592
218,0.000131969
218.25,0.000113615
218.5,0.000104941
218.75,9.35694e-05
219,7.14377e-05
219.25,6.79477e-05
219.5,5.39169e-05
219.75,0.000137363
220,0.000142701
220.25,0.000146138
220.5,0.000139403
220.75,0.000131509
221,0.000101623
221.25,0.000101795
221.5,0.000122921
221.75,0.000214412
222,0.000213582
222.25,0.000180369
222.5,0.000121178
222.75,0.000265216
223,0.000230614
223.25,0.00016285
223.5,0.00010191
223.75,0.000179949
224,9.94563e-05
224.25,5.52693e-05
224.5,0.000103719
224.75,0.000204141
225,0.000173547
225.25,0.000120876
225.5,0.000220238
225.75,0.000135898
226,8.55088e-05
226.25,0.000161262
226.5,0.000144115
226.75,0.000111364
227,0.000162224
227.25,0.000121358
227.5,0.000144262
227.75,0.000124454
228,0.000144266
228.25,0.000134119
228.5,9.23598e-05
228.75,0.000176916
229,0.000120602
229.25,0.00011499
229.5,0.000114474
229.75,0.000123991
230,0.000131227
230.25,0.000121352
230.5,0.000109171
230.75,0.000107845
231,0.000110853
231.25,0.000112799
231.5,0.000186536
231.75,9.80267e-05
232,8.39589e-05
232.25,5.71758e-05
232.5,0.000116438
232.75,0.000121193
233,0.000126927
233.25,0.000110043
233.5,0.000196306
233.75,0.000166297
234,0.000184279
234.25,0.00018744
234.5,0.000105962
234.75,0.000123094
235,0.000159573
235.25,0.000145632
235.5,0.000154149
235.75,0.000135354
236,0.000104898
236.25,7.23089e-05
236.5,0.000142379
236.75,0.000212558
237,0.000177457
237.25,0.0002039
237.5,0.000155849
237.75,0.000153
238,0.000142914
238.25,0.000128875
238.5,0.000119225
238.75,9.21595e-05
239,0.000113692
239.25,0.000170333
239.5,0.000126893
239.75,0.000169791
240,0.000114027
240.25,0.000103804
240.5,0.000122897
240.75,0.000139868
241,0.00015674
241.25,0.000207531
241.5,0.000166311
241.75,0.000213761
242,0.000167719
242.25,0.000201477
242.5,0.000151938
242.75,0.000126023
243,0.000196383
243.25,0.000116454
243.5,0.000234729
243.75,0.000194525
244,0.00011565
244.25,0.000175915
244.5,0.00010653
244.75,0.000188152
245,0.000106978
245.25,0.000204642
245.5,0.000133511
245.75,8.21006e-05
246,0.000223326
246.25,0.00011194
246.5,7.294e-05
246.75,0.000119972
247,0.000101197
247.25,0.000121117
247.5,0.000140689
247.75,0.000223048
248,0.000110746
248.25,0.000131827
248.5,9.99191e-05
248.75,8.9183e-05
249,9.05868e-05
249.25,0.000216157
249.5,0.000257771
249.75,0.00021019
250,0.000181653
250.25,0.000202998
250.5,0.00022465
250.75,8.83748e-05
251,0.000145675
251.25,0.000182078
251.5,9.25652e-05
251.75,0.000149485
252,0.000132826
252.25,0.000131211
252.5,0.000261302
252.75,0.000118563
253,0.000118167
253.25,9.36213e-05
253.5,0.000150168
253.75,5.40826e-05
254,0.000174831
254.25,0.000122697
254.5,0.000114933
254.75,0.000138233
255,0.000130574
255.25,0.000187544
255.5,9.02084e-05
255.75,7.43663e-05
256,8.44121e-05
256.25,8.15925e-05
256.5,0.000102048
256.75,0.000120711
257,0.00012538
257.25,9.85838e-05
257.5,8.33109e-05
257.75,0.000116353
258,8.11474e-05
258.25,0.000118495
258.5,0.000157432
258.75,0.000186152
259,6.92722e-05
259.25,9.20499e-05
259.5,0.000106584
259.75,0.000127924
260,9.41334e-05
260.25,0.000195155
260.5,0.000179975
260.75,0.000132929
261,0.000205949
261.25,0.00030291
261.5,0.000104049
261.75,8.25771e-05
262,0.00013804
262.25,0.000116179
262.5,0.000114309
262.75,0.000157943
263,0.000153884
263.25,0.00017977
263.5,0.000147927
263.75,0.00010921
264,5.98141e-05
264.25,0.0001127
264.5,0.000117788
264.75,0.00011043
265,5.70025e-05
265.25,7.93633e-05
265.5,9.61022e-05
265.75,9.68455e-05
266,0.000122767
266.25,8.39991e-05
266.5,0.000178548
266.75,0.000190447
267,4.16512e-05
267.25,0.000144175
267.5,7.63148e-05
267.75,5.73535e-05
268,6.37311e-05
268.25,9.97549e-05
268.5,0.000101846
268.75,7.0586e-05
269,0.000105264
269.25,0.000102167
269.5,0.000112777
269.75,8.07538e-05
270,5.70933e-05
270.25,0.00014052
270.5,0.000144516
270.75,8.1811e-05
271,0.000143526
271.25,0.000115491
271.5,0.000162946
271.75,5.46116e-05
272,0.000140735
272.25,9.17741e-05
272.5,0.000152143
272.75,9.52632e-05
273,0.000112164
273.25,0.000111513
273.5,8.9266e-05
273.75,9.09681e-05
274,0.00017915
274.25,6.59277e-05
274.5,0.000127115
274.75,7.89687e-05
275,0.000164312
275.25,5.88329e-05
275.5,0.000155701
275.75,9.88041e-05
276,9.83014e-05
276.25,0.000190815
276.5,4.55212e-05
276.75,6.78891e-05
277,9.81638e-05
277.25,7.84977e-05
277.5,9.22018e-05
277.75,6.50324e-05
278,9.9459e-05
278.25,8.97619e-05
278.5,0.000139633
278.75,7.46185e-05
279,0.000118464
279.25,0.0001166
279.5,8.85585e-05
279.75,7.32799e-05
280,5.22273e-05
280.25,4.1061e-05
280.5,4.2889e-05
280.75,5.21984e-05
281,7.138e-05
281.25,9.31326e-05
281.5,0.000100228
281.75,7.28202e-05
282,5.76467e-05
282.25,9.45127e-05
282.5,0.000113855
282.75,0.000132141
283,8.95072e-05
283.25,7.77827e-05
283.5,0.00010027
283.75,0.00012553
284,0.000107943
284.25,7.0199e-05
284.5,0.000133989
284.75,9.53832e-05
285,8.51536e-05
285.25,7.75039e-05
285.5,6.90746e-05
285.75,6.19401e-05
286,6.98098e-05
286.25,6.05945e-05
286.5,7.21224e-05
286.75,5.8712e-05
287,7.10997e-05
287.25,6.29427e-05
287.5,4.33396e-05
287.75,5.49574e-05
288,5.41034e-05
288.25,0.000100811
288.5,0.000127529
288.75,7.43066e-05
289,6.49056e-05
289.25,7.65536e-05
289.5,8.63532e-05
289.75,7.49722e-05
290,6.70077e-05
290.25,6.03809e-05
290.5,7.04407e-05
290.75,8.18508e-05
291,8.49886e-05
291.25,5.46155e-05
291.5,7.49793e-05
291.75,9.57043e-05
292,3.56088e-05
292.25,0.000109516
292.5,9.32451e-05
292.75,0.000138513
293,0.000113338
293.25,6.9628e-05
293.5,0.000103452
293.75,7.30883e-05
294,0.000113892
294.25,7.04856e-05
294.5,4.17419e-05
294.75,5.77857e-05
295,5.01182e-05
295.25,7.38387e-05
295.5,0.000104995
295.75,0.000234968
296,7.49176e-05
296.25,8.89788e-05
296.5,7.60302e-05
296.75,0.000148379
297,6.52536e-05
297.25,0.000170393
297.5,7.76856e-05
297.75,3.83398e-05
298,8.30402e-05
298.25,5.84537e-05
298.5,7.27512e-05
298.75,0.000117697
299,7.56931e-05
299.25,6.89047e-05
299.5,0.000112613
299.75,6.73257e-05
300,5.02115e-05
300.25,0.000198801
300.5,8.96637e-05
300.75,6.84869e-05
301,8.2901e-05
301.25,0.000113087
301.5,6.53948e-05
301.75,0.000110884
302,9.66234e-05
302.25,9.61564e-05
302.5,5.14734e-05
302.75,9.24572e-05
303,4.61821e-05
303.25,8.11479e-05
303.5,3.86121e-05
303.75,9.41869e-05
304,3.7429e-05
304.25,0.00010016
304.5,0.000122935
304.75,3.97661e-05
305,3.40118e-05
305.25,8.33029e-05
305.5,8.27846e-05
305.75,3.57059e-05
306,6.02751e-05
306.25,6.33666e-05
306.5,5.72902e-05
306.75,3.41043e-05
307,0.000109506
307.25,6.27424e-05
307.5,8.75494e-05
307.75,7.84902e-05
308,6.60126e-05
308.25,6.05904e-05
308.5,7.04272e-05
308.75,9.11786e-05
309,7.27409e-05
309.25,6.88308e-05
309.5,5.12396e-05
309.75,5.60591e-05
310,0.000112231
310.25,0.000119246
310.5,7.62344e-05
310.75,3.97139e-05
311,7.46279e-05
311.25,5.07347e-05
311.5,8.85164e-05
311.75,7.08573e-05
312,7.11116e-05
312.25,5.85205e-05
312.5,9.79324e-05
312.75,3.74274e-05
313,9.42889e-05
313.25,5.74911e-05
313.5,5.51335e-05
313.75,6.50414e-05
314,0.000142919
314.25,2.96278e-05
314.5,5.2383e-05
314.75,5.6394e-05
315,8.55202e-05
315.25,5.06927e-05
315.5,0.000108729
315.75,6.92321e-05
316,7.87069e-05
316.25,7.9294e-05
316.5,0.000179943
316.75,3.99812e-05
317,7.51925e-05
317.25,4.16065e-05
317.5,0.000130444
317.75,0.000101213
318,2.21441e-05
318.25,5.6347e-05
318.5,8.27657e-05
318.75,6.44228e-05
319,9.33672e-05
319.25,5.47308e-05
319.5,6.36438e-05
319.75,5.94203e-05
320,0.000102931
320.25,0.000117479
320.5,4.381e-05
320.75,6.75304e-05
321,7.34744e-05
321.25,9.90191e-05
321.5,6.65533e-05
321.75,8.47074e-05
322,5.29028e-05
322.25,7.02172e-05
322.5,6.74851e-05
322.75,6.76119e-05
323,9.0959e-05
323.25,4.22318e-05
323.5,4.52524e-05
323.75,4.11708e-05
324,3.7144e-05
324.25,0.000108973
324.5,3.53745e-05
324.75,8.50902e-05
325,7.6353e-05
325.25,0.000190629
325.5,2.12599e-05
325.75,3.43271e-05
326,0.000100515
326.25,6.09649e-05
326.5,0.000124745
326.75,8.86761e-05
327,0.000107181
327.25,7.27847e-05
327.5,4.58261e-05
327.75,4.51742e-05
328,0.000142332
328.25,4.16301e-05
328.5,0.000144298
328.75,8.3522e-05
329,8.91029e-05
329.25,7.76766e-05
329.5,0.000118057
329.75,7.91728e-05
330,6.95305e-05
330.25,0.000109805
330.5,5.33069e-05
330.75,0.000139799
331,0.000103939
331.25,0.000112868
331.5,0.000138444
331.75,8.41885e-05
332,4.80984e-05
332.25,0.000116288
332.5,0.000122939
332.75,6.37106e-05
333,3.90386e-05
333.25,3.98659e-05
333.5,4.20711e-05
333.75,5.64524e-05
334,5.92953e-05
334.25,4.87871e-05
334.5,4.30108e-05
334.75,5.86701e-05
335,6.12833e-05
335.25,0.000135089
335.5,6.23658e-05
335.75,0.000119236
336,4.6081e-05
336.25,9.8951e-05
336.5,5.15124e-05
336.75,5.63224e-05
337,5.52238e-05
337.25,3.92747e-05
337.5,0.000142836
337.75,3.47892e-05
338,3.52798e-05
338.25,6.90044e-05
338.5,2.19083e-05
338.75,7.18138e-05
339,3.85828e-05
339.25,4.78035e-05
339.5,3.8632e-05
339.75,5.3947e-05
340,3.27946e-05
340.25,2.78025e-05
340.5,2.43838e-05
340.75,5.67793e-05
341,8.45521e-05
341.25,3.24094e-05
341.5,8.51939e-05
341.75,3.75919e-05
342,4.55243e-05
342.25,4.88001e-05
342.5,9.2018e-05
342.75,6.23376e-05
