Time,susceptible_lambda_H
62,72.7478
62.25,72.3163
62.5,85.6659
62.75,95.8464
63,91.0265
63.25,89.8199
63.5,100.139
63.75,108.658
64,106.259
64.25,113.097
64.5,108.152
64.75,99.4333
65,112.66
65.25,114.397
65.5,117.192
65.75,119.763
66,113.879
66.25,96.6653
66.5,92.9206
66.75,101.233
67,119.686
67.25,125.746
67.5,128.946
67.75,112.395
68,122.022
68.25,123.973
68.5,129.529
68.75,137.274
69,141.437
69.25,123.84
69.5,134.111
69.75,131.17
70,127.7
70.25,111.952
70.5,122.292
70.75,122.28
71,135.146
71.25,129.83
71.5,137.515
71.75,138.576
72,147.827
72.25,145.799
72.5,155.508
72.75,154.65
73,166.866
73.25,152.595
73.5,153.001
73.75,135.524
74,130.517
74.25,131.095
74.5,133.594
74.75,138.49
75,138.216
75.25,140.436
75.5,139.923
75.75,150.512
76,129.276
76.25,139.654
76.5,151.344
76.75,131.485
77,126.377
77.25,120.867
77.5,117.753
77.75,106.014
78,105.266
78.25,112.271
78.5,107.681
78.75,96.0471
79,87.9397
79.25,94.2254
79.5,103.198
79.75,103.979
80,101
80.25,106.551
80.5,116.495
80.75,101.837
81,110.704
81.25,128.214
81.5,115.384
81.75,120.843
82,114.213
82.25,106.595
82.5,107.777
82.75,99.4556
83,115.788
83.25,105.959
83.5,107.627
83.75,103.33
84,122.568
84.25,119.86
84.5,111.713
84.75,125.053
85,109.633
85.25,102.231
85.5,134.215
85.75,113.871
86,128.684
86.25,113.941
86.5,126.347
86.75,112.893
87,121.025
87.25,101.464
87.5,102.043
87.75,104.338
88,118.047
88.25,113.489
88.5,112.797
88.75,115.534
89,125.227
89.25,119.435
89.5,118.693
89.75,112.143
90,136.732
90.25,121.757
90.5,107.59
90.75,98.7343
91,103.791
91.25,97.7549
91.5,90.4009
91.75,91.0733
92,89.9865
92.25,93.6884
92.5,97.8872
92.75,95.4641
93,100.347
93.25,96.0533
93.5,96.4832
93.75,95.5006
94,108.75
94.25,102.913
94.5,96.8087
94.75,103.417
95,95.2496
95.25,87.8177
95.5,91.1254
95.75,92.7112
96,98.5882
96.25,96.0688
96.5,110.812
96.75,105.09
97,78.2026
97.25,98.5656
97.5,89.8371
97.75,97.821
98,111.329
98.25,138.959
98.5,121.554
98.75,114.41
99,108.655
99.25,115.325
99.5,110.823
99.75,113.056
100,117.917
100.25,99.5255
100.5,103.861
100.75,91.8191
101,112.697
101.25,120.78
101.5,121.546
101.75,106.714
102,112.208
102.25,105.639
102.5,104.352
102.75,104.029
103,109.057
103.25,109.122
103.5,108.361
103.75,105.21
104,120.686
104.25,113.219
104.5,93.9045
104.75,97.2962
105,94.7983
105.25,83.0358
105.5,84.1603
105.75,81.999
106,102.609
106.25,110.017
106.5,104.946
106.75,98.9838
107,113.475
107.25,103.582
107.5,130.817
107.75,130.825
108,140.559
108.25,144.141
108.5,132.984
108.75,121.007
109,133.112
109.25,155.624
109.5,142.892
109.75,120.267
110,105.8
110.25,96.0373
110.5,101.008
110.75,124.643
111,122.986
111.25,110.258
111.5,106.884
111.75,124.336
112,112.783
112.25,112.104
112.5,101.131
112.75,107.888
113,104.27
113.25,96.382
113.5,106.719
113.75,100.295
114,102.071
114.25,106.645
114.5,102.966
114.75,102.958
115,106.655
115.25,124.892
115.5,106.941
115.75,102.225
116,103.494
116.25,125.701
116.5,121.823
116.75,130.272
117,110.256
117.25,116.719
117.5,126.181
117.75,118.419
118,114.005
118.25,112.575
118.5,120.301
118.75,123.114
119,118.366
119.25,119.484
119.5,128.3
119.75,116.403
120,120.248
120.25,149.886
120.5,126.617
120.75,120.914
121,114.729
121.25,108.183
121.5,100.49
121.75,103.845
122,96.7384
122.25,99.2455
122.5,117.033
122.75,116.413
123,106.984
123.25,100.303
123.5,105.754
123.75,108.057
124,128.16
124.25,115.845
124.5,117.979
124.75,111.893
125,121.176
125.25,122.484
125.5,122.805
125.75,118.137
126,114.469
126.25,122.557
126.5,122.66
126.75,108.436
127,105.007
127.25,101.618
127.5,114.578
127.75,118.525
128,123.133
128.25,124.183
128.5,125.248
128.75,134.875
129,120.503
129.25,140.812
129.5,127.285
129.75,146.663
130,141.398
130.25,119.423
130.5,113.832
130.75,108.512
131,95.9268
131.25,110.205
131.5,103.858
131.75,104.135
132,106.983
132.25,132.372
132.5,115.967
132.75,127.747
133,112.173
133.25,115.06
133.5,123.327
133.75,117.558
134,122.39
134.25,111.443
134.5,123.641
134.75,115.257
135,111.556
135.25,136.641
135.5,137.479
135.75,135.274
136,128.194
136.25,123.311
136.5,111.181
136.75,109.618
137,126.274
137.25,129.702
137.5,117.098
137.75,132.869
138,125.024
138.25,127.503
138.5,125.317
138.75,107.434
139,115.29
139.25,126.999
139.5,114.688
139.75,113.962
140,124.817
140.25,133.599
140.5,115.112
140.75,114.555
141,112.403
141.25,121.355
141.5,124.043
141.75,127.187
142,118.771
142.25,121.844
142.5,121.944
142.75,113.465
143,130.635
143.25,117.106
143.5,112.635
143.75,111.935
144,108.057
144.25,125.131
144.5,149.84
144.75,106.626
145,111.353
145.25,119.952
145.5,123.497
145.75,130.304
146,133.475
146.25,120.043
146.5,105.488
146.75,112.021
147,131.766
147.25,112.83
147.5,142.439
147.75,130.721
148,99.8735
148.25,95.9132
148.5,93.3377
148.75,111.161
149,115.886
149.25,144.112
149.5,135.557
149.75,117.106
150,123.164
150.25,120.681
150.5,125.596
150.75,124.389
151,120.251
151.25,104.013
151.5,114.26
151.75,107.481
152,128.27
152.25,131.04
152.5,108.384
152.75,108.616
153,110.235
153.25,109.58
153.5,101.124
153.75,116.274
154,106.266
154.25,117.438
154.5,114.947
154.75,124.715
155,127.373
155.25,128.505
155.5,130.824
155.75,115.31
156,114.039
156.25,123.261
156.5,116.766
156.75,116.148
157,133.983
157.25,139.22
157.5,138.876
157.75,128.724
158,114.478
158.25,118.453
158.5,147.42
158.75,166.362
159,184.341
159.25,180.805
159.5,163.731
159.75,149.555
160,145.05
160.25,136.65
160.5,137.092
160.75,139.094
161,128.742
161.25,140.921
161.5,145.504
161.75,146.229
162,145.412
162.25,137.324
162.5,132.303
162.75,145.893
163,166.462
163.25,146.748
163.5,131.33
163.75,125.515
164,117.359
164.25,108.334
164.5,109.096
164.75,103.313
165,108.513
165.25,97.6222
165.5,106.866
165.75,102.36
166,106.615
166.25,128.189
166.5,116.138
166.75,121.29
167,111.276
167.25,128.57
167.5,100.706
167.75,101.035
168,126.571
168.25,117.268
168.5,107.369
168.75,102.439
169,105.519
169.25,114.485
169.5,125.209
169.75,121.431
170,137.828
170.25,133.61
170.5,128.762
170.75,108.682
171,101.866
171.25,114.958
171.5,98.8082
171.75,107.354
172,122.412
172.25,113.675
172.5,122.605
172.75,131.694
173,149.988
173.25,139.294
173.5,123.658
173.75,141.776
174,125.491
174.25,130.637
174.5,130.826
174.75,137.12
175,140.479
175.25,127.927
175.5,135.507
175.75,123.701
176,126.874
176.25,135.895
176.5,139.745
176.75,127.228
177,107.446
177.25,100.071
177.5,97.3413
177.75,95.8448
178,92.8006
178.25,110.095
178.5,113.936
178.75,128.014
179,119.817
179.25,114.118
179.5,130.121
179.75,116.166
180,123.986
180.25,131.309
180.5,148.426
180.75,126.146
181,139.921
181.25,121.045
181.5,117.35
181.75,104.551
182,112.128
182.25,123.846
182.5,132.007
182.75,125.777
183,112.501
183.25,125.622
183.5,108.291
183.75,115.774
184,137.269
184.25,119.618
184.5,110.369
184.75,118.063
185,106.95
185.25,111.606
185.5,127.375
185.75,107.391
186,106.337
186.25,112.509
186.5,107.962
186.75,107.585
187,103.206
187.25,131.582
187.5,123.521
187.75,142.136
188,148.072
188.25,148.972
188.5,147.522
188.75,140.886
189,135.741
189.25,132.616
189.5,146.16
189.75,130.67
190,115.303
190.25,118.878
190.5,110.876
190.75,120.086
191,119.452
191.25,135.625
191.5,130.888
191.75,125.985
192,119.462
192.25,106.219
192.5,123.662
192.75,118.812
193,141.701
193.25,139.128
193.5,132.107
193.75,130.963
194,142.601
194.25,144.652
194.5,141.356
194.75,136.275
195,120.987
195.25,115.803
195.5,136.756
195.75,109.822
196,104.709
196.25,122.938
196.5,132.589
196.75,140.226
197,122.061
197.25,97.5935
197.5,104.401
197.75,100.979
198,97.5207
198.25,120.829
198.5,127.951
198.75,106.529
199,91.6393
199.25,101.508
199.5,103.912
199.75,122.137
200,125.088
200.25,119.059
200.5,147.2
200.75,122.42
201,125.115
201.25,106.638
201.5,115.232
201.75,102.127
202,96.1384
202.25,107.526
202.5,105.915
202.75,92.3891
203,100.762
203.25,97.4391
203.5,98.0705
203.75,96.0675
204,106.847
204.25,91.8569
204.5,84.6243
204.75,115.689
205,105.835
205.25,90.5409
205.5,94.2478
205.75,89.804
206,100.275
206.25,109.12
206.5,104.27
206.75,105.033
207,118.734
207.25,106.392
207.5,101.323
207.75,94.388
208,86.915
208.25,101.261
208.5,101.908
208.75,111.671
209,126.384
209.25,98.0945
209.5,97.813
209.75,100.623
210,99.1734
210.25,105.436
210.5,106.999
210.75,100.136
211,105.028
211.25,106.395
211.5,108.27
211.75,120.754
212,105.401
212.25,92.4329
212.5,100.281
212.75,104.625
213,114.018
213.25,102.171
213.5,93.2596
213.75,93.0073
214,101.558
214.25,106.722
214.5,95.8061
214.75,111.882
215,120.026
215.25,108.988
215.5,104.642
215.75,112.556
216,117.518
216.25,101.84
216.5,98.6583
216.75,99.3397
217,99.9655
217.25,104.138
217.5,98.1104
217.75,106.357
218,106.519
218.25,111.016
218.5,128.6
218.75,149.083
219,145.074
219.25,138.949
219.5,111.504
219.75,111.36
220,110.707
220.25,110.238
220.5,104.629
220.75,108.436
221,106.217
221.25,103.103
221.5,94.9901
221.75,91.5677
222,91.381
222.25,95.3688
222.5,99.0251
222.75,97.7555
223,107.914
223.25,113.016
223.5,100.863
223.75,120.46
224,121.721
224.25,108.364
224.5,102.451
224.75,112.226
225,106.829
225.25,104.369
225.5,119.976
225.75,116.218
226,108.442
226.25,115.543
226.5,124.944
226.75,127.35
227,121.29
227.25,127.467
227.5,122.003
227.75,138.423
228,132.606
228.25,119.883
228.5,110.253
228.75,103.795
229,113.433
229.25,100.661
229.5,100.217
229.75,98.6771
230,99.4279
230.25,102.196
230.5,93.1119
230.75,85.1897
231,87.1942
231.25,94.8526
231.5,85.6841
231.75,87.9225
232,108.282
232.25,114.372
232.5,109.046
232.75,94.5892
233,103.423
233.25,90.3094
233.5,99.6531
233.75,106.63
234,114.338
234.25,129.216
234.5,111.693
234.75,94.1203
235,95.8418
235.25,97.4816
235.5,92.2509
235.75,91.4421
236,103.716
236.25,100.973
236.5,88.1787
236.75,93.3943
237,83.6107
237.25,89.8541
237.5,81.7208
237.75,91.0276
238,91.9669
238.25,89.1765
238.5,86.3082
238.75,86.2705
239,92.9909
239.25,100.332
239.5,104.523
239.75,106.85
240,105.135
240.25,106.957
240.5,110.555
240.75,107.343
241,95.5188
241.25,82.3693
241.5,85.5711
241.75,89.8196
242,93.6631
242.25,88.9097
242.5,92.8673
242.75,79.8203
243,82.3109
243.25,72.8685
243.5,74.4939
243.75,84.7825
244,81.8719
244.25,93.2044
244.5,87.5922
244.75,94.2063
245,89.1302
245.25,93.7453
245.5,108.378
245.75,96.5383
246,113.767
246.25,118.376
246.5,110.585
246.75,115.441
247,113.302
247.25,103.241
247.5,94.7715
247.75,96.0145
248,103.338
248.25,104.506
248.5,114.636
248.75,97.6348
249,79.6533
249.25,81.1824
249.5,78.6706
249.75,83.7682
250,82.7451
250.25,79.6172
250.5,94.4765
250.75,87.4994
251,88.486
251.25,86.8238
251.5,74.8134
251.75,91.0727
252,87.3067
252.25,84.7544
252.5,96.8468
252.75,98.6904
253,91.61
253.25,83.1342
253.5,99.5171
253.75,91.0439
254,89.0532
254.25,88.6268
254.5,90.379
254.75,84.6845
255,82.5045
255.25,98.7678
255.5,118.126
255.75,103.013
256,100.417
256.25,101.048
256.5,89.4752
256.75,101.96
257,98.4359
257.25,100.136
257.5,89.9332
257.75,75.1138
258,82.6831
258.25,85.1046
258.5,78.9911
258.75,97.4974
259,95.2901
259.25,94.8179
259.5,92.5262
259.75,90.8092
260,78.7961
260.25,76.0348
260.5,81.2284
260.75,89.5996
261,80.367
261.25,80.4886
261.5,87.6028
261.75,89.2442
262,97.7777
262.25,93.585
262.5,81.0809
262.75,81.7267
263,79.4236
263.25,80.8987
263.5,92.8063
263.75,89.3776
264,84.6785
264.25,84.8677
264.5,90.4474
264.75,89.2091
265,82.9633
265.25,78.3302
265.5,79.7377
265.75,77.6725
266,73.2698
266.25,68.1069
266.5,77.3965
266.75,97.4348
267,76.5729
267.25,92.2765
267.5,86.0132
267.75,75.0941
268,69.4161
268.25,85.3988
268.5,67.8304
268.75,73.808
269,66.2269
269.25,66.6188
269.5,83.5273
269.75,76.1163
270,67.1061
270.25,74.3264
270.5,81.4615
270.75,83.4567
271,81.919
271.25,78.6711
271.5,86.4693
271.75,68.0952
272,81.0419
272.25,72.7628
272.5,71.9684
272.75,60.3168
273,61.3177
273.25,65.9056
273.5,60.742
273.75,57.3236
274,68.3919
274.25,62.809
274.5,62.14
274.75,55.9129
275,62.7451
275.25,48.9747
275.5,54.1155
275.75,53.4001
276,55.829
276.25,90.7075
276.5,68.4841
276.75,62.0596
277,58.657
277.25,71.1461
277.5,69.6277
277.75,68.875
278,71.8987
278.25,68.8015
278.5,84.6981
278.75,81.2468
279,75.1847
279.25,86.6258
279.5,87.403
279.75,86.087
280,91.6764
280.25,76.2771
280.5,68.8053
280.75,63.0979
281,60.8621
281.25,63.7553
281.5,64.024
281.75,65.6774
282,54.4341
282.25,63.1094
282.5,57.5379
282.75,76.602
283,73.6486
283.25,68.4078
283.5,64.5858
283.75,82.4034
284,79.5863
284.25,84.3314
284.5,84.8107
284.75,86.8157
285,98.2984
285.25,91.5543
285.5,99.2705
285.75,83.7214
286,77.4884
286.25,72.7562
286.5,77.4018
286.75,64.4823
287,65.3844
287.25,84.8453
287.5,71.2927
287.75,76.4525
288,62.2666
288.25,59.7323
288.5,75.5813
288.75,67.1707
289,63.456
289.25,67.6135
289.5,58.7744
289.75,55.4383
290,63.4906
290.25,47.1485
290.5,53.2698
290.75,62.5091
291,70.1738
291.25,66.4707
291.5,61.4332
291.75,72.8367
292,59.7238
292.25,64.2637
292.5,52.7271
292.75,51.47
293,52.7807
293.25,52.2691
293.5,54.2828
293.75,60.6809
294,66.9162
294.25,64.426
294.5,53.7105
294.75,54.1723
295,52.5192
295.25,57.9321
295.5,58.1486
295.75,63.5034
296,54.6127
296.25,61.866
296.5,48.7849
296.75,51.9888
297,47.3199
297.25,49.2716
297.5,64.3325
297.75,62.2509
298,62.0205
298.25,59.9767
298.5,56.4456
298.75,58.5444
299,52.5535
299.25,46.6084
299.5,50.5444
299.75,46.2646
300,39.7347
300.25,48.8205
300.5,58.809
300.75,61.148
301,62.2933
301.25,62.5867
301.5,54.4458
301.75,50.4604
302,51.4387
302.25,55.215
302.5,51.6541
302.75,63.0095
303,69.7238
303.25,93.7271
303.5,65.8878
303.75,61.3324
304,50.6627
304.25,46.7905
304.5,54.1108
304.75,57.4602
305,51.6753
305.25,50.1758
305.5,52.467
305.75,54.894
306,53.4457
306.25,51.4132
306.5,47.3594
306.75,37.0938
307,34.997
307.25,43.1796
307.5,39.2045
307.75,36.8632
308,34.1249
308.25,30.9621
308.5,41.9798
308.75,40.6092
309,47.4728
309.25,50.1737
309.5,49.3861
309.75,50.4845
310,54.5528
310.25,62.1867
310.5,60.9651
310.75,58.4123
311,43.9447
311.25,39.4446
311.5,52.1269
311.75,47.9726
312,52.0673
312.25,55.9892
312.5,57.0676
312.75,47.8694
313,44.9095
313.25,50.7299
313.5,51.1827
313.75,55.0206
314,63.0646
314.25,57.1681
314.5,56.9091
314.75,60.4353
315,53.9969
315.25,52.7057
315.5,51.7737
315.75,51.0014
316,44.6558
316.25,41.0999
316.5,47.8371
316.75,42.6672
317,56.6038
317.25,48.9872
317.5,44.4311
317.75,70.359
318,51.0451
318.25,47.6255
318.5,50.1261
318.75,48.9676
319,58.8978
319.25,64.0412
319.5,62.9065
319.75,64.6131
320,64.4723
320.25,58.6016
320.5,52.8977
320.75,44.5379
321,38.1007
321.25,35.7284
321.5,57.5546
321.75,56.7539
322,52.0363
322.25,56.8795
322.5,52.9922
322.75,57.7159
323,59.6518
323.25,54.3624
323.5,50.5287
323.75,48.824
324,41.4672
324.25,50.6897
324.5,42.3684
324.75,35.4978
325,48.2377
325.25,54.5152
325.5,44.9612
325.75,44.7285
326,47.9496
326.25,41.6181
326.5,43.0961
326.75,47.3752
327,60.9953
327.25,56.3295
327.5,54.8072
327.75,48.2378
328,49.6825
328.25,48.3764
328.5,52.2562
328.75,53.5054
329,53.2421
329.25,48.4731
329.5,54.4465
329.75,49.2301
330,41.1605
330.25,40.9307
330.5,35.0096
330.75,35.4201
331,38.1902
331.25,39.3005
331.5,40.4535
331.75,42.9429
332,44.2384
332.25,46.2565
332.5,51.1436
332.75,57.2747
333,42.6267
333.25,53.5996
333.5,52.0057
333.75,56.8415
334,59.5863
334.25,53.8972
334.5,51.2879
334.75,46.789
335,41.8369
335.25,36.0506
335.5,38.2373
335.75,42.4513
336,37.3889
336.25,39.3304
336.5,40.1572
336.75,36.8556
337,44.3146
337.25,34.7683
337.5,62.6082
337.75,56.3352
338,42.3571
338.25,51.3285
338.5,37.3945
338.75,50.1675
339,41.7833
339.25,39.0659
339.5,44.5537
339.75,42.1723
340,32.6297
340.25,40.2899
340.5,35.7516
340.75,39.1039
341,39.8467
341.25,40.2853
341.5,37.4771
341.75,31.7297
342,31.9262
342.25,32.9137
342.5,29.8949
342.75,35.3242
343,28.549
343.25,31.4837
343.5,24.8815
343.75,21.183
344,26.8688
344.25,21.7106
344.5,27.2975
344.75,26.1733
345,29.7594
345.25,30.5974
345.5,28.8656
345.75,36.1566
346,37.6225
346.25,34.7319
346.5,26.6185
346.75,19.8616
347,25.8665
347.25,21.6452
347.5,27.0659
347.75,28.4026
348,33.4688
348.25,31.2334
348.5,23.5816
348.75,30.8008
349,30.7575
349.25,25.7821
349.5,33.521
349.75,32.9986
350,33.8044
350.25,35.6421
350.5,34.1663
350.75,32.3024
351,29.7854
351.25,28.9778
351.5,29.182
351.75,29.2442
352,28.109
352.25,32.2667
352.5,26.2136
352.75,29.9737
353,30.2597
353.25,32.5377
353.5,35.422
353.75,46.2818
354,48.3712
354.25,45.141
354.5,40.4871
354.75,35.298
355,32.2791
355.25,32.133
355.5,32.9001
355.75,29.125
356,28.5116
356.25,30.7184
356.5,34.0366
356.75,35.284
357,41.0489
357.25,42.9506
357.5,38.3049
357.75,26.8678
358,26.1312
358.25,34.684
358.5,35.9828
358.75,35.2611
359,29.1755
359.25,25.155
359.5,24.0068
359.75,25.8003
360,24.5453
360.25,27.009
360.5,22.5645
360.75,25.61
361,21.424
361.25,18.4265
361.5,20.6308
361.75,24.264
362,24.709
362.25,24.3334
362.5,34.9559
362.75,35.5955
363,35.4442
363.25,37.2917
363.5,30.7519
363.75,31.6637
364,27.9312
364.25,26.4107
364.5,21.5976
364.75,21.4296
365,28.8635
365.25,27.3614
365.5,24.2523
365.75,21.1603
366,19.5843
366.25,28.247
366.5,24.296
366.75,24.7972
367,25.6729
367.25,20.9227
367.5,22.7079
367.75,20.4927
368,27.6054
368.25,26.3507
368.5,24.5302
368.75,29.2688
369,25.7969
369.25,31.0595
369.5,30.6709
369.75,31.7234
370,27.5366
370.25,28.3533
370.5,25.7766
370.75,25.1885
371,29.2616
371.25,32.3495
371.5,30.957
371.75,29.8248
372,32.3064
372.25,26.9677
372.5,29.2755
372.75,21.2912
373,22.2668
373.25,22.5659
373.5,22.9278
373.75,21.9807
374,20.8654
374.25,22.1971
374.5,19.0327
374.75,35.2047
375,22.4032
375.25,20.1573
375.5,39.1721
375.75,22.2719
376,23.0981
376.25,30.4537
376.5,34.986
376.75,32.3641
377,27.4728
377.25,27.5871
377.5,26.8965
377.75,28.8752
378,30.4512
378.25,32.7495
378.5,30.8727
378.75,31.7192
379,31.0589
379.25,24.1445
379.5,23.3619
379.75,22.1334
380,21.4488
380.25,20.7396
380.5,17.8626
380.75,25.4158
381,25.6289
381.25,22.7845
381.5,32.9539
381.75,26.0674
382,22.5415
382.25,21.9181
382.5,28.4168
382.75,30.2992
383,28.9019
383.25,29.2709
383.5,25.622
383.75,26.0967
384,23.487
384.25,22.4715
384.5,21.0059
384.75,20.0948
385,21.2751
385.25,18.6461
385.5,30.2446
385.75,31.5204
386,31.8374
386.25,28.1795
386.5,26.9213
386.75,28.5517
387,26.24
387.25,25.2801
387.5,19.7634
387.75,19.7634
388,26.9552
388.25,24.4284
388.5,21.3016
388.75,21.0874
389,21.9317
389.25,21.5739
389.5,19.9315
389.75,15.1913
390,14.154
390.25,18.0545
390.5,17.0647
390.75,12.5136
391,12.0308
391.25,19.8563
391.5,14.9578
391.75,17.4328
392,18.2205
392.25,15.1994
392.5,18.744
392.75,15.0565
393,16.3618
393.25,14.9307
393.5,14.8112
393.75,14.6178
394,19.5429
394.25,22.6192
394.5,24.2231
394.75,23.6952
395,24.3719
395.25,20.3813
395.5,14.5711
395.75,9.60012
396,12.9007
396.25,11.9657
396.5,10.5283
396.75,9.56875
397,9.11871
397.25,12.6727
397.5,11.0842
397.75,15.0735
398,15.4884
398.25,11.5636
398.5,14.3962
398.75,10.5706
399,16.7017
399.25,13.2481
399.5,15.6074
399.75,10.9047
400,10.8458
400.25,10.5433
400.5,9.01974
400.75,10.6574
401,8.7315
401.25,20.4443
401.5,20.5849
401.75,13.7437
402,17.0691
402.25,23.937
402.5,19.2525
402.75,26.711
403,16.3056
403.25,15.6597
403.5,16.3648
403.75,16.1822
404,14.3673
404.25,12.7732
404.5,11.5089
404.75,11.1173
405,10.4484
405.25,11.1365
405.5,12.3551
405.75,11.7053
406,11.371
406.25,10.1473
406.5,12.4732
406.75,9.03091
407,7.94319
407.25,11.6093
407.5,10.2971
407.75,7.74398
408,9.89375
408.25,8.2842
408.5,8.12664
408.75,16.812
409,14.6988
409.25,11.3091
409.5,13.1703
409.75,15.7474
410,14.6282
410.25,15.0757
410.5,13.7192
410.75,13.5712
411,8.65697
411.25,7.90436
411.5,6.25807
411.75,4.44178
412,4.07664
412.25,6.11427
412.5,5.49086
412.75,5.49949
413,7.37141
413.25,11.4559
413.5,12.2256
413.75,12.6503
414,10.9157
414.25,10.006
414.5,6.45233
414.75,6.34497
415,6.3629
415.25,7.12318
415.5,11.3097
415.75,12.8107
416,11.707
416.25,13.4419
416.5,8.98754
416.75,6.438
417,7.05518
417.25,4.60851
417.5,7.14714
417.75,4.99773
418,24.1808
418.25,10.4468
418.5,10.838
418.75,10.3087
419,5.83974
419.25,9.64285
419.5,8.52235
419.75,8.95583
420,11.0366
420.25,9.11046
420.5,15.0508
420.75,12.5661
421,13.0209
421.25,18.2526
421.5,12.4373
421.75,12.839
422,10.207
422.25,13.6723
422.5,11.9026
422.75,11.9875
423,9.0439
423.25,8.69921
423.5,8.44274
423.75,9.13925
424,7.87682
424.25,13.942
424.5,10.9792
424.75,7.9778
425,7.11091
425.25,15.125
425.5,10.6451
425.75,14.0023
426,14.5747
426.25,12.7817
426.5,19.1468
426.75,17.296
427,13.3387
427.25,10.9443
427.5,11.1249
427.75,9.67841
428,12.0875
428.25,11.3872
428.5,14.8862
428.75,8.9107
429,8.55348
429.25,11.1106
429.5,11.0845
429.75,9.95396
430,11.5753
430.25,11.3149
430.5,7.1693
430.75,9.995
431,10.535
431.25,11.0149
431.5,9.15631
431.75,7.70216
