Time,quarantined_individuals,quarantined_infectious,quarantined_cases
25.5,0,0,0
25.75,0,0,0
26,0,0,0
26.25,0,0,0
26.5,0,0,0
26.75,0,0,0
27,0,0,0
27.25,0,0,0
27.5,0,0,0
27.75,0,0,0
28,0,0,0
28.25,0,0,0
28.5,0,0,0
28.75,0,0,0
29,0,0,0
29.25,0,0,0
29.5,0,0,0
29.75,0,0,0
30,0,0,0
30.25,0,0,0
30.5,0,0,0
30.75,0,0,0
31,0,0,0
31.25,0,0,0
31.5,0,0,0
31.75,0,0,0
32,0,0,0
32.25,0,0,0
32.5,0,0,0
32.75,0,0,0
33,0,0,0
33.25,0,0,0
33.5,0,0,0
33.75,0,0,0
34,0,0,0
34.25,0,0,0
34.5,0,0,0
34.75,0,0,0
35,0,0,0
35.25,0,0,0
35.5,0,0,0
35.75,0,0,0
36,0,0,0
36.25,0,0,0
36.5,0,0,0
36.75,0,0,0
37,0,0,0
37.25,0,0,0
37.5,0,0,0
37.75,0,0,0
38,0,0,0
38.25,0,0,0
38.5,0,0,0
38.75,0,0,0
39,0,0,0
39.25,0,0,0
39.5,0,0,0
39.75,0,0,0
40,0,0,0
40.25,0,0,0
40.5,0,0,0
40.75,0,0,0
41,0,0,0
41.25,0,0,0
41.5,0,0,0
41.75,0,0,0
42,0,0,0
42.25,0,0,0
42.5,0,0,0
42.75,0,0,0
43,0,0,0
43.25,0,0,0
43.5,0,0,0
43.75,0,0,0
44,0,0,0
44.25,0,0,0
44.5,0,0,0
44.75,0,0,0
45,0,0,0
45.25,0,0,0
45.5,0,0,0
45.75,0,0,0
46,0,0,0
46.25,0,0,0
46.5,0,0,0
46.75,0,0,0
47,0,0,0
47.25,0,0,0
47.5,0,0,0
47.75,0,0,0
48,0,0,0
48.25,0,0,0
48.5,0,0,0
48.75,0,0,0
49,0,0,0
49.25,0,0,0
49.5,0,0,0
49.75,0,0,0
50,0,0,0
50.25,0,0,0
50.5,0,0,0
50.75,0,0,0
51,0,0,0
51.25,0,0,0
51.5,0,0,0
51.75,0,0,0
52,0,0,0
52.25,0,0,0
52.5,0,0,0
52.75,0,0,0
53,0,0,0
53.25,0,0,0
53.5,0,0,0
53.75,0,0,0
54,0,0,0
54.25,0,0,0
54.5,0,0,0
54.75,0,0,0
55,0,0,0
55.25,0,0,0
55.5,0,0,0
55.75,0,0,0
56,0,0,0
56.25,0,0,0
56.5,0,0,0
56.75,0,0,0
57,0,0,0
57.25,0,0,0
57.5,0,0,0
57.75,0,0,0
58,0,0,0
58.25,0,0,0
58.5,0,0,0
58.75,0,0,0
59,0,0,0
59.25,0,0,0
59.5,0,0,0
59.75,0,0,0
60,0,0,0
60.25,0,0,0
60.5,0,0,0
60.75,0,0,0
61,0,0,0
61.25,0,0,0
61.5,0,0,0
61.75,0,0,0
62,0,0,0
62.25,0,0,0
62.5,0,0,0
62.75,0,0,0
63,0,0,0
63.25,0,0,0
63.5,0,0,0
63.75,0,0,0
64,0,0,0
64.25,0,0,0
64.5,0,0,0
64.75,0,0,0
65,0,0,0
65.25,0,0,0
65.5,0,0,0
65.75,0,0,0
66,0,0,0
66.25,0,0,0
66.5,0,0,0
66.75,0,0,0
67,0,0,0
67.25,0,0,0
67.5,0,0,0
67.75,0,0,0
68,0,0,0
68.25,0,0,0
68.5,0,0,0
68.75,0,0,0
69,0,0,0
69.25,0,0,0
69.5,0,0,0
69.75,0,0,0
70,4785,711,0
70.25,4928,723,13
70.5,5082,753,31
70.75,5221,764,51
71,5381,786,62
71.25,5522,788,73
71.5,5644,794,95
71.75,5767,799,103
72,5889,817,115
72.25,6055,831,129
72.5,6167,843,145
72.75,6299,855,158
73,6426,856,172
73.25,6569,861,184
73.5,6674,863,200
73.75,6799,881,215
74,6935,894,230
74.25,7052,896,246
74.5,7182,902,259
74.75,7304,909,268
75,7385,905,285
75.25,7478,893,301
75.5,7595,906,315
75.75,7767,913,329
76,7821,890,346
76.25,7924,894,361
76.5,8028,906,379
76.75,8095,892,393
77,8161,890,410
77.25,8266,891,429
77.5,8375,908,449
77.75,8457,897,462
78,8552,912,476
78.25,8618,900,497
78.5,8674,877,516
78.75,8763,892,527
79,8851,888,540
79.25,8932,891,556
79.5,9015,894,572
79.75,9054,877,595
80,9130,876,610
80.25,9202,865,625
80.5,9265,860,638
80.75,9318,853,650
81,9364,838,669
81.25,9435,827,684
81.5,9482,817,690
81.75,9528,827,704
82,9587,816,716
82.25,9633,806,729
82.5,9676,803,750
82.75,9744,794,759
83,9803,784,772
83.25,9856,788,783
83.5,9898,777,799
83.75,9946,759,815
84,9995,763,826
84.25,10032,754,836
84.5,10065,739,851
84.75,10096,721,869
85,10131,718,877
85.25,10165,702,887
85.5,10208,687,895
85.75,10253,677,907
86,10304,670,913
86.25,10342,670,924
86.5,10397,661,934
86.75,10442,662,943
87,10487,652,952
87.25,10524,646,962
87.5,10538,636,969
87.75,10542,620,977
88,10562,602,988
88.25,10584,591,994
88.5,10611,587,998
88.75,10630,584,1004
89,10663,569,1015
89.25,10680,560,1024
89.5,10728,557,1033
89.75,10789,555,1035
90,10824,544,1043
90.25,10849,537,1049
90.5,10865,521,1057
90.75,10891,506,1064
91,10903,489,1073
91.25,10939,490,1078
91.5,10959,469,1083
91.75,10994,455,1088
92,11013,438,1097
92.25,11045,431,1100
92.5,11074,427,1108
92.75,11121,434,1115
93,11148,423,1121
93.25,11187,424,1128
93.5,11235,422,1137
93.75,11253,407,1138
94,11285,410,1145
94.25,11316,403,1152
94.5,11333,388,1157
94.75,11354,382,1161
95,11364,372,1164
95.25,11404,371,1168
95.5,11426,371,1173
95.75,11442,368,1178
96,11467,360,1185
96.25,11479,349,1189
96.5,11494,332,1196
96.75,11508,319,1202
97,11535,318,1207
97.25,11555,311,1210
97.5,11568,308,1212
97.75,11597,312,1216
98,11622,310,1223
98.25,11643,302,1226
98.5,11652,303,1229
98.75,11667,292,1234
99,11689,285,1238
99.25,11724,281,1241
99.5,11745,268,1244
99.75,11764,272,1247
100,11796,265,1253
100.25,11832,256,1254
100.5,11850,250,1258
100.75,11872,251,1260
101,11890,247,1265
101.25,11918,243,1269
101.5,11935,233,1273
101.75,11960,226,1273
102,11994,229,1276
102.25,12015,231,1278
102.5,12020,223,1281
102.75,12040,223,1284
103,12062,217,1286
103.25,12093,212,1289
103.5,12128,217,1291
103.75,12128,207,1293
104,12154,207,1298
104.25,12170,205,1303
104.5,12189,208,1305
104.75,12208,205,1306
105,12228,208,1309
105.25,12236,207,1316
105.5,12269,211,1318
105.75,12297,211,1320
106,12309,203,1326
106.25,12314,199,1329
106.5,12348,205,1336
106.75,12357,203,1341
107,12378,205,1346
107.25,12396,199,1349
107.5,12422,197,1355
107.75,12442,196,1356
108,12449,191,1358
108.25,12459,185,1359
108.5,12491,183,1362
108.75,12509,177,1365
109,12538,175,1367
109.25,12568,174,1370
109.5,12576,171,1373
109.75,12587,164,1374
110,12617,164,1376
110.25,12633,166,1381
110.5,12636,165,1383
110.75,12651,160,1386
111,12655,161,1390
111.25,12666,167,1393
111.5,12676,158,1398
111.75,12697,161,1400
112,12705,162,1402
112.25,12713,157,1405
112.5,12726,158,1409
112.75,12739,152,1414
113,12754,145,1415
113.25,12760,145,1417
113.5,12778,149,1417
113.75,12798,147,1419
114,12806,148,1421
114.25,12822,145,1423
114.5,12828,147,1427
114.75,12843,140,1432
115,12860,137,1435
115.25,12874,137,1437
115.5,12892,135,1439
115.75,12920,135,1442
116,12936,131,1444
116.25,12946,126,1446
116.5,12976,134,1447
116.75,12986,136,1448
117,13010,140,1451
117.25,13031,140,1454
117.5,13062,146,1458
117.75,13080,149,1459
118,13106,148,1459
118.25,13129,150,1461
118.5,13136,144,1463
118.75,13141,142,1465
119,13163,140,1465
119.25,13170,131,1466
119.5,13181,132,1468
119.75,13205,135,1471
120,13206,131,1476
120.25,13220,129,1478
120.5,13226,132,1481
120.75,13239,125,1485
121,13260,128,1486
121.25,13276,123,1487
121.5,13288,124,1488
121.75,13303,123,1489
122,13316,124,1491
122.25,13338,127,1493
122.5,13347,125,1495
122.75,13364,123,1499
123,13380,124,1501
123.25,13391,125,1503
123.5,13400,119,1505
123.75,13424,123,1505
124,13428,128,1510
124.25,13442,127,1515
124.5,13448,126,1518
124.75,13458,124,1520
125,13482,131,1525
125.25,13497,137,1530
125.5,13501,138,1532
125.75,13506,132,1535
126,13509,131,1536
126.25,13524,132,1538
126.5,13529,131,1542
126.75,13544,131,1544
127,13544,122,1544
127.25,13551,125,1545
127.5,13553,122,1551
127.75,13558,117,1553
128,13563,114,1554
128.25,13567,112,1555
128.5,13580,113,1556
128.75,13581,113,1556
129,13588,113,1560
129.25,13595,109,1563
129.5,13604,105,1563
129.75,13617,103,1563
130,13622,99,1565
130.25,13626,97,1566
130.5,13636,94,1567
130.75,13650,93,1570
131,13660,92,1571
131.25,13663,92,1571
131.5,13671,93,1572
131.75,13677,95,1574
132,13687,94,1575
132.25,13693,96,1577
132.5,13708,96,1579
132.75,13723,100,1580
133,13726,102,1581
133.25,13736,101,1585
133.5,13737,100,1589
133.75,13739,98,1589
134,13751,98,1592
134.25,13751,97,1594
134.5,13760,94,1594
134.75,13760,89,1596
135,13766,90,1598
135.25,13770,88,1600
135.5,13779,83,1601
135.75,13786,80,1601
136,13802,81,1601
136.25,13805,77,1603
136.5,13815,78,1605
136.75,13821,80,1606
137,13825,77,1607
137.25,13829,77,1607
137.5,13829,74,1607
137.75,13833,67,1607
138,13833,64,1609
138.25,13835,64,1610
138.5,13838,65,1611
138.75,13841,66,1611
139,13852,65,1616
139.25,13859,66,1617
139.5,13870,65,1617
139.75,13870,64,1619
140,13874,64,1620
140.25,13874,61,1621
140.5,13876,61,1621
140.75,13898,60,1621
141,13901,62,1622
141.25,13904,63,1623
141.5,13904,60,1625
141.75,13915,57,1627
142,13919,55,1628
142.25,13925,55,1628
142.5,13927,51,1628
142.75,13930,53,1628
143,13930,52,1629
143.25,13930,51,1629
143.5,13932,50,1631
143.75,13937,49,1631
144,13937,48,1632
144.25,13942,47,1632
144.5,13942,43,1634
144.75,13956,46,1636
145,13956,44,1636
145.25,13963,45,1636
145.5,13969,49,1637
145.75,13969,47,1639
146,13972,43,1642
146.25,13972,42,1642
146.5,13973,43,1642
146.75,13975,41,1643
147,13975,41,1643
147.25,13979,38,1643
147.5,13979,39,1643
147.75,13979,37,1644
148,13984,37,1646
148.25,13984,37,1646
148.5,13994,37,1647
148.75,13997,36,1648
149,13997,35,1648
149.25,13997,32,1648
149.5,14003,33,1648
149.75,14003,34,1648
150,14010,35,1650
150.25,14013,37,1650
150.5,14021,34,1651
150.75,14021,32,1652
151,14021,32,1652
151.25,14021,30,1653
151.5,14021,29,1653
151.75,14026,31,1654
152,14030,33,1654
152.25,14030,33,1654
152.5,14032,33,1654
152.75,14032,28,1654
153,14032,29,1654
153.25,14032,29,1654
153.5,14032,28,1656
153.75,14035,29,1656
154,14042,29,1657
154.25,14044,31,1658
154.5,14044,31,1658
154.75,14044,30,1658
155,14049,30,1658
155.25,14049,28,1659
155.5,14050,28,1659
155.75,14050,28,1659
156,14051,27,1661
156.25,14053,27,1661
156.5,14056,27,1661
156.75,14061,27,1661
157,14061,25,1661
157.25,14068,26,1661
157.5,14068,24,1661
157.75,14068,23,1661
158,14068,24,1662
158.25,14068,25,1662
158.5,14068,23,1663
158.75,14068,22,1663
159,14068,21,1663
159.25,14072,22,1663
159.5,14072,22,1663
159.75,14072,22,1663
160,14072,23,1665
160.25,14072,23,1666
160.5,14078,24,1667
160.75,14078,25,1668
161,14082,26,1668
161.25,14082,24,1669
161.5,14082,23,1669
161.75,14082,22,1669
162,14082,22,1669
162.25,14082,22,1669
162.5,14082,21,1669
162.75,14082,20,1669
163,14082,19,1670
163.25,14082,18,1670
163.5,14082,16,1670
163.75,14082,14,1671
164,14082,16,1671
164.25,14082,14,1671
164.5,14086,15,1672
164.75,14086,14,1672
165,14086,14,1672
165.25,14086,14,1672
165.5,14086,13,1672
165.75,14090,13,1672
166,14090,13,1672
166.25,14090,13,1672
166.5,14090,13,1672
166.75,14091,14,1672
167,14091,14,1672
167.25,14091,13,1672
167.5,14091,13,1672
167.75,14093,12,1672
168,14096,13,1673
168.25,14096,13,1674
168.5,14101,13,1674
168.75,14101,15,1674
169,14101,14,1674
169.25,14101,13,1674
169.5,14101,13,1674
169.75,14101,13,1674
170,14101,12,1675
170.25,14106,13,1675
170.5,14106,13,1676
170.75,14106,12,1676
171,14110,13,1676
171.25,14110,13,1676
171.5,14110,13,1676
171.75,14110,11,1676
172,14110,10,1676
172.25,14110,11,1676
172.5,14110,11,1676
172.75,14110,11,1676
173,14110,11,1676
173.25,14110,12,1676
173.5,14110,12,1676
173.75,14110,12,1678
174,14116,12,1678
174.25,14116,12,1678
174.5,14116,11,1678
174.75,14120,12,1678
175,14120,12,1678
175.25,14120,11,1679
175.5,14120,10,1679
175.75,14124,12,1679
176,14124,11,1679
176.25,14124,8,1679
176.5,14124,9,1679
176.75,14126,10,1680
177,14126,9,1680
177.25,14126,8,1680
177.5,14126,7,1680
177.75,14126,7,1680
178,14132,7,1680
178.25,14132,9,1680
178.5,14132,9,1682
178.75,14132,9,1682
179,14132,8,1682
179.25,14132,8,1682
179.5,14132,9,1683
179.75,14132,9,1684
180,14132,8,1684
180.25,14132,8,1684
180.5,14132,8,1684
180.75,14132,8,1684
181,14132,8,1684
181.25,14132,7,1684
181.5,14132,5,1684
181.75,14132,5,1684
182,14132,4,1684
182.25,14132,4,1684
182.5,14132,4,1684
182.75,14132,4,1684
183,14132,4,1684
183.25,14132,4,1684
183.5,14132,3,1684
183.75,14132,3,1684
184,14132,2,1684
184.25,14132,2,1684
184.5,14132,2,1684
184.75,14132,2,1684
185,14132,2,1684
185.25,14132,2,1684
185.5,14132,2,1684
185.75,14132,2,1684
186,14132,2,1684
186.25,14132,2,1684
186.5,14132,2,1684
186.75,14132,2,1684
187,14132,2,1684
187.25,14132,2,1684
187.5,14132,2,1684
187.75,14132,2,1684
188,14132,2,1684
188.25,14132,2,1684
188.5,14132,2,1684
188.75,14132,2,1684
189,14132,2,1684
189.25,14132,2,1684
189.5,14132,1,1684
189.75,14132,1,1684
190,14132,1,1684
190.25,14132,0,1684
190.5,14132,0,1684
190.75,14132,0,1684
191,14132,0,1684
191.25,14132,0,1684
191.5,14132,0,1684
191.75,14132,0,1684
192,14132,0,1684
192.25,14132,0,1684
192.5,14133,0,1684
192.75,14133,0,1684
193,14133,0,1684
193.25,14133,0,1684
193.5,14133,0,1684
193.75,14133,0,1684
194,14133,0,1684
194.25,14133,0,1684
194.5,14133,0,1684
194.75,14133,0,1684
195,14133,0,1684
195.25,14133,0,1684
195.5,14133,0,1684
195.75,14133,0,1684
196,14133,0,1684
196.25,14133,0,1684
196.5,14133,0,1684
196.75,14133,0,1684
197,14133,0,1684
197.25,14133,0,1684
197.5,14133,0,1684
197.75,14133,0,1684
198,14133,0,1684
198.25,14133,0,1684
198.5,14133,0,1684
198.75,14133,0,1684
199,14133,0,1684
199.25,14133,0,1684
199.5,14133,0,1684
199.75,14133,0,1684
200,14133,0,1684
200.25,14133,0,1684
200.5,14133,0,1684
200.75,14133,0,1684
201,14133,0,1684
201.25,14133,0,1684
201.5,14133,0,1684
201.75,14133,0,1684
202,14133,0,1684
202.25,14133,0,1684
202.5,14133,0,1684
202.75,14133,0,1684
203,14133,0,1684
203.25,14133,0,1684
203.5,14133,0,1684
203.75,14133,0,1684
204,14133,0,1684
204.25,14133,0,1684
204.5,14133,0,1684
204.75,14133,0,1684
205,14133,0,1684
205.25,14133,0,1684
205.5,14133,0,1684
205.75,14133,0,1684
206,14133,0,1684
206.25,14133,0,1684
206.5,14133,0,1684
206.75,14133,0,1684
207,14133,0,1684
207.25,14133,0,1684
207.5,14133,0,1684
207.75,14133,0,1684
208,14133,0,1684
208.25,14133,0,1684
208.5,14133,0,1684
208.75,14133,0,1684
209,14133,0,1684
209.25,14133,0,1684
209.5,14133,0,1684
209.75,14133,0,1684
210,14133,0,1684
210.25,14133,0,1684
210.5,14133,0,1684
210.75,14133,0,1684
211,14133,0,1684
211.25,14133,0,1684
211.5,14133,0,1684
211.75,14133,0,1684
212,14133,0,1684
212.25,14133,0,1684
212.5,14133,0,1684
212.75,14133,0,1684
213,14133,0,1684
213.25,14133,0,1684
213.5,14133,0,1684
213.75,14133,0,1684
214,14133,0,1684
214.25,14133,0,1684
214.5,14133,0,1684
214.75,14133,0,1684
215,14133,0,1684
215.25,14133,0,1684
215.5,14133,0,1684
215.75,14133,0,1684
216,14133,0,1684
216.25,14133,0,1684
216.5,14133,0,1684
216.75,14133,0,1684
217,14133,0,1684
217.25,14133,0,1684
217.5,14133,0,1684
217.75,14133,0,1684
218,14133,0,1684
218.25,14133,0,1684
218.5,14133,0,1684
218.75,14133,0,1684
219,14133,0,1684
219.25,14133,0,1684
219.5,14133,0,1684
219.75,14133,0,1684
220,14133,0,1684
220.25,14133,0,1684
220.5,14133,0,1684
220.75,14133,0,1684
221,14133,0,1684
221.25,14133,0,1684
221.5,14133,0,1684
221.75,14133,0,1684
222,14133,0,1684
222.25,14133,0,1684
222.5,14133,0,1684
222.75,14133,0,1684
223,14133,0,1684
223.25,14133,0,1684
223.5,14133,0,1684
223.75,14133,0,1684
224,14133,0,1684
224.25,14133,0,1684
224.5,14133,0,1684
224.75,14133,0,1684
225,14133,0,1684
225.25,14133,0,1684
225.5,14133,0,1684
225.75,14133,0,1684
226,14133,0,1684
226.25,14133,0,1684
226.5,14133,0,1684
226.75,14133,0,1684
227,14133,0,1684
227.25,14133,0,1684
227.5,14133,0,1684
227.75,14133,0,1684
228,14133,0,1684
228.25,14133,0,1684
228.5,14133,0,1684
228.75,14133,0,1684
229,14133,0,1684
229.25,14133,0,1684
229.5,14133,0,1684
229.75,14133,0,1684
230,14133,0,1684
230.25,14133,0,1684
230.5,14133,0,1684
230.75,14133,0,1684
231,14133,0,1684
231.25,14133,0,1684
231.5,14133,0,1684
231.75,14133,0,1684
232,14133,0,1684
232.25,14133,0,1684
232.5,14133,0,1684
232.75,14133,0,1684
233,14133,0,1684
233.25,14133,0,1684
233.5,14133,0,1684
233.75,14133,0,1684
234,14133,0,1684
234.25,14133,0,1684
234.5,14133,0,1684
234.75,14133,0,1684
235,14133,0,1684
235.25,14133,0,1684
235.5,14133,0,1684
235.75,14133,0,1684
236,14133,0,1684
236.25,14133,0,1684
236.5,14133,0,1684
236.75,14133,0,1684
237,14133,0,1684
237.25,14133,0,1684
237.5,14133,0,1684
237.75,14133,0,1684
238,14133,0,1684
238.25,14133,0,1684
238.5,14133,0,1684
238.75,14133,0,1684
239,14133,0,1684
239.25,14133,0,1684
239.5,14133,0,1684
239.75,14133,0,1684
240,14133,0,1684
240.25,14133,0,1684
240.5,14133,0,1684
240.75,14133,0,1684
241,14133,0,1684
241.25,14133,0,1684
241.5,14133,0,1684
241.75,14133,0,1684
242,14133,0,1684
242.25,14133,0,1684
242.5,14133,0,1684
242.75,14133,0,1684
243,14133,0,1684
243.25,14133,0,1684
243.5,14133,0,1684
243.75,14133,0,1684
244,14133,0,1684
244.25,14133,0,1684
244.5,14133,0,1684
244.75,14133,0,1684
245,14133,0,1684
245.25,14133,0,1684
245.5,14133,0,1684
245.75,14133,0,1684
246,14133,0,1684
246.25,14133,0,1684
246.5,14133,0,1684
246.75,14133,0,1684
247,14133,0,1684
247.25,14133,0,1684
247.5,14133,0,1684
247.75,14133,0,1684
248,14133,0,1684
248.25,14133,0,1684
248.5,14133,0,1684
248.75,14133,0,1684
249,14133,0,1684
249.25,14133,0,1684
249.5,14133,0,1684
249.75,14133,0,1684
250,14133,0,1684
250.25,14133,0,1684
250.5,14133,0,1684
250.75,14133,0,1684
251,14133,0,1684
251.25,14133,0,1684
251.5,14133,0,1684
251.75,14133,0,1684
252,14133,0,1684
252.25,14133,0,1684
252.5,14133,0,1684
252.75,14133,0,1684
253,14133,0,1684
253.25,14133,0,1684
253.5,14133,0,1684
253.75,14133,0,1684
254,14133,0,1684
254.25,14133,0,1684
254.5,14133,0,1684
254.75,14133,0,1684
255,14133,0,1684
255.25,14133,0,1684
255.5,14133,0,1684
255.75,14133,0,1684
256,14133,0,1684
256.25,14133,0,1684
256.5,14133,0,1684
256.75,14133,0,1684
257,14133,0,1684
257.25,14133,0,1684
257.5,14133,0,1684
257.75,14133,0,1684
258,14133,0,1684
258.25,14133,0,1684
258.5,14133,0,1684
258.75,14133,0,1684
259,14133,0,1684
259.25,14133,0,1684
259.5,14133,0,1684
259.75,14133,0,1684
260,14133,0,1684
260.25,14133,0,1684
260.5,14133,0,1684
260.75,14133,0,1684
261,14133,0,1684
261.25,14133,0,1684
261.5,14133,0,1684
261.75,14133,0,1684
262,14133,0,1684
262.25,14133,0,1684
262.5,14133,0,1684
262.75,14133,0,1684
263,14133,0,1684
263.25,14133,0,1684
263.5,14133,0,1684
263.75,14133,0,1684
264,14133,0,1684
264.25,14133,0,1684
264.5,14133,0,1684
264.75,14133,0,1684
265,14133,0,1684
265.25,14133,0,1684
265.5,14133,0,1684
265.75,14133,0,1684
266,14133,0,1684
266.25,14133,0,1684
266.5,14133,0,1684
266.75,14133,0,1684
267,14133,0,1684
267.25,14133,0,1684
267.5,14133,0,1684
267.75,14133,0,1684
268,14133,0,1684
268.25,14133,0,1684
268.5,14133,0,1684
268.75,14133,0,1684
269,14133,0,1684
269.25,14133,0,1684
269.5,14133,0,1684
269.75,14133,0,1684
270,14133,0,1684
270.25,14133,0,1684
270.5,14133,0,1684
270.75,14133,0,1684
271,14133,0,1684
271.25,14133,0,1684
271.5,14133,0,1684
271.75,14133,0,1684
272,14133,0,1684
272.25,14133,0,1684
272.5,14133,0,1684
272.75,14133,0,1684
273,14133,0,1684
273.25,14133,0,1684
273.5,14133,0,1684
273.75,14133,0,1684
274,14133,0,1684
274.25,14133,0,1684
274.5,14133,0,1684
274.75,14133,0,1684
275,14133,0,1684
275.25,14133,0,1684
275.5,14133,0,1684
275.75,14133,0,1684
276,14133,0,1684
276.25,14133,0,1684
276.5,14133,0,1684
276.75,14133,0,1684
277,14133,0,1684
277.25,14133,0,1684
277.5,14133,0,1684
277.75,14133,0,1684
278,14133,0,1684
278.25,14133,0,1684
278.5,14133,0,1684
278.75,14133,0,1684
279,14133,0,1684
279.25,14133,0,1684
279.5,14133,0,1684
279.75,14133,0,1684
280,14133,0,1684
280.25,14133,0,1684
280.5,14133,0,1684
280.75,14133,0,1684
281,14133,0,1684
281.25,14133,0,1684
281.5,14133,0,1684
281.75,14133,0,1684
282,14133,0,1684
282.25,14133,0,1684
282.5,14133,0,1684
282.75,14133,0,1684
283,14133,0,1684
283.25,14133,0,1684
283.5,14133,0,1684
283.75,14133,0,1684
284,14133,0,1684
284.25,14133,0,1684
284.5,14133,0,1684
284.75,14133,0,1684
285,14133,0,1684
285.25,14133,0,1684
285.5,14133,0,1684
285.75,14133,0,1684
286,14133,0,1684
286.25,14133,0,1684
286.5,14133,0,1684
286.75,14133,0,1684
287,14133,0,1684
287.25,14133,0,1684
287.5,14133,0,1684
287.75,14133,0,1684
288,14133,0,1684
288.25,14133,0,1684
288.5,14133,0,1684
288.75,14133,0,1684
289,14133,0,1684
289.25,14133,0,1684
289.5,14133,0,1684
289.75,14133,0,1684
290,14133,0,1684
290.25,14133,0,1684
290.5,14133,0,1684
290.75,14133,0,1684
291,14133,0,1684
291.25,14133,0,1684
291.5,14133,0,1684
291.75,14133,0,1684
292,14133,0,1684
292.25,14133,0,1684
292.5,14133,0,1684
292.75,14133,0,1684
293,14133,0,1684
293.25,14133,0,1684
293.5,14133,0,1684
293.75,14133,0,1684
294,14133,0,1684
294.25,14133,0,1684
294.5,14133,0,1684
294.75,14133,0,1684
295,14133,0,1684
295.25,14133,0,1684
295.5,14133,0,1684
295.75,14133,0,1684
296,14133,0,1684
296.25,14133,0,1684
296.5,14133,0,1684
296.75,14133,0,1684
297,14133,0,1684
297.25,14133,0,1684
297.5,14133,0,1684
297.75,14133,0,1684
298,14133,0,1684
298.25,14133,0,1684
298.5,14133,0,1684
298.75,14133,0,1684
299,14133,0,1684
299.25,14133,0,1684
299.5,14133,0,1684
299.75,14133,0,1684
300,14133,0,1684
300.25,14133,0,1684
300.5,14133,0,1684
300.75,14133,0,1684
301,14133,0,1684
301.25,14133,0,1684
301.5,14133,0,1684
301.75,14133,0,1684
302,14133,0,1684
302.25,14133,0,1684
302.5,14133,0,1684
302.75,14133,0,1684
303,14133,0,1684
303.25,14133,0,1684
303.5,14133,0,1684
303.75,14133,0,1684
304,14133,0,1684
304.25,14133,0,1684
304.5,14133,0,1684
304.75,14133,0,1684
305,14133,0,1684
305.25,14133,0,1684
305.5,14133,0,1684
305.75,14133,0,1684
306,14133,0,1684
306.25,14133,0,1684
306.5,14133,0,1684
306.75,14133,0,1684
307,14133,0,1684
307.25,14133,0,1684
307.5,14133,0,1684
307.75,14133,0,1684
308,14133,0,1684
308.25,14133,0,1684
308.5,14133,0,1684
308.75,14133,0,1684
309,14133,0,1684
309.25,14133,0,1684
309.5,14133,0,1684
309.75,14133,0,1684
310,14133,0,1684
310.25,14133,0,1684
310.5,14133,0,1684
310.75,14133,0,1684
311,14133,0,1684
311.25,14133,0,1684
311.5,14133,0,1684
311.75,14133,0,1684
312,14133,0,1684
312.25,14133,0,1684
312.5,14133,0,1684
312.75,14133,0,1684
313,14133,0,1684
313.25,14133,0,1684
313.5,14133,0,1684
313.75,14133,0,1684
314,14133,0,1684
314.25,14133,0,1684
314.5,14133,0,1684
314.75,14133,0,1684
315,14133,0,1684
315.25,14133,0,1684
315.5,14133,0,1684
315.75,14133,0,1684
316,14133,0,1684
316.25,14133,0,1684
316.5,14133,0,1684
