Time,susceptible_lambda_W
63,168.163
63.25,167.354
63.5,180.652
63.75,187.82
64,195.28
64.25,192.657
64.5,202.689
64.75,194.622
65,194.326
65.25,197.88
65.5,202.221
65.75,209.757
66,211.368
66.25,201.503
66.5,210.311
66.75,208.023
67,212.691
67.25,222.328
67.5,228.713
67.75,232.07
68,237.231
68.25,236.962
68.5,242.746
68.75,241.588
69,244.445
69.25,231.414
69.5,234.728
69.75,230.371
70,228.545
70.25,70.058
70.5,72.4465
70.75,75.37
71,76.8722
71.25,72.9266
71.5,80.9928
71.75,87.1284
72,90.3097
72.25,92.4934
72.5,86.6662
72.75,83.0596
73,85.1121
73.25,75.9491
73.5,75.0778
73.75,83.9316
74,73.7196
74.25,66.351
74.5,68.4333
74.75,79.898
75,75.1668
75.25,70.5458
75.5,75.8224
75.75,70.6997
76,54.7172
76.25,57.6633
76.5,55.8908
76.75,57.446
77,65.3347
77.25,70.2411
77.5,63.3601
77.75,67.033
78,69.8279
78.25,70.5891
78.5,74.5359
78.75,69.4873
79,61.1299
79.25,51.6946
79.5,50.0972
79.75,49.352
80,52.0005
80.25,52.7305
80.5,44.3637
80.75,44.0141
81,40.8761
81.25,38.3331
81.5,35.694
81.75,39.2386
82,40.5114
82.25,51.4489
82.5,52.4359
82.75,51.5327
83,58.3641
83.25,55.6963
83.5,42.0988
83.75,42.1095
84,32.9005
84.25,32.279
84.5,30.6711
84.75,31.8253
85,34.221
85.25,29.7922
85.5,34.3673
85.75,29.5332
86,35.0919
86.25,37.1107
86.5,36.2887
86.75,36.7223
87,32.0381
87.25,31.1819
87.5,33.7688
87.75,34.5661
88,33.1107
88.25,34.2075
88.5,28.0615
88.75,31.4216
89,28.8038
89.25,29.0855
89.5,24.8584
89.75,27.3328
90,24.2214
90.25,25.447
90.5,27.6704
90.75,26.5823
91,26.0844
91.25,27.7864
91.5,26.0732
91.75,25.8804
92,26.297
92.25,24.8936
92.5,25.5417
92.75,21.3554
93,20.6771
93.25,22.36
93.5,23.0501
93.75,23.8255
94,25.5844
94.25,21.9337
94.5,16.5987
94.75,16.6936
95,20.0493
95.25,24.255
95.5,23.5734
95.75,38.3707
96,38.293
96.25,26.6738
96.5,27.2052
96.75,26.8235
97,27.6542
97.25,26.7586
97.5,25.3978
97.75,23.3082
98,21.606
98.25,24.8272
98.5,29.5306
98.75,19.1092
99,20.3147
99.25,23.8779
99.5,22.3711
99.75,23.149
100,23.4142
100.25,24.519
100.5,22.9543
100.75,29.4192
101,25.6581
101.25,27.5205
101.5,26.4338
101.75,24.8926
102,27.5278
102.25,27.0099
102.5,21.3288
102.75,24.4826
103,20.0829
103.25,20.9233
103.5,21.7222
103.75,15.321
104,15.8108
104.25,10.5094
104.5,13.1472
104.75,10.2426
105,13.6966
105.25,12.0519
105.5,13.4604
105.75,16.6844
106,16.6908
106.25,14.7707
106.5,17.1354
106.75,14.4979
107,19.4899
107.25,20.1224
107.5,20.8145
107.75,19.6641
108,22.5229
108.25,24.1974
108.5,24.8041
108.75,26.2874
109,23.1868
109.25,19.6273
109.5,18.9927
109.75,18.2085
110,20.0878
110.25,21.849
110.5,23.185
110.75,19.4563
111,17.6502
111.25,17.6648
111.5,20.1872
111.75,20.7603
112,21.2084
112.25,20.0966
112.5,17.4624
112.75,16.3662
113,15.4598
113.25,14.2365
113.5,15.3573
113.75,14.6672
114,15.101
114.25,15.1881
114.5,15.2781
114.75,14.0665
115,15.155
115.25,16.8065
115.5,17.9538
115.75,21.5398
116,22.3671
116.25,20.0883
116.5,18.6394
116.75,14.7141
117,15.3835
117.25,14.4903
117.5,15.2674
117.75,17.6
118,17.182
118.25,17.9559
118.5,18.3409
118.75,18.8715
119,18.6456
119.25,15.7685
119.5,15.7087
119.75,14.6221
120,12.6615
120.25,12.1158
120.5,9.6846
120.75,11.4964
121,10.4739
121.25,7.80616
121.5,7.88985
121.75,8.66239
122,12.9566
122.25,14.7533
122.5,13.9409
122.75,13.5407
123,8.747
123.25,12.5882
123.5,13.5882
123.75,14.455
124,15.3809
124.25,15.3815
124.5,11.2567
124.75,12.2171
125,11.072
125.25,10.4485
125.5,8.63699
125.75,7.29821
126,6.87496
126.25,6.76058
126.5,4.83469
126.75,5.38328
127,9.095
127.25,9.09566
127.5,12.1674
127.75,13.5708
128,13.4657
128.25,14.4179
128.5,16.2064
128.75,11.0702
129,9.68956
129.25,7.68961
129.5,7.3701
129.75,7.30333
130,4.7948
130.25,2.35137
130.5,2.91356
130.75,2.042
131,1.62632
131.25,4.9275
131.5,4.40962
131.75,5.60072
132,9.47546
132.25,6.12275
132.5,6.39808
132.75,4.54147
133,6.98114
133.25,5.16272
133.5,5.09151
133.75,7.28957
134,7.61006
134.25,2.29491
134.5,4.46912
134.75,3.3092
135,4.49204
135.25,5.8979
135.5,6.18442
135.75,6.9049
136,5.41202
136.25,4.30333
136.5,4.51229
136.75,4.85494
137,4.54523
137.25,4.6405
137.5,3.47142
137.75,3.49661
138,3.56814
138.25,3.76638
138.5,3.98456
138.75,4.41036
139,4.30258
139.25,3.75326
139.5,6.34135
139.75,7.15923
140,8.50374
140.25,8.91293
140.5,8.903
140.75,6.58581
141,2.69653
141.25,0.21973
141.5,0.268529
141.75,0.311474
142,2.24655
142.25,2.23639
142.5,2.44996
142.75,2.45369
143,0.680311
143.25,0.657571
143.5,1.03066
143.75,1.55185
144,6.37112
144.25,6.37004
144.5,8.69941
144.75,7.62447
145,2.03032
145.25,2.02956
145.5,2.11644
145.75,0.904046
146,1.32069
146.25,0.565322
146.5,0.620134
146.75,0.335048
147,0.20249
147.25,0.221383
147.5,0.453122
147.75,1.19658
148,1.27838
148.25,1.21193
148.5,1.21193
148.75,1.65879
149,1.52866
149.25,3.54457
149.5,4.30017
149.75,3.47264
150,3.47264
150.25,2.42819
150.5,2.22772
150.75,2.36496
151,2.34944
151.25,2.49685
151.5,0.281191
151.75,0.346182
152,0.239652
152.25,0.199577
152.5,0.199577
152.75,0.00261915
153,0.194108
153.25,0.238427
153.5,0.253197
153.75,0.253195
154,1.24333
154.25,1.6764
154.5,1.90515
154.75,2.18674
155,2.18392
155.25,1.69124
155.5,1.68638
155.75,0.845378
156,0.835186
156.25,0.258718
156.5,0.277465
156.75,0.277465
157,0.55656
157.25,0.455408
157.5,0.217404
157.75,0.695769
158,0.695857
158.25,0.219205
158.5,0.31929
158.75,0.304577
159,0.304577
159.25,0.00445595
159.5,0.0043233
159.75,1.65742
160,1.65597
160.25,2.4817
160.5,2.47738
160.75,2.47481
161,2.47264
161.25,0.000330949
161.5,0
161.75,0
162,0
162.25,0
162.5,0.00103874
162.75,0.00103874
163,0.00103874
163.25,2.26309
163.5,2.26309
163.75,3.39178
164,3.39178
164.25,3.39178
164.5,3.38609
164.75,0.430344
165,0
165.25,0
165.5,0
165.75,0.164203
166,0.246304
166.25,0.246304
166.5,0.315837
166.75,0.315837
167,0.138116
167.25,0.138116
167.5,0.138116
167.75,0.143497
168,0.0391981
168.25,0.00795324
168.5,0.000149273
168.75,0.00012048
169,0.00012048
169.25,0.00012048
169.5,0.00018072
169.75,0.00018072
170,2.08633
170.25,3.12676
170.5,3.12658
170.75,3.11867
171,3.11604
171.25,0
171.5,0
171.75,0
172,0
172.25,0.409225
172.5,0.409225
172.75,0.408878
173,0.409171
173.25,0.613611
173.5,0.688511
173.75,0.688511
174,0.726108
174.25,0.112791
174.5,0.112791
174.75,0.112791
175,0.486211
175.25,0.486211
175.5,0.486211
175.75,0.510293
176,0.024082
176.25,0.024082
176.5,0.024082
176.75,0.024082
177,0.024082
177.25,0.0361231
177.5,0.0361231
177.75,0.0361231
178,0.0361231
178.25,0
178.5,0
178.75,0
179,0
179.25,0
179.5,0
179.75,0.00253239
180,0.00253239
180.25,0.00253239
180.5,0.00253239
180.75,0
181,0
181.25,0
181.5,0
181.75,0
182,0
182.25,0
182.5,0
182.75,0
183,0
183.25,0
183.5,0
183.75,0
184,0
184.25,0
184.5,0
184.75,0
185,0
185.25,0
185.5,0
185.75,0
186,0
186.25,0
186.5,0
186.75,0
187,0
187.25,0
187.5,0
187.75,0
188,0
188.25,0
188.5,0
188.75,0
189,0
189.25,0
189.5,0
189.75,0
190,0
190.25,0
190.5,0
190.75,0
191,0
191.25,0
191.5,0
191.75,0.00205646
192,0.00205646
192.25,0
192.5,0
192.75,0
193,0
193.25,0
193.5,0
193.75,0
194,0
194.25,0
194.5,0
194.75,0
195,0
195.25,0
195.5,0
195.75,0
196,0
196.25,0
196.5,0
196.75,0
197,0
197.25,0
197.5,0
197.75,0
198,0
198.25,0
198.5,0
198.75,0
199,0
199.25,0
199.5,0
199.75,0
200,0
200.25,0
200.5,0
200.75,0
201,0
201.25,0
201.5,0
201.75,0
202,0
202.25,0
202.5,0
202.75,0
203,0
203.25,0
203.5,0
203.75,0
204,0
204.25,0
204.5,0
204.75,0
205,0
205.25,0
205.5,0
205.75,0
206,0
206.25,0
206.5,0
206.75,0
207,0
207.25,0
207.5,0
207.75,0
208,0
208.25,0
208.5,0
208.75,0
209,0
209.25,0
209.5,0
209.75,0
210,0
210.25,0
210.5,0
210.75,0
211,0
211.25,0
211.5,0
211.75,0
212,0
212.25,0
212.5,0
212.75,0
213,0
213.25,0
213.5,0
213.75,0
214,0
214.25,0
214.5,0
214.75,0
215,0
215.25,0
215.5,0
215.75,0
216,0
216.25,0
216.5,0
216.75,0
217,0
217.25,0
217.5,0
217.75,0
218,0
218.25,0
218.5,0
218.75,0
219,0
219.25,0
219.5,0
219.75,0
220,0
220.25,0
220.5,0
220.75,0
221,0
221.25,0
221.5,0
221.75,0
222,0
222.25,0
222.5,0
222.75,0
223,0
223.25,0
223.5,0
223.75,0
224,0
224.25,0
224.5,0
224.75,0
225,0
225.25,0
225.5,0
225.75,0
226,0
226.25,0
226.5,0
226.75,0
227,0
227.25,0
227.5,0
227.75,0
228,0
228.25,0
228.5,0
228.75,0
229,0
229.25,0
229.5,0
229.75,0
230,0
230.25,0
230.5,0
230.75,0
231,0
231.25,0
231.5,0
231.75,0
232,0
232.25,0
232.5,0
232.75,0
233,0
233.25,0
233.5,0
233.75,0
234,0
234.25,0
234.5,0
234.75,0
235,0
235.25,0
235.5,0
235.75,0
236,0
236.25,0
236.5,0
236.75,0
237,0
237.25,0
237.5,0
237.75,0
238,0
238.25,0
238.5,0
238.75,0
239,0
239.25,0
239.5,0
239.75,0
240,0
240.25,0
240.5,0
240.75,0
241,0
241.25,0
241.5,0
241.75,0
242,0
242.25,0
242.5,0
242.75,0
243,0
243.25,0
243.5,0
243.75,0
244,0
244.25,0
244.5,0
244.75,0
245,0
245.25,0
245.5,0
245.75,0
246,0
246.25,0
246.5,0
246.75,0
247,0
247.25,0
247.5,0
247.75,0
248,0
248.25,0
248.5,0
248.75,0
249,0
249.25,0
249.5,0
249.75,0
250,0
250.25,0
250.5,0
250.75,0
251,0
251.25,0
251.5,0
251.75,0
252,0
252.25,0
252.5,0
252.75,0
253,0
253.25,0
253.5,0
253.75,0
254,0
254.25,0
254.5,0
254.75,0
255,0
255.25,0
255.5,0
255.75,0
256,0
256.25,0
256.5,0
256.75,0
257,0
257.25,0
257.5,0
257.75,0
258,0
258.25,0
258.5,0
258.75,0
259,0
259.25,0
259.5,0
259.75,0
260,0
260.25,0
260.5,0
260.75,0
261,0
261.25,0
261.5,0
261.75,0
262,0
262.25,0
262.5,0
262.75,0
263,0
263.25,0
263.5,0
263.75,0
264,0
264.25,0
264.5,0
264.75,0
265,0
265.25,0
265.5,0
265.75,0
266,0
266.25,0
266.5,0
266.75,0
267,0
267.25,0
267.5,0
267.75,0
268,0
268.25,0
268.5,0
268.75,0
269,0
269.25,0
269.5,0
269.75,0
270,0
270.25,0
270.5,0
270.75,0
271,0
271.25,0
271.5,0
271.75,0
272,0
272.25,0
272.5,0
272.75,0
273,0
273.25,0
273.5,0
273.75,0
274,0
274.25,0
274.5,0
274.75,0
275,0
275.25,0
275.5,0
275.75,0
276,0
276.25,0
276.5,0
276.75,0
277,0
277.25,0
277.5,0
277.75,0
278,0
278.25,0
278.5,0
278.75,0
279,0
279.25,0
279.5,0
279.75,0
280,0
280.25,0
280.5,0
280.75,0
281,0
281.25,0
281.5,0
281.75,0
282,0
282.25,0
282.5,0
282.75,0
283,0
283.25,0
283.5,0
283.75,0
284,0
284.25,0
284.5,0
284.75,0
285,0
285.25,0
285.5,0
285.75,0
286,0
286.25,0
286.5,0
286.75,0
287,0
287.25,0
287.5,0
287.75,0
288,0
288.25,0
288.5,0
288.75,0
289,0
289.25,0
289.5,0
289.75,0
290,0
290.25,0
290.5,0
290.75,0
291,0
291.25,0
291.5,0
291.75,0
292,0
292.25,0
292.5,0
292.75,0
293,0
293.25,0
293.5,0
293.75,0
294,0
294.25,0
294.5,0
294.75,0
295,0
295.25,0
295.5,0
295.75,0
296,0
296.25,0
296.5,0
296.75,0
297,0
297.25,0
297.5,0
297.75,0
298,0
298.25,0
298.5,0
298.75,0
299,0
299.25,0
299.5,0
299.75,0
300,0
300.25,0
300.5,0
300.75,0
301,0
301.25,0
301.5,0
301.75,0
302,0
302.25,0
302.5,0
302.75,0
303,0
303.25,0
303.5,0
303.75,0
304,0
304.25,0
304.5,0
304.75,0
305,0
305.25,0
305.5,0
305.75,0
306,0
306.25,0
306.5,0
306.75,0
307,0
307.25,0
307.5,0
307.75,0
308,0
308.25,0
308.5,0
308.75,0
309,0
309.25,0
309.5,0
309.75,0
310,0
310.25,0
310.5,0
310.75,0
311,0
311.25,0
311.5,0
311.75,0
312,0
312.25,0
312.5,0
312.75,0
313,0
313.25,0
313.5,0
313.75,0
314,0
314.25,0
314.5,0
314.75,0
315,0
315.25,0
315.5,0
315.75,0
316,0
316.25,0
316.5,0
316.75,0
317,0
317.25,0
317.5,0
317.75,0
318,0
318.25,0
318.5,0
318.75,0
319,0
319.25,0
319.5,0
319.75,0
320,0
320.25,0
320.5,0
320.75,0
321,0
321.25,0
321.5,0
321.75,0
322,0
322.25,0
322.5,0
322.75,0
323,0
323.25,0
323.5,0
323.75,0
324,0
324.25,0
324.5,0
324.75,0
325,0
325.25,0
325.5,0
325.75,0
326,0
326.25,0
326.5,0
326.75,0
327,0
327.25,0
327.5,0
327.75,0
328,0
328.25,0
328.5,0
328.75,0
329,0
329.25,0
329.5,0
329.75,0
330,0
330.25,0
330.5,0
330.75,0
331,0
331.25,0
331.5,0
331.75,0
332,0
332.25,0
332.5,0
332.75,0
333,0
333.25,0
333.5,0
333.75,0
334,0
334.25,0
334.5,0
334.75,0
335,0
335.25,0
335.5,0
335.75,0
336,0
336.25,0
336.5,0
336.75,0
337,0
337.25,0
337.5,0
337.75,0
338,0
338.25,0
338.5,0
338.75,0
339,0
339.25,0
339.5,0
339.75,0
340,0
340.25,0
340.5,0
340.75,0
341,0
341.25,0
341.5,0
341.75,0
342,0
342.25,0
342.5,0
342.75,0
343,0
343.25,0
343.5,0
343.75,0
344,0
344.25,0
344.5,0
344.75,0
345,0
345.25,0
345.5,0
345.75,0
346,0
346.25,0
346.5,0
346.75,0
347,0
347.25,0
347.5,0
347.75,0
348,0
348.25,0
348.5,0
348.75,0
349,0
349.25,0
349.5,0
349.75,0
350,0
350.25,0
350.5,0
350.75,0
351,0
351.25,0
351.5,0
351.75,0
352,0
352.25,0
352.5,0
352.75,0
353,0
353.25,0
353.5,0
353.75,0
354,0
354.25,0
354.5,0
354.75,0
355,0
355.25,0
355.5,0
355.75,0
356,0
356.25,0
356.5,0
356.75,0
357,0
357.25,0
357.5,0
357.75,0
358,0
358.25,0
358.5,0
358.75,0
359,0
359.25,0
359.5,0
359.75,0
360,0
360.25,0
360.5,0
360.75,0
361,0
361.25,0
361.5,0
361.75,0
362,0
362.25,0
362.5,0
362.75,0
363,0
363.25,0
363.5,0
363.75,0
364,0
364.25,0
364.5,0
364.75,0
365,0
365.25,0
365.5,0
365.75,0
366,0
366.25,0
366.5,0
366.75,0
367,0
367.25,0
367.5,0
367.75,0
368,0
368.25,0
368.5,0
368.75,0
369,0
369.25,0
369.5,0
369.75,0
370,0
370.25,0
370.5,0
370.75,0
371,0
371.25,0
371.5,0
371.75,0
372,0
372.25,0
372.5,0
372.75,0
373,0
373.25,0
373.5,0
373.75,0
374,0
374.25,0
374.5,0
374.75,0
375,0
375.25,0
375.5,0
375.75,0
376,0
376.25,0
376.5,0
376.75,0
377,0
377.25,0
377.5,0
377.75,0
378,0
378.25,0
378.5,0
378.75,0
379,0
379.25,0
379.5,0
379.75,0
380,0
380.25,0
380.5,0
380.75,0
381,0
381.25,0
381.5,0
381.75,0
382,0
382.25,0
382.5,0
382.75,0
383,0
383.25,0
383.5,0
383.75,0
384,0
384.25,0
384.5,0
384.75,0
385,0
385.25,0
385.5,0
385.75,0
386,0
386.25,0
386.5,0
386.75,0
387,0
387.25,0
387.5,0
387.75,0
388,0
388.25,0
388.5,0
388.75,0
389,0
389.25,0
389.5,0
389.75,0
390,0
390.25,0
390.5,0
390.75,0
391,0
391.25,0
391.5,0
391.75,0
392,0
392.25,0
392.5,0
392.75,0
393,0
393.25,0
393.5,0
393.75,0
394,0
394.25,0
394.5,0
394.75,0
395,0
395.25,0
395.5,0
395.75,0
396,0
396.25,0
396.5,0
396.75,0
397,0
397.25,0
397.5,0
397.75,0
398,0
398.25,0
398.5,0
398.75,0
399,0
399.25,0
399.5,0
399.75,0
400,0
400.25,0
400.5,0
400.75,0
401,0
401.25,0
401.5,0
401.75,0
402,0
402.25,0
402.5,0
402.75,0
403,0
403.25,0
403.5,0
403.75,0
404,0
404.25,0
404.5,0
404.75,0
405,0
405.25,0
405.5,0
405.75,0
406,0
406.25,0
406.5,0
406.75,0
407,0
407.25,0
407.5,0
407.75,0
408,0
408.25,0
408.5,0
408.75,0
409,0
409.25,0
409.5,0
409.75,0
410,0
410.25,0
410.5,0
410.75,0
411,0
411.25,0
411.5,0
411.75,0
412,0
412.25,0
412.5,0
412.75,0
413,0
413.25,0
413.5,0
413.75,0
414,0
414.25,0
414.5,0
414.75,0
415,0
415.25,0
415.5,0
415.75,0
416,0
416.25,0
416.5,0
416.75,0
417,0
417.25,0
417.5,0
417.75,0
418,0
418.25,0
418.5,0
418.75,0
419,0
419.25,0
419.5,0
419.75,0
420,0
420.25,0
420.5,0
420.75,0
421,0
421.25,0
421.5,0
421.75,0
422,0
422.25,0
422.5,0
422.75,0
423,0
423.25,0
423.5,0
423.75,0
424,0
424.25,0
424.5,0
424.75,0
425,0
425.25,0
425.5,0
425.75,0
426,0
426.25,0
426.5,0
426.75,0
427,0
427.25,0
427.5,0
427.75,0
428,0
428.25,0
428.5,0
428.75,0
429,0
429.25,0
429.5,0
429.75,0
430,0
430.25,0
430.5,0
430.75,0
431,0
431.25,0
431.5,0
431.75,0
432,0
432.25,0
432.5,0
432.75,0
433,0
433.25,0
433.5,0
433.75,0
434,0
434.25,0
434.5,0
434.75,0
435,0
435.25,0
435.5,0
435.75,0
436,0
436.25,0
436.5,0
436.75,0
437,0
437.25,0
437.5,0
437.75,0
438,0
438.25,0
438.5,0
438.75,0
439,0
439.25,0
439.5,0
439.75,0
440,0
440.25,0
440.5,0
440.75,0
441,0
441.25,0
441.5,0
441.75,0
442,0
442.25,0
442.5,0
442.75,0
443,0
443.25,0
443.5,0
443.75,0
444,0
444.25,0
444.5,0
444.75,0
445,0
445.25,0
445.5,0
445.75,0
446,0
446.25,0
446.5,0
446.75,0
447,0
447.25,0
447.5,0
447.75,0
448,0
448.25,0
448.5,0
448.75,0
449,0
449.25,0
449.5,0
449.75,0
450,0
450.25,0
450.5,0
450.75,0
451,0
451.25,0
451.5,0
451.75,0
452,0
452.25,0
452.5,0
452.75,0
453,0
453.25,0
453.5,0
453.75,0
454,0
454.25,0
454.5,0
454.75,0
455,0
455.25,0
455.5,0
455.75,0
456,0
456.25,0
456.5,0
456.75,0
457,0
457.25,0
457.5,0
457.75,0
458,0
458.25,0
458.5,0
458.75,0
459,0
459.25,0
459.5,0
459.75,0
460,0
460.25,0
460.5,0
460.75,0
461,0
461.25,0
461.5,0
461.75,0
462,0
462.25,0
462.5,0
462.75,0
463,0
463.25,0
463.5,0
463.75,0
464,0
464.25,0
464.5,0
464.75,0
465,0
465.25,0
465.5,0
465.75,0
466,0
466.25,0
466.5,0
466.75,0
467,0
467.25,0
467.5,0
467.75,0
468,0
468.25,0
468.5,0
468.75,0
469,0
469.25,0
469.5,0
469.75,0
470,0
470.25,0
470.5,0
470.75,0
471,0
471.25,0
471.5,0
471.75,0
472,0
472.25,0
472.5,0
472.75,0
473,0
473.25,0
473.5,0
473.75,0
474,0
474.25,0
474.5,0
474.75,0
475,0
475.25,0
475.5,0
475.75,0
476,0
476.25,0
476.5,0
476.75,0
477,0
477.25,0
477.5,0
477.75,0
478,0
478.25,0
478.5,0
478.75,0
479,0
479.25,0
479.5,0
479.75,0
480,0
480.25,0
480.5,0
480.75,0
481,0
481.25,0
481.5,0
481.75,0
482,0
482.25,0
482.5,0
482.75,0
483,0
483.25,0
483.5,0
483.75,0
484,0
484.25,0
484.5,0
484.75,0
485,0
485.25,0
485.5,0
485.75,0
486,0
486.25,0
486.5,0
486.75,0
487,0
487.25,0
487.5,0
487.75,0
488,0
488.25,0
488.5,0
488.75,0
489,0
489.25,0
489.5,0
489.75,0
490,0
490.25,0
490.5,0
490.75,0
491,0
491.25,0
491.5,0
491.75,0
492,0
492.25,0
492.5,0
492.75,0
493,0
493.25,0
493.5,0
493.75,0
494,0
494.25,0
494.5,0
494.75,0
495,0
495.25,0
495.5,0
495.75,0
496,0
496.25,0
496.5,0
496.75,0
497,0
497.25,0
497.5,0
497.75,0
498,0
498.25,0
498.5,0
498.75,0
499,0
499.25,0
499.5,0
499.75,0
500,0
500.25,0
500.5,0
500.75,0
501,0
501.25,0
501.5,0
501.75,0
502,0
502.25,0
502.5,0
502.75,0
503,0
503.25,0
503.5,0
503.75,0
504,0
504.25,0
504.5,0
504.75,0
505,0
505.25,0
505.5,0
505.75,0
506,0
506.25,0
506.5,0
506.75,0
507,0
507.25,0
507.5,0
507.75,0
508,0
508.25,0
508.5,0
508.75,0
509,0
509.25,0
509.5,0
509.75,0
510,0
510.25,0
510.5,0
510.75,0
511,0
511.25,0
511.5,0
511.75,0
512,0
512.25,0
512.5,0
512.75,0
513,0
513.25,0
513.5,0
513.75,0
514,0
514.25,0
514.5,0
514.75,0
515,0
515.25,0
515.5,0
515.75,0
516,0
516.25,0
516.5,0
516.75,0
517,0
517.25,0
517.5,0
517.75,0
518,0
518.25,0
518.5,0
518.75,0
519,0
519.25,0
519.5,0
519.75,0
520,0
520.25,0
520.5,0
520.75,0
521,0
521.25,0
521.5,0
521.75,0
522,0
522.25,0
522.5,0
522.75,0
523,0
523.25,0
523.5,0
523.75,0
524,0
524.25,0
524.5,0
524.75,0
525,0
525.25,0
525.5,0
525.75,0
526,0
526.25,0
526.5,0
526.75,0
527,0
527.25,0
527.5,0
527.75,0
528,0
528.25,0
528.5,0
528.75,0
529,0
529.25,0
529.5,0
529.75,0
530,0
530.25,0
530.5,0
530.75,0
531,0
531.25,0
531.5,0
531.75,0
532,0
532.25,0
532.5,0
532.75,0
533,0
533.25,0
533.5,0
533.75,0
534,0
534.25,0
534.5,0
534.75,0
535,0
535.25,0
535.5,0
535.75,0
536,0
536.25,0
536.5,0
536.75,0
537,0
537.25,0
537.5,0
537.75,0
538,0
538.25,0
538.5,0
538.75,0
539,0
539.25,0
539.5,0
539.75,0
540,0
540.25,0
540.5,0
540.75,0
541,0
541.25,0
541.5,0
541.75,0
542,0
542.25,0
542.5,0
