Time,mean_fraction_lambda_C
59,0.12214
59.25,0.157929
59.5,0.166425
59.75,0.146137
60,0.0679887
60.25,0.158763
60.5,0.152439
60.75,0.0839296
61,0.0989354
61.25,0.0850611
61.5,0.0718062
61.75,0.15399
62,0.143916
62.25,0.114917
62.5,0.0840002
62.75,0.128694
63,0.126706
63.25,0.0639238
63.5,0.132063
63.75,0.148551
64,0.0946883
64.25,0.071758
64.5,0.126715
64.75,0.134369
65,0.110133
65.25,0.109364
65.5,0.173816
65.75,0.123651
66,0.192248
66.25,0.155855
66.5,0.175265
66.75,0.0947392
67,0.0843759
67.25,0.116916
67.5,0.0998505
67.75,0.10854
68,0.146262
68.25,0.132035
68.5,0.13505
68.75,0.166886
69,0.12966
69.25,0.149725
69.5,0.148382
69.75,0.157566
70,0.126196
70.25,0.185817
70.5,0.0378623
70.75,0.101782
71,0.129208
71.25,0.106591
71.5,0.150427
71.75,0.0886164
72,0.105424
72.25,0.0939498
72.5,0.0763492
72.75,0.0895702
73,0.17497
73.25,0.194998
73.5,0.151467
73.75,0.126287
74,0.0980702
74.25,0.143292
74.5,0.164883
74.75,0.0256637
75,0.0843841
75.25,0.21475
75.5,0.0875309
75.75,0.0639671
76,0.106945
76.25,0.0915548
76.5,0.205229
76.75,0.217604
77,0.109948
77.25,0.0789856
77.5,0.0714664
77.75,0.0648296
78,0.105244
78.25,0.103441
78.5,0.0772806
78.75,0.124785
79,0.100412
79.25,0.0740104
79.5,0.177075
79.75,0.0276484
80,0.0881777
80.25,0.144399
80.5,0.10658
80.75,0.158574
81,0.164399
81.25,0.155217
81.5,0.122412
81.75,0.2829
82,0.182774
82.25,0.13292
82.5,0.200751
82.75,0.225979
83,0.063594
83.25,0.176807
83.5,0.300632
83.75,0.0561145
84,0.105301
84.25,0.155083
84.5,0.11359
84.75,0.0581791
85,0.176839
85.25,0.105537
85.5,0.116041
85.75,0.0387894
86,0.107856
86.25,0.244045
86.5,0.215444
86.75,0.0718774
87,0.0890236
87.25,0.426996
87.5,0.215925
87.75,0.252726
88,0.0059885
88.25,0.0929939
88.5,0.188556
88.75,0.13348
89,0.0548822
89.25,0.268915
89.5,0.107705
89.75,0.100937
90,0.0622904
90.25,0.147733
90.5,0.14469
90.75,0.154823
91,0.219349
91.25,0.069209
91.5,0.131621
91.75,0.134385
92,0.223791
92.25,0.1595
92.5,0.0917432
92.75,0.236671
93,0.167509
93.25,0.00769929
93.5,0.00236572
93.75,0.00115689
94,0.0698468
94.25,0.0607439
94.5,0.0533112
94.75,0.0808418
95,1.35539e-05
95.25,0.156323
95.5,0.279646
95.75,0.0723028
96,0.177299
96.25,0.315517
96.5,0.25134
96.75,0.120963
97,0.216919
97.25,0.19081
97.5,0.00277601
97.75,0.155119
98,0.0843719
98.25,0.00242908
98.5,0.300051
98.75,0.1827
99,0.0728429
99.25,0.146358
99.5,0.28393
99.75,0.151413
100,0.0672212
100.25,0.00147565
100.5,0.144657
100.75,0.112586
101,0.000931416
101.25,0.23729
101.5,0.14603
101.75,0.0567767
102,0.144246
102.25,0.135311
102.5,0.00535717
102.75,0.00986745
103,0.162042
103.25,0.000311124
103.5,0.333767
103.75,0.23611
104,0.37635
104.25,0.377089
104.5,0.400749
104.75,0.125848
105,0.0917166
105.25,0.00110861
105.5,0.143875
105.75,0.0968834
106,0.143919
106.25,0.113101
106.5,0.00148935
106.75,0.109283
107,0.200683
107.25,0.000539741
107.5,0.360664
107.75,0.00249573
108,0.145112
108.25,0.0473206
108.5,0.167434
108.75,0.250006
109,0.0929935
109.25,0.0575585
109.5,0.0716656
109.75,0.000601451
110,0.0834493
110.25,0.142972
110.5,0.168249
110.75,0.167412
111,0.400001
111.25,0.300123
111.5,0.0772942
111.75,0.00116925
112,0.0858379
112.25,0.1446
112.5,0.22239
112.75,0.272923
113,0.000241788
113.25,0.10313
113.5,0.1846
113.75,0.167309
114,0.09147
114.25,0.166672
114.5,0.285757
114.75,0.375418
115,0.154517
115.25,0.111455
115.5,0.000256001
115.75,7.30882e-05
116,0.12536
116.25,0.375366
116.5,0.000551931
116.75,0.0013533
117,0.0916832
117.25,0.154253
117.5,0.167019
117.75,0.181924
118,0.000268092
118.25,0.000218444
118.5,0.153949
118.75,0.272965
119,0.000133921
119.25,0.0631547
119.5,0.375039
119.75,0.00216866
120,0.250606
120.25,0.202157
120.5,0.111756
120.75,0.0910095
121,0.00074905
121.25,0.00140878
121.5,0.113189
121.75,0.16689
122,0.00121084
122.25,0.125592
122.5,0.278308
122.75,0.334156
123,0.286329
123.25,0.00194629
123.5,3.37232e-06
123.75,0.00137132
124,0.250205
124.25,0.000881066
124.5,0.000204721
124.75,0.250361
125,0.11323
125.25,0.000979903
125.5,0.20024
125.75,0.500144
126,0.334174
126.25,0.00131256
126.5,0.000495361
126.75,0.000658992
127,0.333891
127.25,0.200034
127.5,0.000742006
127.75,0.00061364
128,0.37507
128.25,0.000440046
128.5,2.47547e-05
128.75,0.20057
129,0.000388248
129.25,0.143137
129.5,0.166834
129.75,0.00041934
130,0.00054316
130.25,4.15581e-06
130.5,0.527465
130.75,0.000139686
131,1
131.25,0.017827
131.5,1.27651e-06
131.75,1.87804e-05
132,0.666674
132.25,0.250003
132.5,0.25021
132.75,0.000180947
133,7.34253e-06
133.25,0.000135148
133.5,0.500016
133.75,0.00163823
134,0.000309936
134.25,0.00145791
134.5,0.5
134.75,0.500109
135,0.200002
135.25,0.000857777
135.5,0.000174081
135.75,0.000560905
136,0.285754
136.25,0.000162643
136.5,1.76835e-06
136.75,0.333382
137,0.500024
137.25,0.500001
137.5,8.07273e-05
137.75,9.65738e-05
138,0.0494729
138.25,2.60612e-06
138.5,0.000108494
138.75,0.00018024
139,6.57378e-06
139.25,0
139.5,0
139.75,3.23039e-06
140,0.250074
140.25,0.000311887
140.5,0.000119968
140.75,0.500323
141,0.200388
141.25,0.00107997
141.5,0.000309239
141.75,0
142,0
142.25,0.000399535
142.5,6.48632e-05
142.75,0
143,7.79834e-05
143.25,7.18676e-08
143.5,0.00150422
143.75,1.35815e-06
144,0.333667
144.25,0.00140107
144.5,0.200027
144.75,0.127567
145,0.000359898
145.25,0.000251613
145.5,8.51802e-07
145.75,0.250003
146,1.21039e-06
146.25,1.48235e-07
146.5,1.89287e-07
146.75,1
147,3.26831e-05
147.25,0
147.5,0
147.75,1
148,2.16937e-07
148.25,0
148.5,0
148.75,0
149,0
149.25,0.000439216
149.5,1.38787e-05
149.75,0.000454567
150,0
150.25,0
150.5,0.00116822
150.75,0
151,6.63714e-06
151.25,0
151.5,1.40795e-05
151.75,0
152,0
152.25,0
152.5,2.0508e-06
152.75,0
153,2.6202e-08
153.25,0.00182097
153.5,0
153.75,0
154,6.48172e-06
154.25,0.000236517
154.5,0.5
154.75,0.0001654
155,0.000836504
155.25,0
155.5,0.000101604
155.75,0
156,0
156.25,0
156.5,0.000126371
156.75,0
157,0
157.25,4.31923e-06
157.5,0
157.75,0
158,4.21936e-08
158.25,0
158.5,1.9562e-08
158.75,0
159,0
159.25,0
159.5,0
159.75,0
160,5.96809e-05
160.25,2.93487e-08
160.5,0.250189
160.75,3.07402e-07
161,0.33364
161.25,0
161.5,0
161.75,0
162,2.27201e-07
162.25,9.24138e-09
162.5,0
162.75,0
163,0
163.25,0
163.5,0
163.75,9.02443e-05
164,9.03397e-08
164.25,0.5
164.5,0.000296583
164.75,0.000110026
165,0
165.25,0
165.5,0
165.75,1.4772e-08
166,0
166.25,0
166.5,0
166.75,0
167,0
167.25,0
167.5,0
167.75,0
168,0
168.25,0
168.5,0
168.75,0
169,0
169.25,0
169.5,0
169.75,0
170,0
170.25,0.500117
170.5,0
170.75,0.000101258
171,2.43134e-05
171.25,0
171.5,3.46736e-09
171.75,0
172,0
172.25,0
172.5,0
172.75,0.000402392
173,0
173.25,1.81995e-06
173.5,0
173.75,0
174,0
174.25,1.7613e-07
174.5,3.3437e-07
174.75,0
175,0
175.25,0
175.5,0
175.75,0
176,0
176.25,0
176.5,3.04118e-08
176.75,0
177,0
177.25,0
177.5,0
177.75,0
178,3.04232e-08
178.25,0
178.5,0
178.75,0
179,0
179.25,0
179.5,0
179.75,0
180,0
180.25,0
180.5,0
180.75,0
181,0
181.25,0
181.5,0
181.75,0
182,0
182.25,0
182.5,0
182.75,0
183,0
183.25,0
183.5,0
183.75,0
184,0
184.25,0
184.5,0
184.75,0
185,0
185.25,0
185.5,0
185.75,0
186,0
186.25,0
186.5,0
186.75,0
187,0
187.25,0
187.5,0
187.75,0
188,0
188.25,0
188.5,0
188.75,0
189,0
189.25,0
189.5,0
189.75,0
190,0
190.25,0
190.5,0
190.75,0
191,0
191.25,0
191.5,0
191.75,0
192,0
192.25,0
192.5,0
192.75,0
193,0
193.25,0
193.5,0
193.75,0
194,0
194.25,0
194.5,0
194.75,0
195,0
195.25,0
195.5,0
195.75,0
196,0
196.25,0
196.5,0
196.75,0
197,0
197.25,0
197.5,0
197.75,0
198,0
198.25,0
198.5,0
198.75,0
199,0
199.25,0
199.5,0
199.75,0
200,0
200.25,0
200.5,0
200.75,0
201,0
201.25,0
201.5,0
201.75,0
202,0
202.25,0
202.5,0
202.75,0
203,0
203.25,0
203.5,0
203.75,0
204,0
204.25,0
204.5,0
204.75,0
205,0
205.25,0
205.5,0
205.75,0
206,0
206.25,0
206.5,0
206.75,0
207,0
207.25,0
207.5,0
207.75,0
208,0
208.25,0
208.5,0
208.75,0
209,0
209.25,0
209.5,0
209.75,0
210,0
210.25,0
210.5,0
210.75,0
211,0
211.25,0
211.5,0
211.75,0
212,0
212.25,0
212.5,0
212.75,0
213,0
213.25,0
213.5,0
213.75,0
214,0
214.25,0
214.5,0
214.75,0
215,0
215.25,0
215.5,0
215.75,0
216,0
216.25,0
216.5,0
216.75,0
217,0
217.25,0
217.5,0
217.75,0
218,0
218.25,0
218.5,0
218.75,0
219,0
219.25,0
219.5,0
219.75,0
220,0
220.25,0
220.5,0
220.75,0
221,0
221.25,0
221.5,0
221.75,0
222,0
222.25,0
222.5,0
222.75,0
223,0
223.25,0
223.5,0
223.75,0
224,0
224.25,0
224.5,0
224.75,0
225,0
225.25,0
225.5,0
225.75,0
226,0
226.25,0
226.5,0
226.75,0
227,0
227.25,0
227.5,0
227.75,0
228,0
228.25,0
228.5,0
228.75,0
229,0
229.25,0
229.5,0
229.75,0
230,0
230.25,0
230.5,0
230.75,0
231,0
231.25,0
231.5,0
231.75,0
232,0
232.25,0
232.5,0
232.75,0
233,0
233.25,0
233.5,0
233.75,0
234,0
234.25,0
234.5,0
234.75,0
235,0
235.25,0
235.5,0
235.75,0
236,0
236.25,0
236.5,0
236.75,0
237,0
237.25,0
237.5,0
237.75,0
238,0
238.25,0
238.5,0
238.75,0
239,0
239.25,0
239.5,0
239.75,0
240,0
240.25,0
240.5,0
240.75,0
241,0
241.25,0
241.5,0
241.75,0
242,0
242.25,0
242.5,0
242.75,0
243,0
243.25,0
243.5,0
243.75,0
244,0
244.25,0
244.5,0
244.75,0
245,0
245.25,0
245.5,0
245.75,0
246,0
246.25,0
246.5,0
246.75,0
247,0
247.25,0
247.5,0
247.75,0
248,0
248.25,0
248.5,0
248.75,0
249,0
249.25,0
249.5,0
249.75,0
250,0
250.25,0
250.5,0
250.75,0
251,0
251.25,0
251.5,0
251.75,0
252,0
252.25,0
252.5,0
252.75,0
253,0
253.25,0
253.5,0
253.75,0
254,0
254.25,0
254.5,0
254.75,0
255,0
255.25,0
255.5,0
255.75,0
256,0
256.25,0
256.5,0
256.75,0
257,0
257.25,0
257.5,0
257.75,0
258,0
258.25,0
258.5,0
258.75,0
259,0
259.25,0
259.5,0
259.75,0
260,0
260.25,0
260.5,0
260.75,0
261,0
261.25,0
261.5,0
261.75,0
262,0
262.25,0
262.5,0
262.75,0
263,0
263.25,0
263.5,0
263.75,0
264,0
264.25,0
264.5,0
264.75,0
265,0
265.25,0
265.5,0
265.75,0
266,0
266.25,0
266.5,0
266.75,0
267,0
267.25,0
267.5,0
267.75,0
268,0
268.25,0
268.5,0
268.75,0
269,0
269.25,0
269.5,0
269.75,0
270,0
270.25,0
270.5,0
270.75,0
271,0
271.25,0
271.5,0
271.75,0
272,0
272.25,0
272.5,0
272.75,0
273,0
273.25,0
273.5,0
273.75,0
274,0
274.25,0
274.5,0
274.75,0
275,0
275.25,0
275.5,0
275.75,0
276,0
276.25,0
276.5,0
276.75,0
277,0
277.25,0
277.5,0
277.75,0
278,0
278.25,0
278.5,0
278.75,0
279,0
279.25,0
279.5,0
279.75,0
280,0
280.25,0
280.5,0
280.75,0
281,0
281.25,0
281.5,0
281.75,0
282,0
282.25,0
282.5,0
282.75,0
283,0
283.25,0
283.5,0
283.75,0
284,0
284.25,0
284.5,0
284.75,0
285,0
285.25,0
285.5,0
285.75,0
286,0
286.25,0
286.5,0
286.75,0
287,0
287.25,0
287.5,0
287.75,0
288,0
288.25,0
288.5,0
288.75,0
289,0
289.25,0
289.5,0
289.75,0
290,0
290.25,0
290.5,0
290.75,0
291,0
291.25,0
291.5,0
291.75,0
292,0
292.25,0
292.5,0
292.75,0
293,0
293.25,0
293.5,0
293.75,0
294,0
294.25,0
294.5,0
294.75,0
295,0
295.25,0
295.5,0
295.75,0
296,0
296.25,0
296.5,0
296.75,0
297,0
297.25,0
297.5,0
297.75,0
298,0
298.25,0
298.5,0
298.75,0
299,0
299.25,0
299.5,0
299.75,0
300,0
300.25,0
300.5,0
300.75,0
301,0
301.25,0
301.5,0
301.75,0
302,0
302.25,0
302.5,0
302.75,0
303,0
303.25,0
303.5,0
303.75,0
304,0
304.25,0
304.5,0
304.75,0
305,0
305.25,0
305.5,0
305.75,0
306,0
306.25,0
306.5,0
306.75,0
307,0
307.25,0
307.5,0
307.75,0
308,0
308.25,0
308.5,0
308.75,0
309,0
309.25,0
309.5,0
309.75,0
310,0
310.25,0
310.5,0
310.75,0
311,0
311.25,0
311.5,0
311.75,0
312,0
312.25,0
312.5,0
312.75,0
313,0
313.25,0
313.5,0
313.75,0
314,0
314.25,0
314.5,0
314.75,0
315,0
315.25,0
315.5,0
315.75,0
316,0
316.25,0
316.5,0
316.75,0
317,0
317.25,0
317.5,0
317.75,0
318,0
318.25,0
318.5,0
318.75,0
319,0
319.25,0
319.5,0
319.75,0
320,0
320.25,0
320.5,0
320.75,0
321,0
321.25,0
321.5,0
321.75,0
322,0
322.25,0
322.5,0
322.75,0
323,0
323.25,0
323.5,0
323.75,0
324,0
324.25,0
324.5,0
324.75,0
325,0
325.25,0
325.5,0
325.75,0
326,0
326.25,0
326.5,0
326.75,0
327,0
327.25,0
327.5,0
327.75,0
328,0
328.25,0
328.5,0
328.75,0
329,0
329.25,0
329.5,0
329.75,0
330,0
330.25,0
330.5,0
330.75,0
331,0
331.25,0
331.5,0
331.75,0
332,0
332.25,0
332.5,0
332.75,0
333,0
333.25,0
333.5,0
333.75,0
334,0
334.25,0
334.5,0
334.75,0
335,0
335.25,0
335.5,0
335.75,0
336,0
336.25,0
336.5,0
336.75,0
337,0
337.25,0
337.5,0
337.75,0
338,0
338.25,0
338.5,0
338.75,0
339,0
339.25,0
339.5,0
339.75,0
340,0
340.25,0
340.5,0
340.75,0
341,0
341.25,0
341.5,0
341.75,0
342,0
342.25,0
342.5,0
342.75,0
343,0
343.25,0
343.5,0
343.75,0
344,0
344.25,0
344.5,0
344.75,0
345,0
345.25,0
345.5,0
345.75,0
346,0
346.25,0
346.5,0
346.75,0
347,0
347.25,0
347.5,0
347.75,0
348,0
348.25,0
348.5,0
348.75,0
349,0
349.25,0
349.5,0
349.75,0
350,0
350.25,0
350.5,0
350.75,0
351,0
351.25,0
351.5,0
351.75,0
352,0
352.25,0
352.5,0
352.75,0
353,0
353.25,0
353.5,0
353.75,0
354,0
354.25,0
354.5,0
354.75,0
355,0
355.25,0
355.5,0
355.75,0
356,0
356.25,0
356.5,0
356.75,0
357,0
357.25,0
357.5,0
357.75,0
358,0
358.25,0
358.5,0
358.75,0
359,0
359.25,0
359.5,0
359.75,0
360,0
360.25,0
360.5,0
360.75,0
361,0
361.25,0
361.5,0
361.75,0
362,0
362.25,0
362.5,0
362.75,0
363,0
363.25,0
363.5,0
363.75,0
364,0
364.25,0
364.5,0
364.75,0
365,0
365.25,0
365.5,0
365.75,0
366,0
366.25,0
366.5,0
366.75,0
367,0
367.25,0
367.5,0
367.75,0
368,0
368.25,0
368.5,0
368.75,0
369,0
369.25,0
369.5,0
369.75,0
370,0
370.25,0
370.5,0
370.75,0
371,0
371.25,0
371.5,0
371.75,0
372,0
372.25,0
372.5,0
372.75,0
373,0
373.25,0
373.5,0
373.75,0
374,0
374.25,0
374.5,0
374.75,0
375,0
375.25,0
375.5,0
375.75,0
376,0
376.25,0
376.5,0
376.75,0
377,0
377.25,0
377.5,0
377.75,0
378,0
378.25,0
378.5,0
378.75,0
379,0
379.25,0
379.5,0
379.75,0
380,0
380.25,0
380.5,0
380.75,0
381,0
381.25,0
381.5,0
381.75,0
382,0
382.25,0
382.5,0
382.75,0
383,0
383.25,0
383.5,0
383.75,0
384,0
384.25,0
384.5,0
384.75,0
385,0
385.25,0
385.5,0
385.75,0
386,0
386.25,0
386.5,0
386.75,0
387,0
387.25,0
387.5,0
387.75,0
388,0
388.25,0
388.5,0
388.75,0
389,0
389.25,0
389.5,0
389.75,0
390,0
390.25,0
390.5,0
390.75,0
391,0
391.25,0
391.5,0
391.75,0
392,0
392.25,0
392.5,0
392.75,0
393,0
393.25,0
393.5,0
393.75,0
394,0
394.25,0
394.5,0
394.75,0
395,0
395.25,0
395.5,0
395.75,0
396,0
396.25,0
396.5,0
396.75,0
397,0
397.25,0
397.5,0
397.75,0
398,0
398.25,0
398.5,0
398.75,0
399,0
399.25,0
399.5,0
399.75,0
400,0
400.25,0
400.5,0
400.75,0
401,0
401.25,0
401.5,0
401.75,0
402,0
402.25,0
402.5,0
402.75,0
403,0
403.25,0
403.5,0
403.75,0
404,0
404.25,0
404.5,0
404.75,0
405,0
405.25,0
405.5,0
405.75,0
406,0
406.25,0
406.5,0
406.75,0
407,0
407.25,0
407.5,0
407.75,0
408,0
408.25,0
408.5,0
408.75,0
409,0
409.25,0
409.5,0
409.75,0
410,0
410.25,0
410.5,0
410.75,0
411,0
411.25,0
411.5,0
411.75,0
412,0
412.25,0
412.5,0
412.75,0
413,0
413.25,0
413.5,0
413.75,0
414,0
414.25,0
414.5,0
414.75,0
415,0
415.25,0
415.5,0
415.75,0
416,0
416.25,0
416.5,0
416.75,0
417,0
417.25,0
417.5,0
417.75,0
418,0
418.25,0
418.5,0
418.75,0
419,0
419.25,0
419.5,0
419.75,0
420,0
420.25,0
420.5,0
420.75,0
421,0
421.25,0
421.5,0
421.75,0
422,0
422.25,0
422.5,0
422.75,0
423,0
423.25,0
423.5,0
423.75,0
424,0
424.25,0
424.5,0
424.75,0
425,0
425.25,0
425.5,0
425.75,0
426,0
426.25,0
426.5,0
426.75,0
427,0
427.25,0
427.5,0
427.75,0
428,0
428.25,0
428.5,0
428.75,0
429,0
429.25,0
429.5,0
429.75,0
430,0
430.25,0
430.5,0
430.75,0
431,0
431.25,0
431.5,0
431.75,0
432,0
432.25,0
432.5,0
432.75,0
433,0
433.25,0
433.5,0
433.75,0
434,0
434.25,0
434.5,0
434.75,0
435,0
435.25,0
435.5,0
435.75,0
436,0
436.25,0
436.5,0
436.75,0
437,0
437.25,0
437.5,0
437.75,0
438,0
438.25,0
438.5,0
438.75,0
439,0
439.25,0
439.5,0
439.75,0
440,0
440.25,0
440.5,0
440.75,0
441,0
441.25,0
441.5,0
441.75,0
442,0
442.25,0
442.5,0
442.75,0
443,0
443.25,0
443.5,0
443.75,0
444,0
444.25,0
444.5,0
444.75,0
445,0
445.25,0
445.5,0
445.75,0
446,0
446.25,0
446.5,0
446.75,0
447,0
447.25,0
447.5,0
447.75,0
448,0
448.25,0
448.5,0
448.75,0
449,0
449.25,0
449.5,0
449.75,0
450,0
450.25,0
450.5,0
450.75,0
451,0
451.25,0
451.5,0
451.75,0
452,0
452.25,0
452.5,0
452.75,0
453,0
453.25,0
453.5,0
453.75,0
454,0
454.25,0
454.5,0
454.75,0
455,0
455.25,0
455.5,0
455.75,0
456,0
456.25,0
456.5,0
456.75,0
457,0
457.25,0
457.5,0
457.75,0
458,0
458.25,0
458.5,0
458.75,0
459,0
459.25,0
459.5,0
459.75,0
460,0
460.25,0
460.5,0
460.75,0
461,0
461.25,0
461.5,0
461.75,0
462,0
462.25,0
462.5,0
462.75,0
463,0
463.25,0
463.5,0
463.75,0
464,0
464.25,0
464.5,0
464.75,0
465,0
465.25,0
465.5,0
465.75,0
466,0
466.25,0
466.5,0
466.75,0
467,0
467.25,0
467.5,0
467.75,0
468,0
468.25,0
468.5,0
468.75,0
469,0
469.25,0
469.5,0
469.75,0
470,0
470.25,0
470.5,0
470.75,0
471,0
471.25,0
471.5,0
471.75,0
472,0
472.25,0
472.5,0
472.75,0
473,0
473.25,0
473.5,0
473.75,0
474,0
474.25,0
474.5,0
474.75,0
475,0
475.25,0
475.5,0
475.75,0
476,0
476.25,0
476.5,0
476.75,0
477,0
477.25,0
477.5,0
477.75,0
478,0
478.25,0
478.5,0
478.75,0
479,0
479.25,0
479.5,0
479.75,0
480,0
480.25,0
480.5,0
480.75,0
481,0
481.25,0
481.5,0
481.75,0
482,0
482.25,0
482.5,0
482.75,0
483,0
483.25,0
483.5,0
483.75,0
484,0
484.25,0
484.5,0
484.75,0
485,0
485.25,0
485.5,0
485.75,0
486,0
486.25,0
486.5,0
486.75,0
487,0
487.25,0
487.5,0
487.75,0
488,0
488.25,0
488.5,0
488.75,0
489,0
489.25,0
489.5,0
489.75,0
490,0
490.25,0
490.5,0
490.75,0
491,0
491.25,0
491.5,0
491.75,0
492,0
492.25,0
492.5,0
492.75,0
493,0
493.25,0
493.5,0
493.75,0
494,0
494.25,0
494.5,0
494.75,0
495,0
495.25,0
495.5,0
495.75,0
496,0
496.25,0
496.5,0
496.75,0
497,0
497.25,0
497.5,0
497.75,0
498,0
498.25,0
498.5,0
498.75,0
499,0
499.25,0
499.5,0
499.75,0
500,0
500.25,0
500.5,0
500.75,0
501,0
501.25,0
501.5,0
501.75,0
502,0
502.25,0
502.5,0
502.75,0
503,0
503.25,0
503.5,0
503.75,0
504,0
504.25,0
504.5,0
504.75,0
505,0
505.25,0
505.5,0
505.75,0
506,0
506.25,0
506.5,0
506.75,0
507,0
507.25,0
507.5,0
507.75,0
508,0
508.25,0
508.5,0
508.75,0
509,0
509.25,0
509.5,0
509.75,0
510,0
510.25,0
510.5,0
510.75,0
511,0
511.25,0
511.5,0
511.75,0
512,0
512.25,0
512.5,0
512.75,0
513,0
513.25,0
513.5,0
513.75,0
514,0
514.25,0
514.5,0
514.75,0
515,0
515.25,0
515.5,0
515.75,0
516,0
516.25,0
516.5,0
516.75,0
517,0
517.25,0
517.5,0
517.75,0
518,0
518.25,0
518.5,0
518.75,0
519,0
519.25,0
519.5,0
519.75,0
520,0
520.25,0
520.5,0
520.75,0
521,0
521.25,0
521.5,0
521.75,0
522,0
522.25,0
522.5,0
522.75,0
523,0
523.25,0
523.5,0
523.75,0
524,0
524.25,0
524.5,0
524.75,0
525,0
525.25,0
525.5,0
525.75,0
526,0
526.25,0
526.5,0
526.75,0
527,0
527.25,0
527.5,0
527.75,0
528,0
528.25,0
528.5,0
528.75,0
529,0
529.25,0
529.5,0
529.75,0
530,0
530.25,0
530.5,0
530.75,0
531,0
531.25,0
531.5,0
531.75,0
532,0
532.25,0
532.5,0
532.75,0
533,0
533.25,0
533.5,0
