Time,total_fraction_lambda_C
70.25,0.000329151
70.5,6.5436e-05
70.75,5.23021e-05
71,7.51836e-05
71.25,5.06828e-05
71.5,7.37634e-05
71.75,6.92724e-05
72,8.12581e-05
72.25,7.80144e-05
72.5,8.78839e-05
72.75,4.52662e-05
73,7.60179e-05
73.25,6.14642e-05
73.5,4.23427e-05
73.75,7.76981e-05
74,3.95811e-05
74.25,6.28737e-05
74.5,6.3188e-05
74.75,6.33992e-05
75,9.01181e-05
75.25,0.000120508
75.5,6.6465e-05
75.75,4.36201e-05
76,4.00023e-05
76.25,5.26614e-05
76.5,7.51277e-05
76.75,0.000103896
77,2.65659e-05
77.25,3.06833e-05
77.5,5.60204e-05
77.75,8.13816e-05
78,3.19229e-05
78.25,6.63508e-05
78.5,9.95196e-05
78.75,4.04362e-05
79,0.000112798
79.25,2.54407e-05
79.5,6.9164e-05
79.75,3.86581e-05
80,6.67489e-05
80.25,6.35589e-05
80.5,4.94249e-05
80.75,5.75453e-05
81,0.000110693
81.25,2.78057e-05
81.5,4.41324e-05
81.75,5.61734e-05
82,3.59445e-05
82.25,0.000155798
82.5,3.09705e-05
82.75,3.75076e-05
83,8.12505e-05
83.25,8.58177e-05
83.5,5.21004e-05
83.75,4.04859e-05
84,7.91828e-05
84.25,6.83816e-05
84.5,3.23182e-05
84.75,3.66774e-05
85,5.36042e-05
85.25,6.12615e-05
85.5,6.8534e-05
85.75,2.90571e-05
86,3.14531e-05
86.25,7.46883e-05
86.5,8.70271e-05
86.75,3.0106e-05
87,9.95729e-05
87.25,5.60867e-05
87.5,2.89009e-05
87.75,8.45283e-05
88,6.37517e-05
88.25,7.58489e-05
88.5,8.73523e-05
88.75,8.32584e-05
89,2.58801e-05
89.25,5.49955e-05
89.5,2.60462e-05
89.75,2.43882e-05
90,3.97543e-05
90.25,3.13982e-05
90.5,9.36101e-05
90.75,2.42516e-05
91,4.70431e-05
91.25,3.80488e-05
91.5,1.91757e-05
91.75,2.39703e-05
92,2.23035e-05
92.25,4.11094e-05
92.5,2.60628e-05
92.75,2.10281e-05
93,3.94785e-05
93.25,2.10025e-05
93.5,3.52848e-05
93.75,2.6765e-05
94,0.000148647
94.25,1.78848e-05
94.5,6.49489e-05
94.75,1.50696e-05
95,7.55089e-06
95.25,2.08423e-05
95.5,3.19635e-05
95.75,2.70642e-05
96,7.6823e-05
96.25,0.000151989
96.5,6.40245e-05
96.75,4.42424e-05
97,4.10244e-05
97.25,7.10872e-05
97.5,0.000191719
97.75,8.96853e-05
98,3.91439e-05
98.25,2.54649e-05
98.5,1.62067e-05
98.75,2.95643e-05
99,2.74174e-05
99.25,1.46481e-05
99.5,3.69464e-05
99.75,2.51608e-05
100,4.86527e-05
100.25,2.58801e-05
100.5,7.52595e-05
100.75,2.56656e-05
101,1.21359e-05
101.25,0.000100131
101.5,9.34763e-06
101.75,0.000126968
102,2.03348e-05
102.25,3.08065e-05
102.5,4.19644e-05
102.75,3.12794e-05
103,1.41999e-05
103.25,1.20507e-05
103.5,1.96383e-05
103.75,1.90962e-05
104,4.0165e-05
104.25,0.00017698
104.5,6.51734e-05
104.75,1.65804e-05
105,9.16419e-06
105.25,1.30982e-05
105.5,9.48307e-05
105.75,5.10582e-05
106,3.67643e-05
106.25,1.87003e-05
106.5,0.000207384
106.75,4.80149e-05
107,1.4568e-05
107.25,1.09592e-05
107.5,0.000123674
107.75,2.51558e-05
108,4.03726e-05
108.25,3.07537e-05
108.5,3.64152e-05
108.75,1.00429e-05
109,2.90164e-05
109.25,0.000179987
109.5,2.45356e-05
109.75,1.77177e-05
110,5.85537e-05
110.25,2.10468e-05
110.5,5.50607e-05
110.75,1.42013e-05
111,1.28947e-05
111.25,8.05197e-05
111.5,1.18649e-05
111.75,4.00821e-05
112,8.73187e-06
112.25,5.7678e-05
112.5,1.89052e-05
112.75,7.16632e-05
113,2.57581e-05
113.25,7.87724e-06
113.5,4.11772e-05
113.75,0.000288243
114,2.32308e-05
114.25,7.47177e-06
114.5,1.84566e-05
114.75,6.10639e-05
115,1.08482e-05
115.25,6.22813e-05
115.5,2.5347e-05
115.75,9.25314e-06
116,9.38059e-06
116.25,3.88523e-05
116.5,1.79441e-05
116.75,4.15904e-05
117,1.79082e-05
117.25,3.31913e-05
117.5,4.87508e-05
117.75,2.34011e-05
118,1.93307e-05
118.25,4.04283e-06
118.5,1.11448e-05
118.75,4.01994e-05
119,1.62173e-05
119.25,1.78059e-05
119.5,0.000106759
119.75,6.85486e-06
120,0.000109212
120.25,0.000120574
120.5,2.43919e-05
120.75,5.89305e-06
121,1.20326e-05
121.25,1.05445e-05
121.5,1.63121e-05
121.75,2.86035e-05
122,8.67671e-06
122.25,2.97029e-05
122.5,1.07265e-05
122.75,2.16635e-05
123,1.95321e-05
123.25,5.72971e-05
123.5,1.32764e-06
123.75,1.05329e-05
124,1.74882e-05
124.25,1.33204e-05
124.5,1.06513e-05
124.75,2.29622e-05
125,1.31273e-05
125.25,9.57688e-06
125.5,3.11928e-05
125.75,3.79595e-05
126,2.70115e-05
126.25,2.60824e-05
126.5,1.37554e-05
126.75,4.47458e-06
127,0.00165456
127.25,9.35824e-06
127.5,7.2899e-06
127.75,7.68849e-06
128,1.78376e-05
128.25,7.03252e-06
128.5,5.69436e-06
128.75,1.92186e-05
129,4.07996e-06
129.25,9.04186e-06
129.5,7.00564e-06
129.75,6.28833e-06
130,5.76748e-06
130.25,4.15581e-06
130.5,0.140001
130.75,4.37016e-05
131,1
131.25,0.0178499
131.5,1.27651e-06
131.75,1.58047e-06
132,8.67111e-05
132.25,4.3295e-06
132.5,6.53081e-06
132.75,1.13445e-05
133,7.45697e-06
133.25,1.2342e-06
133.5,8.89423e-05
133.75,0.00163823
134,4.22762e-06
134.25,4.47663e-06
134.5,5.35209e-06
134.75,0.000278859
135,3.59966e-06
135.25,0.000857842
135.5,4.70421e-06
135.75,3.41937e-06
136,3.36959e-06
136.25,6.82201e-05
136.5,2.04582e-06
136.75,1.78853e-05
137,6.71539e-05
137.25,1.18913e-05
137.5,5.76259e-06
137.75,3.89113e-06
138,0.0494729
138.25,2.60612e-06
138.5,9.94353e-06
138.75,0.00018024
139,6.57378e-06
139.25,-nan
139.5,-nan
139.75,3.23039e-06
140,9.89393e-06
140.25,3.21204e-06
140.5,1.85025e-06
140.75,0.000641763
141,0.000431702
141.25,0.00107998
141.5,1.11858e-05
141.75,-nan
142,-nan
142.25,0.000399535
142.5,2.23963e-06
142.75,-nan
143,3.1426e-06
143.25,7.18676e-08
143.5,0.00150422
143.75,1.35815e-06
144,1.51678e-05
144.25,4.89607e-06
144.5,2.07793e-06
144.75,5.33874e-05
145,3.7962e-06
145.25,1.73785e-06
145.5,8.51802e-07
145.75,3.18148e-06
146,2.12226e-07
146.25,1.48235e-07
146.5,1.89287e-07
146.75,1
147,3.75695e-07
147.25,-nan
147.5,-nan
147.75,1
148,2.16937e-07
148.25,-nan
148.5,-nan
148.75,-nan
149,-nan
149.25,7.17705e-06
149.5,1.38787e-05
149.75,4.98602e-06
150,-nan
150.25,-nan
150.5,0.00116822
150.75,-nan
151,6.63714e-06
151.25,-nan
151.5,1.40795e-05
151.75,-nan
152,-nan
152.25,-nan
152.5,2.0508e-06
152.75,-nan
153,2.6202e-08
153.25,0.00182097
153.5,-nan
153.75,-nan
154,6.48172e-06
154.25,1.89558e-06
154.5,1.33155e-06
154.75,3.56712e-05
155,0.000836577
155.25,-nan
155.5,1.94001e-06
155.75,-nan
156,-nan
156.25,-nan
156.5,0.000126371
156.75,-nan
157,-nan
157.25,4.31923e-06
157.5,-nan
157.75,-nan
158,4.21936e-08
158.25,-nan
158.5,1.9562e-08
158.75,-nan
159,-nan
159.25,-nan
159.5,-nan
159.75,-nan
160,5.96809e-05
160.25,2.93487e-08
160.5,2.02111e-05
160.75,3.07402e-07
161,3.36406e-06
161.25,-nan
161.5,-nan
161.75,-nan
162,2.27201e-07
162.25,9.24138e-09
162.5,-nan
162.75,-nan
163,-nan
163.25,-nan
163.5,-nan
163.75,9.02443e-05
164,9.03397e-08
164.25,5.77151e-07
164.5,0.000296584
164.75,8.47382e-07
165,-nan
165.25,-nan
165.5,-nan
165.75,1.4772e-08
166,-nan
166.25,-nan
166.5,-nan
166.75,-nan
167,-nan
167.25,-nan
167.5,-nan
167.75,-nan
168,-nan
168.25,-nan
168.5,-nan
168.75,-nan
169,-nan
169.25,-nan
169.5,-nan
169.75,-nan
170,-nan
170.25,0.000859212
170.5,-nan
170.75,0.000101264
171,1.89802e-06
171.25,-nan
171.5,3.46736e-09
171.75,-nan
172,-nan
172.25,-nan
172.5,-nan
172.75,0.000402392
173,-nan
173.25,1.81995e-06
173.5,-nan
173.75,-nan
174,-nan
174.25,1.7613e-07
174.5,2.03679e-07
174.75,-nan
175,-nan
175.25,-nan
175.5,-nan
175.75,-nan
176,-nan
176.25,-nan
176.5,3.04118e-08
176.75,-nan
177,-nan
177.25,-nan
177.5,-nan
177.75,-nan
178,3.04232e-08
178.25,-nan
178.5,-nan
178.75,-nan
179,-nan
179.25,-nan
179.5,-nan
179.75,-nan
180,-nan
180.25,-nan
180.5,-nan
180.75,-nan
181,-nan
181.25,-nan
181.5,-nan
181.75,-nan
182,-nan
182.25,-nan
182.5,-nan
182.75,-nan
183,-nan
183.25,-nan
183.5,-nan
183.75,-nan
184,-nan
184.25,-nan
184.5,-nan
184.75,-nan
185,-nan
185.25,-nan
185.5,-nan
185.75,-nan
186,-nan
186.25,-nan
186.5,-nan
186.75,-nan
187,-nan
187.25,-nan
187.5,-nan
187.75,-nan
188,-nan
188.25,-nan
188.5,-nan
188.75,-nan
189,-nan
189.25,-nan
189.5,-nan
189.75,-nan
190,-nan
190.25,-nan
190.5,-nan
190.75,-nan
191,-nan
191.25,-nan
191.5,-nan
191.75,-nan
192,-nan
192.25,-nan
192.5,-nan
192.75,-nan
193,-nan
193.25,-nan
193.5,-nan
193.75,-nan
194,-nan
194.25,-nan
194.5,-nan
194.75,-nan
195,-nan
195.25,-nan
195.5,-nan
195.75,-nan
196,-nan
196.25,-nan
196.5,-nan
196.75,-nan
197,-nan
197.25,-nan
197.5,-nan
197.75,-nan
198,-nan
198.25,-nan
198.5,-nan
198.75,-nan
199,-nan
199.25,-nan
199.5,-nan
199.75,-nan
200,-nan
200.25,-nan
200.5,-nan
200.75,-nan
201,-nan
201.25,-nan
201.5,-nan
201.75,-nan
202,-nan
202.25,-nan
202.5,-nan
202.75,-nan
203,-nan
203.25,-nan
203.5,-nan
203.75,-nan
204,-nan
204.25,-nan
204.5,-nan
204.75,-nan
205,-nan
205.25,-nan
205.5,-nan
205.75,-nan
206,-nan
206.25,-nan
206.5,-nan
206.75,-nan
207,-nan
207.25,-nan
207.5,-nan
207.75,-nan
208,-nan
208.25,-nan
208.5,-nan
208.75,-nan
209,-nan
209.25,-nan
209.5,-nan
209.75,-nan
210,-nan
210.25,-nan
210.5,-nan
210.75,-nan
211,-nan
211.25,-nan
211.5,-nan
211.75,-nan
212,-nan
212.25,-nan
212.5,-nan
212.75,-nan
213,-nan
213.25,-nan
213.5,-nan
213.75,-nan
214,-nan
214.25,-nan
214.5,-nan
214.75,-nan
215,-nan
215.25,-nan
215.5,-nan
215.75,-nan
216,-nan
216.25,-nan
216.5,-nan
216.75,-nan
217,-nan
217.25,-nan
217.5,-nan
217.75,-nan
218,-nan
218.25,-nan
218.5,-nan
218.75,-nan
219,-nan
219.25,-nan
219.5,-nan
219.75,-nan
220,-nan
220.25,-nan
220.5,-nan
220.75,-nan
221,-nan
221.25,-nan
221.5,-nan
221.75,-nan
222,-nan
222.25,-nan
222.5,-nan
222.75,-nan
223,-nan
223.25,-nan
223.5,-nan
223.75,-nan
224,-nan
224.25,-nan
224.5,-nan
224.75,-nan
225,-nan
225.25,-nan
225.5,-nan
225.75,-nan
226,-nan
226.25,-nan
226.5,-nan
226.75,-nan
227,-nan
227.25,-nan
227.5,-nan
227.75,-nan
228,-nan
228.25,-nan
228.5,-nan
228.75,-nan
229,-nan
229.25,-nan
229.5,-nan
229.75,-nan
230,-nan
230.25,-nan
230.5,-nan
230.75,-nan
231,-nan
231.25,-nan
231.5,-nan
231.75,-nan
232,-nan
232.25,-nan
232.5,-nan
232.75,-nan
233,-nan
233.25,-nan
233.5,-nan
233.75,-nan
234,-nan
234.25,-nan
234.5,-nan
234.75,-nan
235,-nan
235.25,-nan
235.5,-nan
235.75,-nan
236,-nan
236.25,-nan
236.5,-nan
236.75,-nan
237,-nan
237.25,-nan
237.5,-nan
237.75,-nan
238,-nan
238.25,-nan
238.5,-nan
238.75,-nan
239,-nan
239.25,-nan
239.5,-nan
239.75,-nan
240,-nan
240.25,-nan
240.5,-nan
240.75,-nan
241,-nan
241.25,-nan
241.5,-nan
241.75,-nan
242,-nan
242.25,-nan
242.5,-nan
242.75,-nan
243,-nan
243.25,-nan
243.5,-nan
243.75,-nan
244,-nan
244.25,-nan
244.5,-nan
244.75,-nan
245,-nan
245.25,-nan
245.5,-nan
245.75,-nan
246,-nan
246.25,-nan
246.5,-nan
246.75,-nan
247,-nan
247.25,-nan
247.5,-nan
247.75,-nan
248,-nan
248.25,-nan
248.5,-nan
248.75,-nan
249,-nan
249.25,-nan
249.5,-nan
249.75,-nan
250,-nan
250.25,-nan
250.5,-nan
250.75,-nan
251,-nan
251.25,-nan
251.5,-nan
251.75,-nan
252,-nan
252.25,-nan
252.5,-nan
252.75,-nan
253,-nan
253.25,-nan
253.5,-nan
253.75,-nan
254,-nan
254.25,-nan
254.5,-nan
254.75,-nan
255,-nan
255.25,-nan
255.5,-nan
255.75,-nan
256,-nan
256.25,-nan
256.5,-nan
256.75,-nan
257,-nan
257.25,-nan
257.5,-nan
257.75,-nan
258,-nan
258.25,-nan
258.5,-nan
258.75,-nan
259,-nan
259.25,-nan
259.5,-nan
259.75,-nan
260,-nan
260.25,-nan
260.5,-nan
260.75,-nan
261,-nan
261.25,-nan
261.5,-nan
261.75,-nan
262,-nan
262.25,-nan
262.5,-nan
262.75,-nan
263,-nan
263.25,-nan
263.5,-nan
263.75,-nan
264,-nan
264.25,-nan
264.5,-nan
264.75,-nan
265,-nan
265.25,-nan
265.5,-nan
265.75,-nan
266,-nan
266.25,-nan
266.5,-nan
266.75,-nan
267,-nan
267.25,-nan
267.5,-nan
267.75,-nan
268,-nan
268.25,-nan
268.5,-nan
268.75,-nan
269,-nan
269.25,-nan
269.5,-nan
269.75,-nan
270,-nan
270.25,-nan
270.5,-nan
270.75,-nan
271,-nan
271.25,-nan
271.5,-nan
271.75,-nan
272,-nan
272.25,-nan
272.5,-nan
272.75,-nan
273,-nan
273.25,-nan
273.5,-nan
273.75,-nan
274,-nan
274.25,-nan
274.5,-nan
274.75,-nan
275,-nan
275.25,-nan
275.5,-nan
275.75,-nan
276,-nan
276.25,-nan
276.5,-nan
276.75,-nan
277,-nan
277.25,-nan
277.5,-nan
277.75,-nan
278,-nan
278.25,-nan
278.5,-nan
278.75,-nan
279,-nan
279.25,-nan
279.5,-nan
279.75,-nan
280,-nan
280.25,-nan
280.5,-nan
280.75,-nan
281,-nan
281.25,-nan
281.5,-nan
281.75,-nan
282,-nan
282.25,-nan
282.5,-nan
282.75,-nan
283,-nan
283.25,-nan
283.5,-nan
283.75,-nan
284,-nan
284.25,-nan
284.5,-nan
284.75,-nan
285,-nan
285.25,-nan
285.5,-nan
285.75,-nan
286,-nan
286.25,-nan
286.5,-nan
286.75,-nan
287,-nan
287.25,-nan
287.5,-nan
287.75,-nan
288,-nan
288.25,-nan
288.5,-nan
288.75,-nan
289,-nan
289.25,-nan
289.5,-nan
289.75,-nan
290,-nan
290.25,-nan
290.5,-nan
290.75,-nan
291,-nan
291.25,-nan
291.5,-nan
291.75,-nan
292,-nan
292.25,-nan
292.5,-nan
292.75,-nan
293,-nan
293.25,-nan
293.5,-nan
293.75,-nan
294,-nan
294.25,-nan
294.5,-nan
294.75,-nan
295,-nan
295.25,-nan
295.5,-nan
295.75,-nan
296,-nan
296.25,-nan
296.5,-nan
296.75,-nan
297,-nan
297.25,-nan
297.5,-nan
297.75,-nan
298,-nan
298.25,-nan
298.5,-nan
298.75,-nan
299,-nan
299.25,-nan
299.5,-nan
299.75,-nan
300,-nan
300.25,-nan
300.5,-nan
300.75,-nan
301,-nan
301.25,-nan
301.5,-nan
301.75,-nan
302,-nan
302.25,-nan
302.5,-nan
302.75,-nan
303,-nan
303.25,-nan
303.5,-nan
303.75,-nan
304,-nan
304.25,-nan
304.5,-nan
304.75,-nan
305,-nan
305.25,-nan
305.5,-nan
305.75,-nan
306,-nan
306.25,-nan
306.5,-nan
306.75,-nan
307,-nan
307.25,-nan
307.5,-nan
307.75,-nan
308,-nan
308.25,-nan
308.5,-nan
308.75,-nan
309,-nan
309.25,-nan
309.5,-nan
309.75,-nan
310,-nan
310.25,-nan
310.5,-nan
310.75,-nan
311,-nan
311.25,-nan
311.5,-nan
311.75,-nan
312,-nan
312.25,-nan
312.5,-nan
312.75,-nan
313,-nan
313.25,-nan
313.5,-nan
313.75,-nan
314,-nan
314.25,-nan
314.5,-nan
314.75,-nan
315,-nan
315.25,-nan
315.5,-nan
315.75,-nan
316,-nan
316.25,-nan
316.5,-nan
316.75,-nan
317,-nan
317.25,-nan
317.5,-nan
317.75,-nan
318,-nan
318.25,-nan
318.5,-nan
318.75,-nan
319,-nan
319.25,-nan
319.5,-nan
319.75,-nan
320,-nan
320.25,-nan
320.5,-nan
320.75,-nan
321,-nan
321.25,-nan
321.5,-nan
321.75,-nan
322,-nan
322.25,-nan
322.5,-nan
322.75,-nan
323,-nan
323.25,-nan
323.5,-nan
323.75,-nan
324,-nan
324.25,-nan
324.5,-nan
324.75,-nan
325,-nan
325.25,-nan
325.5,-nan
325.75,-nan
326,-nan
326.25,-nan
326.5,-nan
326.75,-nan
327,-nan
327.25,-nan
327.5,-nan
327.75,-nan
328,-nan
328.25,-nan
328.5,-nan
328.75,-nan
329,-nan
329.25,-nan
329.5,-nan
329.75,-nan
330,-nan
330.25,-nan
330.5,-nan
330.75,-nan
331,-nan
331.25,-nan
331.5,-nan
331.75,-nan
332,-nan
332.25,-nan
332.5,-nan
332.75,-nan
333,-nan
333.25,-nan
333.5,-nan
333.75,-nan
334,-nan
334.25,-nan
334.5,-nan
334.75,-nan
335,-nan
335.25,-nan
335.5,-nan
335.75,-nan
336,-nan
336.25,-nan
336.5,-nan
336.75,-nan
337,-nan
337.25,-nan
337.5,-nan
337.75,-nan
338,-nan
338.25,-nan
338.5,-nan
338.75,-nan
339,-nan
339.25,-nan
339.5,-nan
339.75,-nan
340,-nan
340.25,-nan
340.5,-nan
340.75,-nan
341,-nan
341.25,-nan
341.5,-nan
341.75,-nan
342,-nan
342.25,-nan
342.5,-nan
342.75,-nan
343,-nan
343.25,-nan
343.5,-nan
343.75,-nan
344,-nan
344.25,-nan
344.5,-nan
344.75,-nan
345,-nan
345.25,-nan
345.5,-nan
345.75,-nan
346,-nan
346.25,-nan
346.5,-nan
346.75,-nan
347,-nan
347.25,-nan
347.5,-nan
347.75,-nan
348,-nan
348.25,-nan
348.5,-nan
348.75,-nan
349,-nan
349.25,-nan
349.5,-nan
349.75,-nan
350,-nan
350.25,-nan
350.5,-nan
350.75,-nan
351,-nan
351.25,-nan
351.5,-nan
351.75,-nan
352,-nan
352.25,-nan
352.5,-nan
352.75,-nan
353,-nan
353.25,-nan
353.5,-nan
353.75,-nan
354,-nan
354.25,-nan
354.5,-nan
354.75,-nan
355,-nan
355.25,-nan
355.5,-nan
355.75,-nan
356,-nan
356.25,-nan
356.5,-nan
356.75,-nan
357,-nan
357.25,-nan
357.5,-nan
357.75,-nan
358,-nan
358.25,-nan
358.5,-nan
358.75,-nan
359,-nan
359.25,-nan
359.5,-nan
359.75,-nan
360,-nan
360.25,-nan
360.5,-nan
360.75,-nan
361,-nan
361.25,-nan
361.5,-nan
361.75,-nan
362,-nan
362.25,-nan
362.5,-nan
362.75,-nan
363,-nan
363.25,-nan
363.5,-nan
363.75,-nan
364,-nan
364.25,-nan
364.5,-nan
364.75,-nan
365,-nan
365.25,-nan
365.5,-nan
365.75,-nan
366,-nan
366.25,-nan
366.5,-nan
366.75,-nan
367,-nan
367.25,-nan
367.5,-nan
367.75,-nan
368,-nan
368.25,-nan
368.5,-nan
368.75,-nan
369,-nan
369.25,-nan
369.5,-nan
369.75,-nan
370,-nan
370.25,-nan
370.5,-nan
370.75,-nan
371,-nan
371.25,-nan
371.5,-nan
371.75,-nan
372,-nan
372.25,-nan
372.5,-nan
372.75,-nan
373,-nan
373.25,-nan
373.5,-nan
373.75,-nan
374,-nan
374.25,-nan
374.5,-nan
374.75,-nan
375,-nan
375.25,-nan
375.5,-nan
375.75,-nan
376,-nan
376.25,-nan
376.5,-nan
376.75,-nan
377,-nan
377.25,-nan
377.5,-nan
377.75,-nan
378,-nan
378.25,-nan
378.5,-nan
378.75,-nan
379,-nan
379.25,-nan
379.5,-nan
379.75,-nan
380,-nan
380.25,-nan
380.5,-nan
380.75,-nan
381,-nan
381.25,-nan
381.5,-nan
381.75,-nan
382,-nan
382.25,-nan
382.5,-nan
382.75,-nan
383,-nan
383.25,-nan
383.5,-nan
383.75,-nan
384,-nan
384.25,-nan
384.5,-nan
384.75,-nan
385,-nan
385.25,-nan
385.5,-nan
385.75,-nan
386,-nan
386.25,-nan
386.5,-nan
386.75,-nan
387,-nan
387.25,-nan
387.5,-nan
387.75,-nan
388,-nan
388.25,-nan
388.5,-nan
388.75,-nan
389,-nan
389.25,-nan
389.5,-nan
389.75,-nan
390,-nan
390.25,-nan
390.5,-nan
390.75,-nan
391,-nan
391.25,-nan
391.5,-nan
391.75,-nan
392,-nan
392.25,-nan
392.5,-nan
392.75,-nan
393,-nan
393.25,-nan
393.5,-nan
393.75,-nan
