Time,cumulative_mean_fraction_lambda_C
61.5,0.151355
61.75,0.151395
62,0.151289
62.25,0.150754
62.5,0.149771
62.75,0.149448
63,0.149059
63.25,0.147846
63.5,0.147599
63.75,0.147612
64,0.146799
64.25,0.145635
64.5,0.145343
64.75,0.145156
65,0.144594
65.25,0.144087
65.5,0.144555
65.75,0.144256
66,0.144925
66.25,0.1451
66.5,0.145448
66.75,0.144696
67,0.143873
67.25,0.14351
67.5,0.14295
67.75,0.142425
68,0.142483
68.25,0.142307
68.5,0.142203
68.75,0.142543
69,0.142317
69.25,0.142445
69.5,0.142537
69.75,0.142752
70,0.142551
70.25,0.142706
70.5,0.141835
70.75,0.141057
71,0.14018
71.25,0.139577
71.5,0.138689
71.75,0.137811
72,0.136767
72.25,0.13629
72.5,0.135701
72.75,0.135049
73,0.134771
73.25,0.134326
73.5,0.133813
73.75,0.133122
74,0.132712
74.25,0.132061
74.5,0.131817
74.75,0.131285
75,0.130769
75.25,0.130524
75.5,0.130246
75.75,0.129797
76,0.129609
76.25,0.1293
76.5,0.129082
76.75,0.128978
77,0.128533
77.25,0.128408
77.5,0.128347
77.75,0.128158
78,0.127842
78.25,0.127764
78.5,0.127521
78.75,0.127473
79,0.127358
79.25,0.127211
79.5,0.127052
79.75,0.12686
80,0.12669
80.25,0.126749
80.5,0.126523
80.75,0.12638
81,0.126412
81.25,0.126293
81.5,0.126044
81.75,0.126092
82,0.12602
82.25,0.125895
82.5,0.125856
82.75,0.126163
83,0.126054
83.25,0.12608
83.5,0.125945
83.75,0.125958
84,0.125779
84.25,0.125718
84.5,0.125792
84.75,0.12573
85,0.125774
85.25,0.125842
85.5,0.125832
85.75,0.125697
86,0.125593
86.25,0.125539
86.5,0.125607
86.75,0.125445
87,0.12562
87.25,0.125606
87.5,0.125662
87.75,0.125675
88,0.125661
88.25,0.125544
88.5,0.125679
88.75,0.125571
89,0.125611
89.25,0.125479
89.5,0.125411
89.75,0.125358
90,0.125304
90.25,0.125157
90.5,0.125078
90.75,0.125064
91,0.125118
91.25,0.125172
91.5,0.125186
91.75,0.125172
92,0.125133
92.25,0.125066
92.5,0.125026
92.75,0.125066
93,0.125026
93.25,0.124962
93.5,0.124895
93.75,0.124829
94,0.124763
94.25,0.124723
94.5,0.124683
94.75,0.12465
95,0.124584
95.25,0.124551
95.5,0.124485
95.75,0.124538
96,0.124512
96.25,0.124777
96.5,0.124744
96.75,0.12481
97,0.124938
97.25,0.124911
97.5,0.124861
97.75,0.124861
98,0.124824
98.25,0.124784
98.5,0.124746
98.75,0.124839
99,0.124825
99.25,0.124825
99.5,0.124891
99.75,0.124878
100,0.124839
100.25,0.124826
100.5,0.124905
100.75,0.124891
101,0.124878
101.25,0.124852
101.5,0.124813
101.75,0.124799
102,0.124721
102.25,0.124642
102.5,0.12459
102.75,0.124553
103,0.124632
103.25,0.124632
103.5,0.124619
103.75,0.124711
104,0.124685
104.25,0.124777
104.5,0.12475
104.75,0.12475
105,0.124737
105.25,0.124724
105.5,0.124803
105.75,0.12479
106,0.12479
106.25,0.12479
106.5,0.12479
106.75,0.124764
107,0.124764
107.25,0.124764
107.5,0.124856
107.75,0.124843
108,0.124908
108.25,0.124908
108.5,0.124895
108.75,0.124895
109,0.124895
109.25,0.124895
109.5,0.124895
109.75,0.124895
110,0.124895
110.25,0.124895
110.5,0.124895
110.75,0.124882
111,0.124974
111.25,0.124974
111.5,0.124961
111.75,0.124961
112,0.124961
112.25,0.124934
112.5,0.124908
112.75,0.124908
113,0.124908
113.25,0.125
113.5,0.124961
113.75,0.124961
114,0.125052
114.25,0.125052
114.5,0.125013
114.75,0.125
115,0.125
115.25,0.125
115.5,0.125
115.75,0.125
116,0.125
116.25,0.125
116.5,0.125
116.75,0.124987
117,0.124987
117.25,0.124974
117.5,0.124974
117.75,0.125066
118,0.125066
118.25,0.125066
118.5,0.125066
118.75,0.125066
119,0.125052
119.25,0.125039
119.5,0.125039
119.75,0.125039
120,0.125039
120.25,0.125039
120.5,0.125039
120.75,0.125026
121,0.125026
121.25,0.125026
121.5,0.125026
121.75,0.125026
122,0.125013
122.25,0.125013
122.5,0.125013
122.75,0.125
123,0.125
123.25,0.124987
123.5,0.124961
123.75,0.124961
124,0.124961
124.25,0.124961
124.5,0.124961
124.75,0.124948
125,0.124948
125.25,0.124948
125.5,0.124948
125.75,0.124948
126,0.124948
126.25,0.124948
126.5,0.124948
126.75,0.124948
127,0.124948
127.25,0.124948
127.5,0.124948
127.75,0.124948
128,0.124948
128.25,0.124948
128.5,0.124948
128.75,0.124948
129,0.124948
129.25,0.124948
129.5,0.125039
129.75,0.125039
130,0.125039
130.25,0.125026
130.5,0.125026
130.75,0.125026
131,0.125026
131.25,0.125026
131.5,0.125026
131.75,0.125026
132,0.125026
132.25,0.125026
132.5,0.125026
132.75,0.125026
133,0.125026
133.25,0.125026
133.5,0.125026
133.75,0.125026
134,0.125026
134.25,0.125026
134.5,0.125026
134.75,0.125026
135,0.125026
135.25,0.125026
135.5,0.125026
135.75,0.125026
136,0.125026
136.25,0.125026
136.5,0.125026
136.75,0.125026
137,0.125026
137.25,0.125026
137.5,0.125026
137.75,0.125026
138,0.125026
138.25,0.125026
138.5,0.125026
138.75,0.125026
139,0.125026
139.25,0.125026
139.5,0.125026
139.75,0.125026
140,0.125026
140.25,0.125026
140.5,0.125026
140.75,0.125026
141,0.125026
141.25,0.125026
141.5,0.125026
141.75,0.125026
142,0.125026
142.25,0.125026
142.5,0.125026
142.75,0.125026
143,0.125026
143.25,0.125026
143.5,0.125026
143.75,0.125026
144,0.125026
144.25,0.125026
144.5,0.125026
144.75,0.125026
145,0.125026
145.25,0.125026
145.5,0.125026
145.75,0.125026
146,0.125026
146.25,0.125026
146.5,0.125026
146.75,0.125026
147,0.125026
147.25,0.125026
147.5,0.125026
147.75,0.125026
148,0.125026
148.25,0.125026
148.5,0.125026
148.75,0.125026
149,0.125026
149.25,0.125026
149.5,0.125026
149.75,0.125026
150,0.125026
150.25,0.125026
150.5,0.125026
150.75,0.125026
151,0.125026
151.25,0.125026
151.5,0.125026
151.75,0.125026
152,0.125026
152.25,0.125026
152.5,0.125026
152.75,0.125026
153,0.125026
153.25,0.125026
153.5,0.125026
153.75,0.125026
154,0.125026
154.25,0.125026
154.5,0.125026
154.75,0.125026
155,0.125026
155.25,0.125026
155.5,0.125026
155.75,0.125026
156,0.125026
156.25,0.125026
156.5,0.125026
156.75,0.125026
157,0.125026
157.25,0.125026
157.5,0.125026
157.75,0.125026
158,0.125026
158.25,0.125026
158.5,0.125026
158.75,0.125026
159,0.125026
159.25,0.125026
159.5,0.125026
159.75,0.125026
160,0.125026
160.25,0.125026
160.5,0.125026
160.75,0.125026
161,0.125026
161.25,0.125026
161.5,0.125026
161.75,0.125026
162,0.125026
162.25,0.125026
162.5,0.125026
162.75,0.125026
163,0.125026
163.25,0.125026
163.5,0.125026
163.75,0.125026
164,0.125026
164.25,0.125026
164.5,0.125026
164.75,0.125026
165,0.125026
165.25,0.125026
165.5,0.125026
165.75,0.125026
166,0.125026
166.25,0.125026
166.5,0.125026
166.75,0.125026
167,0.125026
167.25,0.125026
167.5,0.125026
167.75,0.125026
168,0.125026
168.25,0.125026
168.5,0.125026
168.75,0.125026
169,0.125026
169.25,0.125026
169.5,0.125026
169.75,0.125026
170,0.125026
170.25,0.125026
170.5,0.125026
170.75,0.125026
171,0.125026
171.25,0.125026
171.5,0.125026
171.75,0.125026
172,0.125026
172.25,0.125026
172.5,0.125026
172.75,0.125026
173,0.125026
173.25,0.125026
173.5,0.125026
173.75,0.125026
174,0.125026
174.25,0.125026
174.5,0.125026
174.75,0.125026
175,0.125026
175.25,0.125026
175.5,0.125026
175.75,0.125026
176,0.125026
176.25,0.125026
176.5,0.125026
176.75,0.125026
177,0.125026
177.25,0.125026
177.5,0.125026
177.75,0.125026
178,0.125026
178.25,0.125026
178.5,0.125026
178.75,0.125026
179,0.125026
179.25,0.125026
179.5,0.125026
179.75,0.125026
180,0.125026
180.25,0.125026
180.5,0.125026
180.75,0.125026
181,0.125026
181.25,0.125026
181.5,0.125026
181.75,0.125026
182,0.125026
182.25,0.125026
182.5,0.125026
182.75,0.125026
183,0.125026
183.25,0.125026
183.5,0.125026
183.75,0.125026
184,0.125026
184.25,0.125026
184.5,0.125026
184.75,0.125026
185,0.125026
185.25,0.125026
185.5,0.125026
185.75,0.125026
186,0.125026
186.25,0.125026
186.5,0.125026
186.75,0.125026
187,0.125026
187.25,0.125026
187.5,0.125026
187.75,0.125026
188,0.125026
188.25,0.125026
188.5,0.125026
188.75,0.125026
189,0.125026
189.25,0.125026
189.5,0.125026
189.75,0.125026
190,0.125026
190.25,0.125026
190.5,0.125026
190.75,0.125026
191,0.125026
191.25,0.125026
191.5,0.125026
191.75,0.125026
192,0.125026
192.25,0.125026
192.5,0.125026
192.75,0.125026
193,0.125026
193.25,0.125026
193.5,0.125026
193.75,0.125026
194,0.125026
194.25,0.125026
194.5,0.125026
194.75,0.125026
195,0.125026
195.25,0.125026
195.5,0.125026
195.75,0.125026
196,0.125026
196.25,0.125026
196.5,0.125026
196.75,0.125026
197,0.125026
197.25,0.125026
197.5,0.125026
197.75,0.125026
198,0.125026
198.25,0.125026
198.5,0.125026
198.75,0.125026
199,0.125026
199.25,0.125026
199.5,0.125026
199.75,0.125026
200,0.125026
200.25,0.125026
200.5,0.125026
200.75,0.125026
201,0.125026
201.25,0.125026
201.5,0.125026
201.75,0.125026
202,0.125026
202.25,0.125026
202.5,0.125026
202.75,0.125026
203,0.125026
203.25,0.125026
203.5,0.125026
203.75,0.125026
204,0.125026
204.25,0.125026
204.5,0.125026
204.75,0.125026
205,0.125026
205.25,0.125026
205.5,0.125026
205.75,0.125026
206,0.125026
206.25,0.125026
206.5,0.125026
206.75,0.125026
207,0.125026
207.25,0.125026
207.5,0.125026
207.75,0.125026
208,0.125026
208.25,0.125026
208.5,0.125026
208.75,0.125026
209,0.125026
209.25,0.125026
209.5,0.125026
209.75,0.125026
210,0.125026
210.25,0.125026
210.5,0.125026
210.75,0.125026
211,0.125026
211.25,0.125026
211.5,0.125026
211.75,0.125026
212,0.125026
212.25,0.125026
212.5,0.125026
212.75,0.125026
213,0.125026
213.25,0.125026
213.5,0.125026
213.75,0.125026
214,0.125026
214.25,0.125026
214.5,0.125026
214.75,0.125026
215,0.125026
215.25,0.125026
215.5,0.125026
215.75,0.125026
216,0.125026
216.25,0.125026
216.5,0.125026
216.75,0.125026
217,0.125026
217.25,0.125026
217.5,0.125026
217.75,0.125026
218,0.125026
218.25,0.125026
218.5,0.125026
218.75,0.125026
219,0.125026
219.25,0.125026
219.5,0.125026
219.75,0.125026
220,0.125026
220.25,0.125026
220.5,0.125026
220.75,0.125026
221,0.125026
221.25,0.125026
221.5,0.125026
221.75,0.125026
222,0.125026
222.25,0.125026
222.5,0.125026
222.75,0.125026
223,0.125026
223.25,0.125026
223.5,0.125026
223.75,0.125026
224,0.125026
224.25,0.125026
224.5,0.125026
224.75,0.125026
225,0.125026
225.25,0.125026
225.5,0.125026
225.75,0.125026
226,0.125026
226.25,0.125026
226.5,0.125026
226.75,0.125026
227,0.125026
227.25,0.125026
227.5,0.125026
227.75,0.125026
228,0.125026
228.25,0.125026
228.5,0.125026
228.75,0.125026
229,0.125026
229.25,0.125026
229.5,0.125026
229.75,0.125026
230,0.125026
230.25,0.125026
230.5,0.125026
230.75,0.125026
231,0.125026
231.25,0.125026
231.5,0.125026
231.75,0.125026
232,0.125026
232.25,0.125026
232.5,0.125026
232.75,0.125026
233,0.125026
233.25,0.125026
233.5,0.125026
233.75,0.125026
234,0.125026
234.25,0.125026
234.5,0.125026
234.75,0.125026
235,0.125026
235.25,0.125026
235.5,0.125026
235.75,0.125026
236,0.125026
236.25,0.125026
236.5,0.125026
236.75,0.125026
237,0.125026
237.25,0.125026
237.5,0.125026
237.75,0.125026
238,0.125026
238.25,0.125026
238.5,0.125026
238.75,0.125026
239,0.125026
239.25,0.125026
239.5,0.125026
239.75,0.125026
240,0.125026
240.25,0.125026
240.5,0.125026
240.75,0.125026
241,0.125026
241.25,0.125026
241.5,0.125026
241.75,0.125026
242,0.125026
242.25,0.125026
242.5,0.125026
242.75,0.125026
243,0.125026
243.25,0.125026
243.5,0.125026
243.75,0.125026
244,0.125026
244.25,0.125026
244.5,0.125026
244.75,0.125026
245,0.125026
245.25,0.125026
245.5,0.125026
245.75,0.125026
246,0.125026
246.25,0.125026
246.5,0.125026
246.75,0.125026
247,0.125026
247.25,0.125026
247.5,0.125026
247.75,0.125026
248,0.125026
248.25,0.125026
248.5,0.125026
248.75,0.125026
249,0.125026
249.25,0.125026
249.5,0.125026
249.75,0.125026
250,0.125026
250.25,0.125026
250.5,0.125026
250.75,0.125026
251,0.125026
251.25,0.125026
251.5,0.125026
251.75,0.125026
252,0.125026
252.25,0.125026
252.5,0.125026
252.75,0.125026
253,0.125026
253.25,0.125026
253.5,0.125026
253.75,0.125026
254,0.125026
254.25,0.125026
254.5,0.125026
254.75,0.125026
255,0.125026
255.25,0.125026
255.5,0.125026
255.75,0.125026
256,0.125026
256.25,0.125026
256.5,0.125026
256.75,0.125026
257,0.125026
257.25,0.125026
257.5,0.125026
257.75,0.125026
258,0.125026
258.25,0.125026
258.5,0.125026
258.75,0.125026
259,0.125026
259.25,0.125026
259.5,0.125026
259.75,0.125026
260,0.125026
260.25,0.125026
260.5,0.125026
260.75,0.125026
261,0.125026
261.25,0.125026
261.5,0.125026
261.75,0.125026
262,0.125026
262.25,0.125026
262.5,0.125026
262.75,0.125026
263,0.125026
263.25,0.125026
263.5,0.125026
263.75,0.125026
264,0.125026
264.25,0.125026
264.5,0.125026
264.75,0.125026
265,0.125026
265.25,0.125026
265.5,0.125026
265.75,0.125026
266,0.125026
266.25,0.125026
266.5,0.125026
266.75,0.125026
267,0.125026
267.25,0.125026
267.5,0.125026
267.75,0.125026
268,0.125026
268.25,0.125026
268.5,0.125026
268.75,0.125026
269,0.125026
269.25,0.125026
269.5,0.125026
269.75,0.125026
270,0.125026
270.25,0.125026
270.5,0.125026
270.75,0.125026
271,0.125026
271.25,0.125026
271.5,0.125026
271.75,0.125026
272,0.125026
272.25,0.125026
272.5,0.125026
272.75,0.125026
273,0.125026
273.25,0.125026
273.5,0.125026
273.75,0.125026
274,0.125026
274.25,0.125026
274.5,0.125026
274.75,0.125026
275,0.125026
275.25,0.125026
275.5,0.125026
275.75,0.125026
276,0.125026
276.25,0.125026
276.5,0.125026
276.75,0.125026
277,0.125026
277.25,0.125026
277.5,0.125026
277.75,0.125026
278,0.125026
278.25,0.125026
278.5,0.125026
278.75,0.125026
279,0.125026
279.25,0.125026
279.5,0.125026
279.75,0.125026
280,0.125026
280.25,0.125026
280.5,0.125026
280.75,0.125026
281,0.125026
281.25,0.125026
281.5,0.125026
281.75,0.125026
282,0.125026
282.25,0.125026
282.5,0.125026
282.75,0.125026
283,0.125026
283.25,0.125026
283.5,0.125026
283.75,0.125026
284,0.125026
284.25,0.125026
284.5,0.125026
284.75,0.125026
285,0.125026
285.25,0.125026
285.5,0.125026
285.75,0.125026
286,0.125026
286.25,0.125026
286.5,0.125026
286.75,0.125026
287,0.125026
287.25,0.125026
287.5,0.125026
287.75,0.125026
288,0.125026
288.25,0.125026
288.5,0.125026
288.75,0.125026
289,0.125026
289.25,0.125026
289.5,0.125026
289.75,0.125026
290,0.125026
290.25,0.125026
290.5,0.125026
290.75,0.125026
291,0.125026
291.25,0.125026
291.5,0.125026
291.75,0.125026
292,0.125026
292.25,0.125026
292.5,0.125026
292.75,0.125026
293,0.125026
293.25,0.125026
293.5,0.125026
293.75,0.125026
294,0.125026
294.25,0.125026
294.5,0.125026
294.75,0.125026
295,0.125026
295.25,0.125026
295.5,0.125026
295.75,0.125026
296,0.125026
296.25,0.125026
296.5,0.125026
296.75,0.125026
297,0.125026
297.25,0.125026
297.5,0.125026
297.75,0.125026
298,0.125026
298.25,0.125026
298.5,0.125026
298.75,0.125026
299,0.125026
299.25,0.125026
299.5,0.125026
299.75,0.125026
300,0.125026
300.25,0.125026
300.5,0.125026
300.75,0.125026
301,0.125026
301.25,0.125026
301.5,0.125026
301.75,0.125026
302,0.125026
302.25,0.125026
302.5,0.125026
302.75,0.125026
303,0.125026
303.25,0.125026
303.5,0.125026
303.75,0.125026
304,0.125026
304.25,0.125026
304.5,0.125026
304.75,0.125026
305,0.125026
305.25,0.125026
305.5,0.125026
305.75,0.125026
306,0.125026
306.25,0.125026
306.5,0.125026
306.75,0.125026
307,0.125026
307.25,0.125026
307.5,0.125026
307.75,0.125026
308,0.125026
308.25,0.125026
308.5,0.125026
308.75,0.125026
309,0.125026
309.25,0.125026
309.5,0.125026
309.75,0.125026
310,0.125026
310.25,0.125026
310.5,0.125026
310.75,0.125026
311,0.125026
311.25,0.125026
311.5,0.125026
311.75,0.125026
312,0.125026
312.25,0.125026
312.5,0.125026
312.75,0.125026
313,0.125026
313.25,0.125026
313.5,0.125026
313.75,0.125026
314,0.125026
314.25,0.125026
314.5,0.125026
314.75,0.125026
315,0.125026
315.25,0.125026
315.5,0.125026
315.75,0.125026
316,0.125026
316.25,0.125026
316.5,0.125026
316.75,0.125026
317,0.125026
317.25,0.125026
317.5,0.125026
317.75,0.125026
318,0.125026
318.25,0.125026
318.5,0.125026
318.75,0.125026
319,0.125026
319.25,0.125026
319.5,0.125026
319.75,0.125026
320,0.125026
320.25,0.125026
320.5,0.125026
320.75,0.125026
321,0.125026
321.25,0.125026
321.5,0.125026
321.75,0.125026
322,0.125026
322.25,0.125026
322.5,0.125026
322.75,0.125026
323,0.125026
323.25,0.125026
323.5,0.125026
323.75,0.125026
324,0.125026
324.25,0.125026
324.5,0.125026
324.75,0.125026
325,0.125026
325.25,0.125026
325.5,0.125026
325.75,0.125026
326,0.125026
326.25,0.125026
326.5,0.125026
326.75,0.125026
327,0.125026
327.25,0.125026
327.5,0.125026
327.75,0.125026
328,0.125026
328.25,0.125026
328.5,0.125026
328.75,0.125026
329,0.125026
329.25,0.125026
329.5,0.125026
329.75,0.125026
330,0.125026
330.25,0.125026
330.5,0.125026
330.75,0.125026
331,0.125026
331.25,0.125026
331.5,0.125026
331.75,0.125026
332,0.125026
332.25,0.125026
332.5,0.125026
332.75,0.125026
333,0.125026
333.25,0.125026
333.5,0.125026
333.75,0.125026
334,0.125026
334.25,0.125026
334.5,0.125026
334.75,0.125026
335,0.125026
335.25,0.125026
335.5,0.125026
335.75,0.125026
336,0.125026
336.25,0.125026
336.5,0.125026
336.75,0.125026
337,0.125026
337.25,0.125026
337.5,0.125026
337.75,0.125026
338,0.125026
338.25,0.125026
338.5,0.125026
338.75,0.125026
339,0.125026
339.25,0.125026
339.5,0.125026
339.75,0.125026
340,0.125026
340.25,0.125026
340.5,0.125026
340.75,0.125026
341,0.125026
341.25,0.125026
341.5,0.125026
341.75,0.125026
342,0.125026
342.25,0.125026
342.5,0.125026
342.75,0.125026
343,0.125026
343.25,0.125026
343.5,0.125026
343.75,0.125026
344,0.125026
344.25,0.125026
344.5,0.125026
344.75,0.125026
345,0.125026
345.25,0.125026
345.5,0.125026
345.75,0.125026
346,0.125026
346.25,0.125026
346.5,0.125026
346.75,0.125026
347,0.125026
347.25,0.125026
347.5,0.125026
347.75,0.125026
348,0.125026
348.25,0.125026
348.5,0.125026
348.75,0.125026
349,0.125026
349.25,0.125026
349.5,0.125026
349.75,0.125026
350,0.125026
350.25,0.125026
350.5,0.125026
350.75,0.125026
351,0.125026
351.25,0.125026
351.5,0.125026
351.75,0.125026
352,0.125026
352.25,0.125026
352.5,0.125026
352.75,0.125026
353,0.125026
353.25,0.125026
353.5,0.125026
353.75,0.125026
354,0.125026
354.25,0.125026
354.5,0.125026
354.75,0.125026
355,0.125026
355.25,0.125026
355.5,0.125026
355.75,0.125026
356,0.125026
356.25,0.125026
356.5,0.125026
356.75,0.125026
357,0.125026
357.25,0.125026
357.5,0.125026
357.75,0.125026
358,0.125026
358.25,0.125026
358.5,0.125026
358.75,0.125026
359,0.125026
359.25,0.125026
359.5,0.125026
359.75,0.125026
360,0.125026
360.25,0.125026
360.5,0.125026
360.75,0.125026
361,0.125026
361.25,0.125026
361.5,0.125026
361.75,0.125026
362,0.125026
362.25,0.125026
362.5,0.125026
362.75,0.125026
363,0.125026
363.25,0.125026
363.5,0.125026
363.75,0.125026
364,0.125026
364.25,0.125026
364.5,0.125026
364.75,0.125026
365,0.125026
365.25,0.125026
365.5,0.125026
365.75,0.125026
366,0.125026
366.25,0.125026
366.5,0.125026
366.75,0.125026
367,0.125026
367.25,0.125026
367.5,0.125026
367.75,0.125026
368,0.125026
368.25,0.125026
368.5,0.125026
368.75,0.125026
369,0.125026
369.25,0.125026
369.5,0.125026
369.75,0.125026
370,0.125026
370.25,0.125026
370.5,0.125026
370.75,0.125026
371,0.125026
371.25,0.125026
371.5,0.125026
371.75,0.125026
372,0.125026
372.25,0.125026
372.5,0.125026
372.75,0.125026
373,0.125026
373.25,0.125026
373.5,0.125026
373.75,0.125026
374,0.125026
374.25,0.125026
374.5,0.125026
374.75,0.125026
375,0.125026
375.25,0.125026
375.5,0.125026
375.75,0.125026
376,0.125026
376.25,0.125026
376.5,0.125026
376.75,0.125026
377,0.125026
377.25,0.125026
377.5,0.125026
377.75,0.125026
378,0.125026
378.25,0.125026
378.5,0.125026
378.75,0.125026
379,0.125026
379.25,0.125026
379.5,0.125026
379.75,0.125026
380,0.125026
380.25,0.125026
380.5,0.125026
380.75,0.125026
381,0.125026
381.25,0.125026
381.5,0.125026
381.75,0.125026
382,0.125026
382.25,0.125026
382.5,0.125026
382.75,0.125026
383,0.125026
383.25,0.125026
383.5,0.125026
383.75,0.125026
384,0.125026
384.25,0.125026
384.5,0.125026
384.75,0.125026
385,0.125026
385.25,0.125026
385.5,0.125026
385.75,0.125026
386,0.125026
386.25,0.125026
386.5,0.125026
386.75,0.125026
387,0.125026
387.25,0.125026
387.5,0.125026
387.75,0.125026
388,0.125026
388.25,0.125026
388.5,0.125026
388.75,0.125026
389,0.125026
389.25,0.125026
389.5,0.125026
389.75,0.125026
390,0.125026
390.25,0.125026
390.5,0.125026
390.75,0.125026
391,0.125026
391.25,0.125026
391.5,0.125026
391.75,0.125026
392,0.125026
392.25,0.125026
392.5,0.125026
392.75,0.125026
393,0.125026
393.25,0.125026
393.5,0.125026
393.75,0.125026
394,0.125026
394.25,0.125026
394.5,0.125026
394.75,0.125026
395,0.125026
395.25,0.125026
395.5,0.125026
395.75,0.125026
396,0.125026
396.25,0.125026
396.5,0.125026
396.75,0.125026
397,0.125026
397.25,0.125026
397.5,0.125026
397.75,0.125026
398,0.125026
398.25,0.125026
398.5,0.125026
398.75,0.125026
399,0.125026
399.25,0.125026
399.5,0.125026
399.75,0.125026
400,0.125026
400.25,0.125026
400.5,0.125026
400.75,0.125026
401,0.125026
401.25,0.125026
401.5,0.125026
401.75,0.125026
402,0.125026
402.25,0.125026
402.5,0.125026
402.75,0.125026
403,0.125026
403.25,0.125026
403.5,0.125026
403.75,0.125026
404,0.125026
404.25,0.125026
404.5,0.125026
404.75,0.125026
405,0.125026
405.25,0.125026
405.5,0.125026
405.75,0.125026
406,0.125026
406.25,0.125026
406.5,0.125026
406.75,0.125026
407,0.125026
407.25,0.125026
407.5,0.125026
407.75,0.125026
408,0.125026
408.25,0.125026
408.5,0.125026
408.75,0.125026
409,0.125026
409.25,0.125026
409.5,0.125026
409.75,0.125026
410,0.125026
410.25,0.125026
410.5,0.125026
410.75,0.125026
