Time,susceptible_lambda_H
0,0
0.25,0
0.5,0.219882
0.75,1.29242
1,2.04958
1.25,4.40568
1.5,5.99516
1.75,7.15018
2,10.5613
2.25,9.25421
2.5,8.99707
2.75,7.71716
3,7.70406
3.25,7.42121
3.5,7.54352
3.75,6.74346
4,4.64234
4.25,5.81881
4.5,5.89432
4.75,5.50832
5,8.14524
5.25,8.59392
5.5,7.18872
5.75,7.50902
6,8.86617
6.25,10.7261
6.5,10.6552
6.75,6.19368
7,5.61241
7.25,6.94452
7.5,6.17207
7.75,4.24157
8,7.93556
8.25,6.5744
8.5,4.98629
8.75,4.34283
9,4.10843
9.25,5.37288
9.5,6.58717
9.75,6.30393
10,6.40909
10.25,6.54231
10.5,3.02584
10.75,5.97742
11,8.77481
11.25,8.67391
11.5,9.77302
